,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,
ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
ALTO BENI,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa,2016-01-01,2,0,2
COBIJA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,5,0,5
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,9,0,9
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
COTOCA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
CUATRO CAÑADAS,salud sexual y reproductiva,preeclampsia severa,2016-01-01,2,0,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2016-01-01,7,1,8
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2016-01-01,3,0,3
MONTERO,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2016-01-01,9,0,9
POTOSI,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
PUNATA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,5,0,5
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,12,0,12
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2016-01-01,3,0,3
SACABA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,2,0,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2016-01-01,0,2,2
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,7,0,7
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,49,3,52
SUCRE,salud sexual y reproductiva,preeclampsia severa,2016-01-01,13,0,13
TARABUCO,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
TARIJA,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
TIPUANI,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2016-01-01,10,0,10
UYUNI,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
YANACACHI,salud sexual y reproductiva,preeclampsia severa,2016-01-01,1,0,1
ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2016-02-01,3,0,3
ANCORAIMES,salud sexual y reproductiva,preeclampsia severa,2016-02-01,0,1,1
ARANI,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
CAMIRI,salud sexual y reproductiva,preeclampsia severa,2016-02-01,2,0,2
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
COBIJA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,3,0,3
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,6,0,6
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2016-02-01,3,0,3
CORIPATA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2016-02-01,13,0,13
FILADELFIA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,2,0,2
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2016-02-01,14,3,17
LICOMA PAMPA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
MECAPACA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,1,2
MOJOCOYA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
MONTEAGUDO,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
ORURO,salud sexual y reproductiva,preeclampsia severa,2016-02-01,3,0,3
PADCAYA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,0,1,1
POOPO,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
PUERTO RICO,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
PUNATA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,4,0,4
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,10,0,10
ROBORE,salud sexual y reproductiva,preeclampsia severa,2016-02-01,3,0,3
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2016-02-01,0,5,5
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,8,0,8
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,37,2,39
SUCRE,salud sexual y reproductiva,preeclampsia severa,2016-02-01,9,0,9
TARIJA,salud sexual y reproductiva,preeclampsia severa,2016-02-01,3,0,3
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2016-02-01,3,0,3
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,preeclampsia severa,2016-02-01,1,0,1
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2016-02-01,0,1,1
ACHACACHI,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
BERMEJO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
BOYUIBE,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2016-03-01,3,0,3
CHALLAPATA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
CHARAGUA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,preeclampsia severa,2016-03-01,2,0,2
COBIJA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,5,0,5
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,21,0,21
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
COROICO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
COTOCA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
CULPINA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,16,0,16
EL PUENTE(TJA),salud sexual y reproductiva,preeclampsia severa,2016-03-01,0,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
GENERAL SAAVEDRA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
HUANUNI,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
LA GUARDIA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,0,1,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2016-03-01,49,0,49
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,3,1,4
ORURO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,4,0,4
POTOSI,salud sexual y reproductiva,preeclampsia severa,2016-03-01,4,0,4
PUERTO RICO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,2,0,2
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa,2016-03-01,2,0,2
PUNATA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,3,0,3
QUIABAYA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,11,0,11
ROBORE,salud sexual y reproductiva,preeclampsia severa,2016-03-01,3,0,3
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2016-03-01,5,1,6
SAN CARLOS,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
SAN IGNACIO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,3,1,4
SAN PEDRO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,2,0,2
SAN RAFAEL,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
SANTA ANA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,10,0,10
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,51,5,56
SHINAOTA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
SUCRE,salud sexual y reproductiva,preeclampsia severa,2016-03-01,14,0,14
TACACOMA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
TARABUCO,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
TARIJA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,10,2,12
TIPUANI,salud sexual y reproductiva,preeclampsia severa,2016-03-01,0,1,1
TOLATA,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
TRINIDAD,salud sexual y reproductiva,preeclampsia severa,2016-03-01,10,0,10
VACAS,salud sexual y reproductiva,preeclampsia severa,2016-03-01,0,1,1
VILLA TUNARI,salud sexual y reproductiva,preeclampsia severa,2016-03-01,3,0,3
VILLAZON,salud sexual y reproductiva,preeclampsia severa,2016-03-01,1,0,1
ARBIETO,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
CAJUATA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
CARANAVI,salud sexual y reproductiva,preeclampsia severa,2016-04-01,3,0,3
CHIPAYA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,0,1,1
COBIJA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,9,0,9
CONCEPCION,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
COROICO,salud sexual y reproductiva,preeclampsia severa,2016-04-01,2,0,2
EL ALTO,salud sexual y reproductiva,preeclampsia severa,2016-04-01,6,0,6
ENTRE RIOS TRJ,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
LA ASUNTA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
LA PAZ,salud sexual y reproductiva,preeclampsia severa,2016-04-01,17,0,17
MACHARETI,salud sexual y reproductiva,preeclampsia severa,2016-04-01,0,1,1
MONTERO,salud sexual y reproductiva,preeclampsia severa,2016-04-01,2,0,2
ORURO,salud sexual y reproductiva,preeclampsia severa,2016-04-01,2,0,2
POROMA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
POTOSI,salud sexual y reproductiva,preeclampsia severa,2016-04-01,1,0,1
PUERTO SUAREZ,salud sexual y reproductiva,preeclampsia severa,2016-04-01,5,0,5
PUNATA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,2,1,3
RIBERALTA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,9,0,9
ROBORE,salud sexual y reproductiva,preeclampsia severa,2016-04-01,2,0,2
RURRENABAQUE,salud sexual y reproductiva,preeclampsia severa,2016-04-01,4,0,4
SACABA,salud sexual y reproductiva,preeclampsia severa,2016-04-01,2,0,2
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,preeclampsia severa,2016-04-01,2,0,2
