,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,
AIQUILE,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,1,0,0,0,1,0,1
BETANZOS,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,0,0,0,1,0,1,1
CHALLAPATA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,1,0,0,0,1,0,1
COCHABAMBA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,1,1,4,2,5,3,8
COLPA BELGICA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,0,1,0,0,0,1,1
COTOCA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,0,0,1,0,1,0,1
EL ALTO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,6,4,1,4,7,8,15
LA ASUNTA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,0,0,0,1,0,1,1
LA PAZ,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,1,2,7,6,8,8,16
LLALLAGUA,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,0,0,0,1,0,1,1
MONTERO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,1,1,0,0,1,1,2
OCURI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,0,0,0,1,0,1,1
ORURO,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,4,7,2,3,6,10,16
POTOSI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,1,3,0,0,1,3,4
PUCARANI,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,2021-01-01,0,0,0,1,0,1,1
