,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,
AYO AYO,intoxicaciones,plaguicidas,2015-01-01,0,1,1
BERMEJO,intoxicaciones,plaguicidas,2015-01-01,2,1,3
CALACOTO,intoxicaciones,plaguicidas,2015-01-01,0,1,1
CAMIRI,intoxicaciones,plaguicidas,2015-01-01,5,3,8
CARANAVI,intoxicaciones,plaguicidas,2015-01-01,0,1,1
CHALLAPATA,intoxicaciones,plaguicidas,2015-01-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,plaguicidas,2015-01-01,2,1,3
CHUMA,intoxicaciones,plaguicidas,2015-01-01,0,1,1
COBIJA,intoxicaciones,plaguicidas,2015-01-01,1,1,2
COCHABAMBA,intoxicaciones,plaguicidas,2015-01-01,9,14,23
COLOMI,intoxicaciones,plaguicidas,2015-01-01,1,0,1
CORIPATA,intoxicaciones,plaguicidas,2015-01-01,0,1,1
EL ALTO,intoxicaciones,plaguicidas,2015-01-01,5,4,9
ENTRE RIOS CBBA,intoxicaciones,plaguicidas,2015-01-01,0,1,1
ESCOMA,intoxicaciones,plaguicidas,2015-01-01,1,1,2
LA PAZ,intoxicaciones,plaguicidas,2015-01-01,3,0,3
LAGUNILLAS,intoxicaciones,plaguicidas,2015-01-01,1,0,1
MONTERO,intoxicaciones,plaguicidas,2015-01-01,2,1,3
MORO MORO,intoxicaciones,plaguicidas,2015-01-01,1,0,1
PUERTO VILLARROEL,intoxicaciones,plaguicidas,2015-01-01,3,5,8
PUNA,intoxicaciones,plaguicidas,2015-01-01,1,1,2
PUNATA,intoxicaciones,plaguicidas,2015-01-01,0,1,1
QUILLACOLLO,intoxicaciones,plaguicidas,2015-01-01,0,1,1
ROBORE,intoxicaciones,plaguicidas,2015-01-01,1,0,1
SACABA,intoxicaciones,plaguicidas,2015-01-01,1,1,2
SAMAIPATA,intoxicaciones,plaguicidas,2015-01-01,1,1,2
SAN IGNACIO DE VELASCO,intoxicaciones,plaguicidas,2015-01-01,1,0,1
SAN JULIAN,intoxicaciones,plaguicidas,2015-01-01,2,0,2
SANTA CRUZ DE LA SIERRA,intoxicaciones,plaguicidas,2015-01-01,1,2,3
SAPAHAQUI,intoxicaciones,plaguicidas,2015-01-01,1,0,1
SUCRE,intoxicaciones,plaguicidas,2015-01-01,0,1,1
TACACOMA,intoxicaciones,plaguicidas,2015-01-01,0,1,1
TARIJA,intoxicaciones,plaguicidas,2015-01-01,2,2,4
URIONDO (A. CONCEPCION),intoxicaciones,plaguicidas,2015-01-01,2,0,2
VALLEGRANDE,intoxicaciones,plaguicidas,2015-01-01,1,0,1
VILLA CHARCAS,intoxicaciones,plaguicidas,2015-01-01,1,0,1
VILLA TUNARI,intoxicaciones,plaguicidas,2015-01-01,2,2,4
WARNES,intoxicaciones,plaguicidas,2015-01-01,2,0,2
YACUIBA,intoxicaciones,plaguicidas,2015-01-01,1,0,1
ALCALA,intoxicaciones,plaguicidas,2015-02-01,1,0,1
ANCORAIMES,intoxicaciones,plaguicidas,2015-02-01,1,0,1
BERMEJO,intoxicaciones,plaguicidas,2015-02-01,0,1,1
CARAPARI,intoxicaciones,plaguicidas,2015-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,plaguicidas,2015-02-01,0,1,1
CHUMA,intoxicaciones,plaguicidas,2015-02-01,0,1,1
COCHABAMBA,intoxicaciones,plaguicidas,2015-02-01,12,9,21
COLOMI,intoxicaciones,plaguicidas,2015-02-01,2,0,2
COROICO,intoxicaciones,plaguicidas,2015-02-01,1,0,1
EL ALTO,intoxicaciones,plaguicidas,2015-02-01,2,3,5
EL PUENTE(STC),intoxicaciones,plaguicidas,2015-02-01,1,0,1
EL TORNO,intoxicaciones,plaguicidas,2015-02-01,1,0,1
ENTRE RIOS CBBA,intoxicaciones,plaguicidas,2015-02-01,0,1,1
ESCOMA,intoxicaciones,plaguicidas,2015-02-01,1,0,1
IRUPANA (VILLA DE LANZA),intoxicaciones,plaguicidas,2015-02-01,1,0,1
LA PAZ,intoxicaciones,plaguicidas,2015-02-01,1,1,2
LAJA,intoxicaciones,plaguicidas,2015-02-01,0,1,1
MAIRANA,intoxicaciones,plaguicidas,2015-02-01,1,0,1
MONTERO,intoxicaciones,plaguicidas,2015-02-01,4,0,4
PADILLA,intoxicaciones,plaguicidas,2015-02-01,0,1,1
PALOS BLANCOS,intoxicaciones,plaguicidas,2015-02-01,1,0,1
PAZÑA,intoxicaciones,plaguicidas,2015-02-01,0,1,1
PUERTO CARABUCO,intoxicaciones,plaguicidas,2015-02-01,1,0,1
PUERTO VILLARROEL,intoxicaciones,plaguicidas,2015-02-01,1,0,1
PUNATA,intoxicaciones,plaguicidas,2015-02-01,5,0,5
SACABA,intoxicaciones,plaguicidas,2015-02-01,0,2,2
SACABAMBA,intoxicaciones,plaguicidas,2015-02-01,1,0,1
SAN CARLOS,intoxicaciones,plaguicidas,2015-02-01,1,0,1
SAN IGNACIO DE VELASCO,intoxicaciones,plaguicidas,2015-02-01,0,1,1
SAN PEDRO,intoxicaciones,plaguicidas,2015-02-01,1,1,2
SANTA CRUZ DE LA SIERRA,intoxicaciones,plaguicidas,2015-02-01,3,0,3
SUCRE,intoxicaciones,plaguicidas,2015-02-01,24,27,51
TARIJA,intoxicaciones,plaguicidas,2015-02-01,1,1,2
UNCIA,intoxicaciones,plaguicidas,2015-02-01,1,0,1
URIONDO (A. CONCEPCION),intoxicaciones,plaguicidas,2015-02-01,1,0,1
VALLEGRANDE,intoxicaciones,plaguicidas,2015-02-01,1,0,1
VILLA SERRANO,intoxicaciones,plaguicidas,2015-02-01,0,2,2
VILLA TUNARI,intoxicaciones,plaguicidas,2015-02-01,5,2,7
VILLA VACA GUZMAN (MUYUPAMPA),intoxicaciones,plaguicidas,2015-02-01,0,1,1
VINTO,intoxicaciones,plaguicidas,2015-02-01,0,1,1
YACUIBA,intoxicaciones,plaguicidas,2015-02-01,1,0,1
APOLO,intoxicaciones,plaguicidas,2015-03-01,1,0,1
ASCENCION DE GUARAYOS,intoxicaciones,plaguicidas,2015-03-01,4,2,6
ATOCHA,intoxicaciones,plaguicidas,2015-03-01,1,0,1
AYATA,intoxicaciones,plaguicidas,2015-03-01,0,2,2
BERMEJO,intoxicaciones,plaguicidas,2015-03-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,plaguicidas,2015-03-01,3,2,5
COCHABAMBA,intoxicaciones,plaguicidas,2015-03-01,7,9,16
COLOMI,intoxicaciones,plaguicidas,2015-03-01,1,0,1
COMARAPA,intoxicaciones,plaguicidas,2015-03-01,1,0,1
CORIPATA,intoxicaciones,plaguicidas,2015-03-01,0,1,1
COROICO,intoxicaciones,plaguicidas,2015-03-01,0,1,1
EL ALTO,intoxicaciones,plaguicidas,2015-03-01,0,1,1
ESCOMA,intoxicaciones,plaguicidas,2015-03-01,1,2,3
EUCALIPTUS,intoxicaciones,plaguicidas,2015-03-01,0,1,1
FERNANDEZ ALONSO,intoxicaciones,plaguicidas,2015-03-01,1,0,1
GUAQUI,intoxicaciones,plaguicidas,2015-03-01,0,1,1
LA ASUNTA,intoxicaciones,plaguicidas,2015-03-01,1,1,2
LA GUARDIA,intoxicaciones,plaguicidas,2015-03-01,3,2,5
MACHARETI,intoxicaciones,plaguicidas,2015-03-01,2,0,2
MONTERO,intoxicaciones,plaguicidas,2015-03-01,0,1,1
OMEREQUE,intoxicaciones,plaguicidas,2015-03-01,2,0,2
PADCAYA,intoxicaciones,plaguicidas,2015-03-01,1,0,1
PAILON,intoxicaciones,plaguicidas,2015-03-01,1,2,3
PELECHUCO,intoxicaciones,plaguicidas,2015-03-01,0,1,1
PUCARANI,intoxicaciones,plaguicidas,2015-03-01,0,1,1
PUERTO VILLARROEL,intoxicaciones,plaguicidas,2015-03-01,4,0,4
PUNATA,intoxicaciones,plaguicidas,2015-03-01,0,1,1
RIBERALTA,intoxicaciones,plaguicidas,2015-03-01,1,0,1
ROBORE,intoxicaciones,plaguicidas,2015-03-01,1,0,1
SAIPINA,intoxicaciones,plaguicidas,2015-03-01,1,0,1
SAN IGNACIO,intoxicaciones,plaguicidas,2015-03-01,0,1,1
SAN JULIAN,intoxicaciones,plaguicidas,2015-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,plaguicidas,2015-03-01,0,3,3
SANTA ROSA DEL SARA,intoxicaciones,plaguicidas,2015-03-01,1,0,1
SIPE SIPE,intoxicaciones,plaguicidas,2015-03-01,0,1,1
SUCRE,intoxicaciones,plaguicidas,2015-03-01,1,5,6
TARIJA,intoxicaciones,plaguicidas,2015-03-01,0,2,2
VILLA CHARCAS,intoxicaciones,plaguicidas,2015-03-01,1,0,1
VILLA TUNARI,intoxicaciones,plaguicidas,2015-03-01,5,4,9
VILLAZON,intoxicaciones,plaguicidas,2015-03-01,1,0,1
VINTO,intoxicaciones,plaguicidas,2015-03-01,0,2,2
YACUIBA,intoxicaciones,plaguicidas,2015-03-01,1,0,1
YUNCHARA,intoxicaciones,plaguicidas,2015-03-01,0,1,1
ANCORAIMES,intoxicaciones,plaguicidas,2015-04-01,0,1,1
ASCENCION DE GUARAYOS,intoxicaciones,plaguicidas,2015-04-01,2,1,3
BERMEJO,intoxicaciones,plaguicidas,2015-04-01,2,0,2
CAMARGO,intoxicaciones,plaguicidas,2015-04-01,1,0,1
CARANAVI,intoxicaciones,plaguicidas,2015-04-01,0,2,2
COCHABAMBA,intoxicaciones,plaguicidas,2015-04-01,9,8,17
COLOMI,intoxicaciones,plaguicidas,2015-04-01,0,1,1
EL ALTO,intoxicaciones,plaguicidas,2015-04-01,0,1,1
LA PAZ,intoxicaciones,plaguicidas,2015-04-01,1,0,1
LURIBAY,intoxicaciones,plaguicidas,2015-04-01,0,1,1
MONTERO,intoxicaciones,plaguicidas,2015-04-01,2,0,2
PALOS BLANCOS,intoxicaciones,plaguicidas,2015-04-01,0,2,2
PUERTO VILLARROEL,intoxicaciones,plaguicidas,2015-04-01,1,0,1
SACABA,intoxicaciones,plaguicidas,2015-04-01,1,3,4
SAN BORJA,intoxicaciones,plaguicidas,2015-04-01,0,1,1
SAN IGNACIO DE VELASCO,intoxicaciones,plaguicidas,2015-04-01,1,0,1
SAN LUCAS,intoxicaciones,plaguicidas,2015-04-01,1,0,1
SAN PEDRO,intoxicaciones,plaguicidas,2015-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,plaguicidas,2015-04-01,1,2,3
SICA SICA (VILLA AROMA),intoxicaciones,plaguicidas,2015-04-01,1,1,2
SUCRE,intoxicaciones,plaguicidas,2015-04-01,0,3,3
TAPACARI,intoxicaciones,plaguicidas,2015-04-01,1,0,1
TARIJA,intoxicaciones,plaguicidas,2015-04-01,5,5,10
TIRAQUE (CBBA),intoxicaciones,plaguicidas,2015-04-01,1,0,1
VILLA TUNARI,intoxicaciones,plaguicidas,2015-04-01,8,1,9
VILLAZON,intoxicaciones,plaguicidas,2015-04-01,0,1,1
ACACIO,intoxicaciones,plaguicidas,2015-05-01,3,0,3
BATALLAS,intoxicaciones,plaguicidas,2015-05-01,1,0,1
BERMEJO,intoxicaciones,plaguicidas,2015-05-01,1,0,1
BOLIVAR,intoxicaciones,plaguicidas,2015-05-01,0,1,1
CALAMARCA,intoxicaciones,plaguicidas,2015-05-01,0,1,1
CAMIRI,intoxicaciones,plaguicidas,2015-05-01,1,0,1
CARANAVI,intoxicaciones,plaguicidas,2015-05-01,1,1,2
COCHABAMBA,intoxicaciones,plaguicidas,2015-05-01,9,12,21
COLOMI,intoxicaciones,plaguicidas,2015-05-01,0,1,1
COROICO,intoxicaciones,plaguicidas,2015-05-01,1,1,2
EL ALTO,intoxicaciones,plaguicidas,2015-05-01,0,6,6
EL TORNO,intoxicaciones,plaguicidas,2015-05-01,0,1,1
