,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 meses a menor de 1 año,b. 6 meses a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,4,6
GUANAY,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,0,4
MAPIRI,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
MONTERO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,4
PUNATA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
YACUIBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CALAMARCA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,2,2,0,4,6,10
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,3,0,7,3,10
MAPIRI,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3
MONTERO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,4
PUNATA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
ARQUE,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,1,0,7,2,9
GUANAY,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,3,4,7,7,14
MONTERO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNATA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,3
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BOLIVAR,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,3,1,7,3,10
GUANAY,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,5,2,7
MONTERO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,4
PUNATA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TIPUANI,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,1,1,2,6,8
COLLANA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3,3,5,8
MONTERO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,3
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,3,2,5
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,2,5
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0,4,3,7
MAPIRI,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTERO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PALCA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUNATA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,5,1,6
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,3
GUANAY,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,6,1,7
PATACAMAYA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUNATA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA MONTES,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,5,4,9
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,3,2,6,4,10
MONTERO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUNATA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
ACHACACHI,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-09-01,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,4,1,5
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-09-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,3,2,11,4,15
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,3,5
MIZQUE,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,5
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,1,4
COCHABAMBA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,2,2,4,9,13
LA PAZ,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,3,2,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BERMEJO,sospecha diagnostica,trastorno nuerologico asociado al zika,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4
