,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,
CAMIRI,salud sexual y reproductiva,eclampsia,2015-01-01,5,0,5
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2015-01-01,2,0,2
EUCALIPTUS,salud sexual y reproductiva,eclampsia,2015-01-01,0,1,1
LA PAZ,salud sexual y reproductiva,eclampsia,2015-01-01,4,0,4
MONTERO,salud sexual y reproductiva,eclampsia,2015-01-01,2,0,2
OCURI,salud sexual y reproductiva,eclampsia,2015-01-01,0,1,1
ORURO,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
PUERTO GONZALO MORENO,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
SANTA ANA,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-01-01,9,5,14
SUCRE,salud sexual y reproductiva,eclampsia,2015-01-01,3,0,3
TACOBAMBA,salud sexual y reproductiva,eclampsia,2015-01-01,0,1,1
TARIJA,salud sexual y reproductiva,eclampsia,2015-01-01,0,2,2
TRINIDAD,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
WARNES,salud sexual y reproductiva,eclampsia,2015-01-01,1,0,1
CAMIRI,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
CARAPARI,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-02-01,3,0,3
LA PAZ,salud sexual y reproductiva,eclampsia,2015-02-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
PUERTO VILLARROEL,salud sexual y reproductiva,eclampsia,2015-02-01,2,0,2
RIBERALTA,salud sexual y reproductiva,eclampsia,2015-02-01,2,0,2
SAN BENITO,salud sexual y reproductiva,eclampsia,2015-02-01,1,0,1
SAN CARLOS,salud sexual y reproductiva,eclampsia,2015-02-01,1,1,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-02-01,6,3,9
SUCRE,salud sexual y reproductiva,eclampsia,2015-02-01,4,0,4
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
COROICO,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2015-03-01,3,1,4
LA PAZ,salud sexual y reproductiva,eclampsia,2015-03-01,3,0,3
MONTERO,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2015-03-01,5,0,5
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2015-03-01,1,1,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-03-01,14,3,17
SIPE SIPE,salud sexual y reproductiva,eclampsia,2015-03-01,0,1,1
SUCRE,salud sexual y reproductiva,eclampsia,2015-03-01,2,0,2
TRINIDAD,salud sexual y reproductiva,eclampsia,2015-03-01,2,0,2
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2015-03-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-04-01,3,0,3
EL ALTO,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
PUERTO GONZALO MORENO,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
REYES,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-04-01,9,5,14
SHINAOTA,salud sexual y reproductiva,eclampsia,2015-04-01,0,1,1
SUCRE,salud sexual y reproductiva,eclampsia,2015-04-01,2,0,2
TIQUIPAYA,salud sexual y reproductiva,eclampsia,2015-04-01,1,0,1
TRINIDAD,salud sexual y reproductiva,eclampsia,2015-04-01,2,1,3
CAMARGO,salud sexual y reproductiva,eclampsia,2015-05-01,1,0,1
CULPINA,salud sexual y reproductiva,eclampsia,2015-05-01,0,1,1
EL ALTO,salud sexual y reproductiva,eclampsia,2015-05-01,2,0,2
LA PAZ,salud sexual y reproductiva,eclampsia,2015-05-01,4,5,9
MONTEAGUDO,salud sexual y reproductiva,eclampsia,2015-05-01,0,1,1
MONTERO,salud sexual y reproductiva,eclampsia,2015-05-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2015-05-01,0,1,1
SACABA,salud sexual y reproductiva,eclampsia,2015-05-01,1,0,1
SAN CARLOS,salud sexual y reproductiva,eclampsia,2015-05-01,1,0,1
SAN IGNACIO,salud sexual y reproductiva,eclampsia,2015-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-05-01,9,6,15
SUCRE,salud sexual y reproductiva,eclampsia,2015-05-01,5,0,5
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2015-05-01,1,0,1
CAMIRI,salud sexual y reproductiva,eclampsia,2015-06-01,1,0,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2015-06-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-06-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2015-06-01,10,0,10
MONTERO,salud sexual y reproductiva,eclampsia,2015-06-01,1,0,1
PUERTO SUAREZ,salud sexual y reproductiva,eclampsia,2015-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2015-06-01,1,0,1
SACABA,salud sexual y reproductiva,eclampsia,2015-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-06-01,8,3,11
SUCRE,salud sexual y reproductiva,eclampsia,2015-06-01,7,1,8
TOTORA(ORR),salud sexual y reproductiva,eclampsia,2015-06-01,0,1,1
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2015-06-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-07-01,2,0,2
LA PAZ,salud sexual y reproductiva,eclampsia,2015-07-01,2,0,2
MONTERO,salud sexual y reproductiva,eclampsia,2015-07-01,1,0,1
ORURO,salud sexual y reproductiva,eclampsia,2015-07-01,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,eclampsia,2015-07-01,1,0,1
SAN JUAN DE YAPACANI,salud sexual y reproductiva,eclampsia,2015-07-01,0,6,6
SAN LUCAS,salud sexual y reproductiva,eclampsia,2015-07-01,0,1,1
SAN PEDRO,salud sexual y reproductiva,eclampsia,2015-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-07-01,4,7,11
SUCRE,salud sexual y reproductiva,eclampsia,2015-07-01,2,0,2
TRINIDAD,salud sexual y reproductiva,eclampsia,2015-07-01,1,0,1
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2015-07-01,0,1,1
WARNES,salud sexual y reproductiva,eclampsia,2015-07-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-08-01,1,0,1
HUANUNI,salud sexual y reproductiva,eclampsia,2015-08-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2015-08-01,1,4,5
MONTERO,salud sexual y reproductiva,eclampsia,2015-08-01,1,0,1
PAILON,salud sexual y reproductiva,eclampsia,2015-08-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2015-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-08-01,11,3,14
TRINIDAD,salud sexual y reproductiva,eclampsia,2015-08-01,1,0,1
VILLA TUNARI,salud sexual y reproductiva,eclampsia,2015-08-01,1,0,1
EL ALTO,salud sexual y reproductiva,eclampsia,2015-09-01,0,1,1
ORURO,salud sexual y reproductiva,eclampsia,2015-09-01,1,0,1
PUNATA,salud sexual y reproductiva,eclampsia,2015-09-01,4,0,4
RIBERALTA,salud sexual y reproductiva,eclampsia,2015-09-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-09-01,14,12,26
WARNES,salud sexual y reproductiva,eclampsia,2015-09-01,1,0,1
CHARAGUA,salud sexual y reproductiva,eclampsia,2015-10-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-10-01,0,1,1
EL ALTO,salud sexual y reproductiva,eclampsia,2015-10-01,1,0,1
GUAYARAMERIN,salud sexual y reproductiva,eclampsia,2015-10-01,1,0,1
LA PAZ,salud sexual y reproductiva,eclampsia,2015-10-01,1,0,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2015-10-01,4,0,4
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-10-01,5,9,14
TARIJA,salud sexual y reproductiva,eclampsia,2015-10-01,2,0,2
TRINIDAD,salud sexual y reproductiva,eclampsia,2015-10-01,3,0,3
WARNES,salud sexual y reproductiva,eclampsia,2015-10-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,eclampsia,2015-11-01,1,1,2
RAVELO,salud sexual y reproductiva,eclampsia,2015-11-01,1,0,1
SANTA ANA,salud sexual y reproductiva,eclampsia,2015-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-11-01,8,14,22
SUCRE,salud sexual y reproductiva,eclampsia,2015-11-01,3,0,3
TRINIDAD,salud sexual y reproductiva,eclampsia,2015-11-01,1,0,1
ESCOMA,salud sexual y reproductiva,eclampsia,2015-12-01,0,1,1
GUAYARAMERIN,salud sexual y reproductiva,eclampsia,2015-12-01,1,2,3
LA PAZ,salud sexual y reproductiva,eclampsia,2015-12-01,2,0,2
ORURO,salud sexual y reproductiva,eclampsia,2015-12-01,1,0,1
PUCARANI,salud sexual y reproductiva,eclampsia,2015-12-01,0,1,1
RIBERALTA,salud sexual y reproductiva,eclampsia,2015-12-01,1,0,1
SACACA,salud sexual y reproductiva,eclampsia,2015-12-01,1,0,1
SAN CARLOS,salud sexual y reproductiva,eclampsia,2015-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,eclampsia,2015-12-01,5,7,12
SUCRE,salud sexual y reproductiva,eclampsia,2015-12-01,3,0,3
TARIJA,salud sexual y reproductiva,eclampsia,2015-12-01,1,0,1
WARNES,salud sexual y reproductiva,eclampsia,2015-12-01,1,0,1
