,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,
BETANZOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,2,0,2
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,1,1,2
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,5,1,6
ESCOMA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,1,0,1
FERNANDEZ ALONSO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,4,0,4
LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,43,0,43
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,1,0,1
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,16,0,16
POCOATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,2,0,2
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,12,7,19
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,0,2,2
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,7,5,12
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-01-01,3,4,7
ACACIO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,13,0,13
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,1,0,1
ESCOMA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,0,3,3
LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,31,7,38
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,6,0,6
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,15,0,15
MOROCHATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,1,0,1
PUERTO GONZALO MORENO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,21,0,21
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,3,0,3
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,2,0,2
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,0,2,2
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,8,21,29
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-02-01,5,0,5
"CAIZA ""D""",salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,0,1,1
CAMIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,1,0,1
CLIZA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,2,0,2
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,32,0,32
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,2,2,4
GENERAL SAAVEDRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,1,0,1
LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,47,0,47
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,0,1,1
MOJOCOYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,2,0,2
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,19,0,19
PAILON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,46,0,46
SAN CARLOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,0,4,4
SAN JOSE DE CHIQUITOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,4,0,4
SAN JULIAN,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,1,0,1
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,10,11,21
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,6,0,6
WARNES,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-03-01,11,0,11
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,0,1,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,1,0,1
LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,16,11,27
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,2,0,2
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,7,0,7
POCOATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,1,0,1
POTOSI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,19,0,19
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,6,0,6
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,9,0,9
VILLA TUNARI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,2,0,2
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,3,0,3
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,5,0,5
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,1,0,1
HUANUNI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,2,0,2
LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,91,0,91
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,20,0,20
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,3,0,3
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,15,0,15
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,17,0,17
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,1,0,1
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,2,0,2
SAN LUCAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,4,0,4
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,2,0,2
TIQUIPAYA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-05-01,0,1,1
CAMIRI,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,4,0,4
CHALLAPATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,1,0,1
CONCEPCION,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,5,1,6
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,3,0,3
LA GUARDIA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,59,0,59
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,1,1,2
MIZQUE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,2,0,2
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,1,0,1
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,9,0,9
MORO MORO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,0,1,1
MOROCHATA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,0,1,1
PADILLA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,46,0,46
SACABA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,0,1,1
SANTA ANA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,26,1,27
SANTIAGO DE MACHACA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,0,1,1
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-06-01,3,0,3
CAMARGO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,1,0,1
COCHABAMBA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,9,2,11
COMARAPA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,14,10,24
FERNANDEZ ALONSO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,1,0,1
MONTEAGUDO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,0,2,2
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,6,0,6
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,28,0,28
SAN LORENZO(TJA),salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,1,0,1
SAN LUCAS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,64,0,64
SUCRE,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,4,0,4
TARABUCO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,0,1,1
TARIJA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,2,0,2
TRINIDAD,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-07-01,2,0,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,1,0,1
EL ALTO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,9,0,9
EL TORNO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,3,0,3
LA PAZ,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,1,0,1
MONTERO,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,9,0,9
PADILLA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,3,0,3
PAILON,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,1,0,1
RIBERALTA,salud sexual y reproductiva,gestantes y puerperas con sepsis,2015-08-01,29,0,29
