municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
ACHACACHI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,10,0.0,4,0.0,15,,
ACHOCALLA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,2,0.0,2,0.0,4,,
AIQUILE,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,2,0.0,3,0.0,5,,
ALCALA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,3,0.0,3,0.0,6,,
ANCORAIMES,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,3,0.0,3,0.0,6,,
ANZALDO,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,0,0.0,1,,1,,
APOLO,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,,0,0.0,1,,
ARAMPAMPA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,2,0.0,0,0.0,3,,
ARANI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,,0,0.0,1,,
ARBIETO,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,5,0.0,2,0.0,7,,
ARQUE,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
ASCENCION DE GUARAYOS,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,2,0.0,12,0.0,2,0.0,16,,
ATOCHA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,8,,0,0.0,8,,
AUCAPATA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,2,,0,0.0,2,,
AYATA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,2,,0,0.0,2,,
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,2,0.0,9,0.0,5,0.0,16,,
AZURDUY,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,4,0.0,4,0.0,9,,
BATALLAS,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,4,,0,0.0,4,,
BAURES,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,2,0.0,1,0.0,3,,
BELLA FLOR,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,2,,0,0.0,2,,
BERMEJO,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,4,0.0,27,0.0,4,0.0,35,,
BETANZOS,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,3,0.0,2,0.0,6,,
BOLIVAR,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,0.0,2,0.0,3,,
BOYUIBE,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,,0,0.0,0,0.0,1,,
BUENA VISTA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,3,0.0,20,0.0,3,0.0,26,,
CABEZAS,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,3,0.0,9,0.0,6,0.0,18,,
CAIROMA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,,0,0.0,0,0.0,1,,
"CAIZA ""D""",tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,,0,0.0,1,,
CAJUATA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,1,0.0,0,0.0,5,0.0,2,0.0,8,,
CAMARGO,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,5,0.0,5,0.0,10,,
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,4,0.0,1,0.0,5,,
CAMIRI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,22,0,30,0.0,36,0.0,59,0.0,14,0.0,161,,
CAPINOTA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,8,0.0,4,0.0,12,,
CAQUIAVIRI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,4,,0,0.0,4,,
CARACOLLO,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,2,0.0,8,0.0,1,0.0,11,,
CARANAVI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,5,0.0,8,0.0,56,0.0,4,0.0,73,,
CARAPARI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,2,0.0,12,0.0,2,0.0,16,,
CHALLAPATA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,4,,0,0.0,4,,
CHAQUI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,0.0,3,0.0,4,,
CHARAGUA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,2,0.0,13,0.0,2,0.0,17,,
CHAYANTA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,7,0.0,3,0.0,10,,
CHIMORE,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,1,0.0,0,0.0,25,0.0,6,0.0,32,,
CHIPAYA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,0,0.0,1,,1,,
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,1,0.0,5,0.0,57,0.0,27,0.0,90,,
CHUMA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,,0,0.0,1,,
CLIZA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,1,0.0,0,0.0,2,0.0,2,0.0,5,,
COBIJA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,6,0.0,32,0.0,8,0.0,46,,
COCHABAMBA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,2,0.0,6,0.0,194,0.0,42,0.0,244,,
COLCAPIRHUA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,3,0.0,17,0.0,2,0.0,22,,
"COLCHA ""K""",tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,,0,0.0,1,,
COLLANA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,,0,0.0,1,,
COLOMI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,5,0.0,2,0.0,8,,
COLPA BELGICA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,1,0.0,6,0.0,7,0.0,1,0.0,15,,
COLQUECHACA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,7,0.0,3,0.0,11,,
COLQUENCHA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,0.0,1,0.0,2,,
COLQUIRI,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,14,0.0,1,0.0,16,,
COMANCHE,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,0,0.0,1,,0,0.0,1,,
COMARAPA,tuberculosis y lepra,sintomatico respiratorio,2005-01-01,0,0,0,0.0,1,0.0,5,0.0,7,0.0,13,,
