municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
CABEZAS,tuberculosis y lepra,lepra *,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,3.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
SAN IGNACIO,tuberculosis y lepra,lepra *,2005-01-01,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,,
COBIJA,tuberculosis y lepra,lepra *,2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,3.0,,
ENTRE RIOS,tuberculosis y lepra,lepra *,2005-03-01,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-03-01,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,
TIQUIPAYA,tuberculosis y lepra,lepra *,2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,
LAGUNILLAS,tuberculosis y lepra,lepra *,2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,,
RIBERALTA,tuberculosis y lepra,lepra *,2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-06-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,,
TARIJA,tuberculosis y lepra,lepra *,2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
VALLEGRANDE,tuberculosis y lepra,lepra *,2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,
CARAPARI,tuberculosis y lepra,lepra *,2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,4.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-07-01,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,,
ROBORE,tuberculosis y lepra,lepra *,2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-08-01,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,,
VILLA MONTES,tuberculosis y lepra,lepra *,2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,2.0,,
EL TORNO,tuberculosis y lepra,lepra *,2005-09-01,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,6.0,,
MONTEAGUDO,tuberculosis y lepra,lepra *,2005-09-01,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,
LAGUNILLAS,tuberculosis y lepra,lepra *,2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
ZUDAÑEZ,tuberculosis y lepra,lepra *,2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
PORTACHUELO,tuberculosis y lepra,lepra *,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
RIBERALTA,tuberculosis y lepra,lepra *,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
