,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
EL TORNO,tuberculosis y lepra,lepra multibacilar *,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar *,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARIJA,tuberculosis y lepra,lepra multibacilar *,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCHABAMBA,tuberculosis y lepra,lepra multibacilar *,2011-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EL TORNO,tuberculosis y lepra,lepra multibacilar *,2011-02-01,0,0,0,1,1,0,0,0,6,3,1,0,8,4,12
PUERTO VILLARROEL,tuberculosis y lepra,lepra multibacilar *,2011-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,tuberculosis y lepra,lepra multibacilar *,2011-02-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar *,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL TORNO,tuberculosis y lepra,lepra multibacilar *,2011-03-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar *,2011-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,tuberculosis y lepra,lepra multibacilar *,2011-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL TORNO,tuberculosis y lepra,lepra multibacilar *,2011-04-01,0,0,0,0,0,0,0,0,3,0,2,0,5,0,5
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar *,2011-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL TORNO,tuberculosis y lepra,lepra multibacilar *,2011-05-01,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3
MONTEAGUDO,tuberculosis y lepra,lepra multibacilar *,2011-05-01,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar *,2011-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA,tuberculosis y lepra,lepra multibacilar *,2011-05-01,0,0,0,0,0,0,0,1,2,0,0,0,2,1,3
EL TORNO,tuberculosis y lepra,lepra multibacilar *,2011-06-01,0,0,0,0,0,0,0,0,4,1,1,1,5,2,7
RURRENABAQUE,tuberculosis y lepra,lepra multibacilar *,2011-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,lepra multibacilar *,2011-06-01,1,1,7,7,10,10,18,4,32,18,4,12,72,52,124
