,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CARANAVI,mortalidad materna,muerte materna notificada,2019-01-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2019-01-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2019-01-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2019-01-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna notificada,2019-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-01-01,0,1,1
TINGUIPAYA,mortalidad materna,muerte materna notificada,2019-01-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2019-02-01,1,0,1
COLQUECHACA,mortalidad materna,muerte materna notificada,2019-02-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2019-02-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2019-02-01,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-02-01,1,0,1
TINGUIPAYA,mortalidad materna,muerte materna notificada,2019-02-01,0,1,1
CAPINOTA,mortalidad materna,muerte materna notificada,2019-03-01,0,1,1
CORIPATA,mortalidad materna,muerte materna notificada,2019-03-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2019-03-01,2,1,3
EL VILLAR,mortalidad materna,muerte materna notificada,2019-03-01,1,0,1
JESUS DE MACHACA,mortalidad materna,muerte materna notificada,2019-03-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2019-03-01,1,0,1
COBIJA,mortalidad materna,muerte materna notificada,2019-04-01,2,0,2
EL ALTO,mortalidad materna,muerte materna notificada,2019-04-01,1,0,1
INCAHUASI,mortalidad materna,muerte materna notificada,2019-04-01,0,1,1
PUNA,mortalidad materna,muerte materna notificada,2019-04-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna notificada,2019-04-01,1,0,1
RURRENABAQUE,mortalidad materna,muerte materna notificada,2019-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-04-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2019-04-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2019-05-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2019-05-01,3,0,3
ENTRE RIOS CBBA,mortalidad materna,muerte materna notificada,2019-05-01,1,0,1
IXIAMAS,mortalidad materna,muerte materna notificada,2019-05-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2019-05-01,1,1,2
MOROCHATA,mortalidad materna,muerte materna notificada,2019-05-01,0,1,1
ORURO,mortalidad materna,muerte materna notificada,2019-05-01,1,0,1
RIBERALTA,mortalidad materna,muerte materna notificada,2019-05-01,0,1,1
SAN BUENA VENTURA,mortalidad materna,muerte materna notificada,2019-05-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2019-05-01,1,0,1
ANCORAIMES,mortalidad materna,muerte materna notificada,2019-06-01,0,1,1
APOLO,mortalidad materna,muerte materna notificada,2019-06-01,1,0,1
CAIROMA,mortalidad materna,muerte materna notificada,2019-06-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2019-06-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2019-06-01,1,1,2
LA PAZ,mortalidad materna,muerte materna notificada,2019-06-01,1,0,1
POJO (CBBA),mortalidad materna,muerte materna notificada,2019-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-06-01,1,0,1
TIQUIPAYA,mortalidad materna,muerte materna notificada,2019-06-01,0,1,1
CHIMORE,mortalidad materna,muerte materna notificada,2019-07-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2019-07-01,2,0,2
SAN LUCAS,mortalidad materna,muerte materna notificada,2019-07-01,0,1,1
SUCRE,mortalidad materna,muerte materna notificada,2019-07-01,0,1,1
TIRAQUE (CBBA),mortalidad materna,muerte materna notificada,2019-07-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna notificada,2019-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-08-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2019-08-01,0,1,1
TARIJA,mortalidad materna,muerte materna notificada,2019-08-01,1,0,1
TIAHUANACU,mortalidad materna,muerte materna notificada,2019-08-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad materna,muerte materna notificada,2019-08-01,1,0,1
CAIROMA,mortalidad materna,muerte materna notificada,2019-09-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2019-09-01,1,0,1
SACABA,mortalidad materna,muerte materna notificada,2019-09-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2019-09-01,1,0,1
VILLA TUNARI,mortalidad materna,muerte materna notificada,2019-09-01,1,0,1
ASCENCION DE GUARAYOS,mortalidad materna,muerte materna notificada,2019-10-01,0,1,1
AUCAPATA,mortalidad materna,muerte materna notificada,2019-10-01,0,1,1
COBIJA,mortalidad materna,muerte materna notificada,2019-10-01,1,0,1
COLQUIRI,mortalidad materna,muerte materna notificada,2019-10-01,0,1,1
CULPINA,mortalidad materna,muerte materna notificada,2019-10-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2019-10-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2019-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-10-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2019-10-01,0,1,1
TORO TORO,mortalidad materna,muerte materna notificada,2019-10-01,0,1,1
IXIAMAS,mortalidad materna,muerte materna notificada,2019-11-01,0,1,1
PUERTO VILLARROEL,mortalidad materna,muerte materna notificada,2019-11-01,1,0,1
SAN BORJA,mortalidad materna,muerte materna notificada,2019-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-11-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2019-11-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2019-11-01,1,0,1
VILLA CHARCAS,mortalidad materna,muerte materna notificada,2019-11-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2019-12-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2019-12-01,1,0,1
ORURO,mortalidad materna,muerte materna notificada,2019-12-01,0,1,1
RIBERALTA,mortalidad materna,muerte materna notificada,2019-12-01,1,0,1
SAN JAVIER(STC),mortalidad materna,muerte materna notificada,2019-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2019-12-01,2,0,2
SOPACHUY,mortalidad materna,muerte materna notificada,2019-12-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2019-12-01,0,1,1
TACOPAYA,mortalidad materna,muerte materna notificada,2019-12-01,0,1,1
TARIJA,mortalidad materna,muerte materna notificada,2019-12-01,1,0,1
TUPIZA,mortalidad materna,muerte materna notificada,2019-12-01,1,0,1
