municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
BOYUIBE,sospecha diagnostica,influenza aviar - pandemica,2009-01-01,0.0,0.0,0.0,0.0,1.0,1.0,2.0
PUERTO QUIJARRO,sospecha diagnostica,influenza aviar - pandemica,2009-02-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN CARLOS,sospecha diagnostica,influenza aviar - pandemica,2009-02-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza aviar - pandemica,2009-02-01,0.0,9.0,5.0,0.0,0.0,0.0,14.0
LAGUNILLAS,sospecha diagnostica,influenza aviar - pandemica,2009-04-01,0.0,0.0,0.0,0.0,2.0,3.0,5.0
MONTERO,sospecha diagnostica,influenza aviar - pandemica,2009-04-01,0.0,0.0,0.0,3.0,2.0,1.0,6.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza aviar - pandemica,2009-04-01,9.0,4.0,0.0,2.0,9.0,1.0,25.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza aviar - pandemica,2009-05-01,1.0,1.0,1.0,4.0,23.0,3.0,33.0
CAMIRI,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,1.0,2.0,0.0,3.0
COTOCA,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,2.0,2.0,0.0,4.0
EL TORNO,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,4.0,0.0,0.0,3.0,0.0,7.0
LA GUARDIA,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MONTERO,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,12.0,3.0,0.0,15.0
PAILON,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PORONGO,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
PORTACHUELO,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,1.0,0.0,2.0,0.0,0.0,3.0
POTOSI,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,0.0,6.0,0.0,6.0
PUERTO SUAREZ,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
PUNA,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,0.0,2.0,0.0,2.0
SAN CARLOS,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,1.0,1.0,0.0,2.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,27.0,62.0,64.0,231.0,461.0,32.0,877.0
TUPIZA,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
UYUNI,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
VILLAZON,sospecha diagnostica,influenza aviar - pandemica,2009-06-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
