municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
EL TORNO,sospecha diagnostica,rabia humana,2009-01-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2009-02-01,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2009-04-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2009-05-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCRE,sospecha diagnostica,rabia humana,2009-08-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
TARIJA,sospecha diagnostica,rabia humana,2009-09-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
TARVITA,sospecha diagnostica,rabia humana,2009-09-01,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SABAYA,sospecha diagnostica,rabia humana,2009-12-01,0.0,0.0,0.0,1.0,0.0,0.0,1.0
