municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 9 años,10 a 20 años,21 a 59 años,60 y más,TOTAL
ARANI,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,1,3,0,4
ASCENCION DE GUARAYOS,sospecha diagnostica,dengue clasico,2009-01-01,2,10,5,10,25,7,59
BAURES,sospecha diagnostica,dengue clasico,2009-01-01,0,1,0,0,0,0,1
BERMEJO,sospecha diagnostica,dengue clasico,2009-01-01,0,0,3,10,19,1,33
BOYUIBE,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,3,3,0,6
BUENA VISTA,sospecha diagnostica,dengue clasico,2009-01-01,0,0,2,5,14,1,22
CABEZAS,sospecha diagnostica,dengue clasico,2009-01-01,0,0,1,8,12,1,22
CAMIRI,sospecha diagnostica,dengue clasico,2009-01-01,1,4,16,42,38,9,110
CAPINOTA,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,0,2,0,2
CARANAVI,sospecha diagnostica,dengue clasico,2009-01-01,0,3,3,7,18,0,31
CARAPARI,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,4,2,0,6
CHARAGUA,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,0,2,0,2
CHIMORE,sospecha diagnostica,dengue clasico,2009-01-01,15,26,31,105,184,18,379
COBIJA,sospecha diagnostica,dengue clasico,2009-01-01,2,25,23,60,107,5,222
COCHABAMBA,sospecha diagnostica,dengue clasico,2009-01-01,0,5,12,60,162,6,245
COLOMI,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,2,4,0,6
COLPA BELGICA,sospecha diagnostica,dengue clasico,2009-01-01,0,0,1,5,5,0,11
CONCEPCION,sospecha diagnostica,dengue clasico,2009-01-01,0,2,4,3,21,3,33
COROICO,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,1,0,0,1
COTOCA,sospecha diagnostica,dengue clasico,2009-01-01,0,4,2,4,16,0,26
CUATRO CAÑADAS,sospecha diagnostica,dengue clasico,2009-01-01,1,2,0,12,12,1,28
EL PUENTE(STC),sospecha diagnostica,dengue clasico,2009-01-01,0,4,4,8,28,3,47
EL TORNO,sospecha diagnostica,dengue clasico,2009-01-01,3,7,8,32,50,3,103
ENTRE RIOS,sospecha diagnostica,dengue clasico,2009-01-01,0,0,1,1,7,0,9
ENTRE RIOS,sospecha diagnostica,dengue clasico,2009-01-01,6,5,10,70,165,12,268
EUREKA (SANTOS MERCADO),sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,0,1,0,1
FERNANDEZ ALONSO,sospecha diagnostica,dengue clasico,2009-01-01,0,3,7,7,19,4,40
FILADELFIA,sospecha diagnostica,dengue clasico,2009-01-01,0,1,0,5,8,0,14
GENERAL SAAVEDRA,sospecha diagnostica,dengue clasico,2009-01-01,1,15,18,18,24,5,81
GUANAY,sospecha diagnostica,dengue clasico,2009-01-01,0,0,1,5,6,0,12
GUAYARAMERIN,sospecha diagnostica,dengue clasico,2009-01-01,4,9,19,43,131,76,282
GUTIERREZ,sospecha diagnostica,dengue clasico,2009-01-01,0,1,5,9,16,3,34
INGAVI (HUMAITA),sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,1,1,0,2
IRUPANA (VILLA DE LANZA),sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,1,2,0,3
IXIAMAS,sospecha diagnostica,dengue clasico,2009-01-01,0,1,0,1,10,2,14
LA GUARDIA,sospecha diagnostica,dengue clasico,2009-01-01,1,19,20,21,28,2,91
LA PAZ,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,2,55,2,59
MACHARETI,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,2,3,0,5
MAIRANA,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,1,0,0,1
MAPIRI,sospecha diagnostica,dengue clasico,2009-01-01,0,0,0,0,3,0,3
MONTEAGUDO,sospecha diagnostica,dengue clasico,2009-01-01,1,2,2,11,29,5,50
