,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
CARANAVI,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,1,0,0,0,1,1
OCURI,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,1,0,0,0,1,0,1
PATACAMAYA,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,0,0,1,0,1,1
SACABA,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,0,0,1,0,1,1
VILLA TUNARI,mortalidad,muerte  menor de 5 anos por diarrea,2013-01-01,0,0,1,0,1,0,1
APOLO,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,0,0,1,0,1,0,1
MOROCHATA,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,0,1,0,1,0,2,2
SACABA,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,0,1,0,0,0,1,1
TOMAVE,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,0,1,0,0,0,1,1
UYUNI,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,1,0,0,0,1,0,1
VILLAZON,mortalidad,muerte  menor de 5 anos por diarrea,2013-02-01,1,0,0,0,1,0,1
EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2013-03-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad,muerte  menor de 5 anos por diarrea,2013-03-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,mortalidad,muerte  menor de 5 anos por diarrea,2013-03-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad,muerte  menor de 5 anos por diarrea,2013-03-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad,muerte  menor de 5 anos por diarrea,2013-03-01,0,0,1,0,1,0,1
YACUIBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-03-01,1,0,0,0,1,0,1
SAN BORJA,mortalidad,muerte  menor de 5 anos por diarrea,2013-04-01,1,0,0,0,1,0,1
SAN IGNACIO,mortalidad,muerte  menor de 5 anos por diarrea,2013-04-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte  menor de 5 anos por diarrea,2013-04-01,2,0,0,0,2,0,2
TRINIDAD,mortalidad,muerte  menor de 5 anos por diarrea,2013-04-01,0,1,0,0,0,1,1
APOLO,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,0,0,1,0,1,1
COLQUECHACA,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,0,2,0,2,0,2
GUANAY,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,1,0,0,0,1,1
QUILLACOLLO,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,0,1,0,1,0,1
SAN ANDRES DE MACHACA,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,1,0,0,0,1,1
VIACHA,mortalidad,muerte  menor de 5 anos por diarrea,2013-05-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,muerte  menor de 5 anos por diarrea,2013-06-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-06-01,1,0,0,0,1,0,1
EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2013-06-01,2,1,0,2,2,3,5
FERNANDEZ ALONSO,mortalidad,muerte  menor de 5 anos por diarrea,2013-06-01,0,0,2,0,2,0,2
HUANUNI,mortalidad,muerte  menor de 5 anos por diarrea,2013-06-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte  menor de 5 anos por diarrea,2013-06-01,0,0,0,1,0,1,1
SACABA,mortalidad,muerte  menor de 5 anos por diarrea,2013-06-01,0,1,0,1,0,2,2
ALTO BENI,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,0,1,0,1,0,1
CABEZAS,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,1,0,0,0,1,0,1
CHIMORE,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,0,1,1,1,1,2
COBIJA,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,1,0,0,0,1,0,1
COLOMI,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,0,2,0,2,0,2
IXIAMAS,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,1,0,1,0,2,0,2
LLALLAGUA,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,1,0,0,0,1,1
SACABA,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,1,0,4,0,5,0,5
SANTA CRUZ DE LA SIERRA,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,1,0,0,0,1,1
SHINAOTA,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,0,0,2,0,2,2
TINGUIPAYA,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,0,2,0,2,0,2
TOMINA,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,0,0,1,0,1,0,1
WARNES,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,1,0,1,0,2,0,2
YAPACANI,mortalidad,muerte  menor de 5 anos por diarrea,2013-07-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-08-01,2,0,0,0,2,0,2
COLOMI,mortalidad,muerte  menor de 5 anos por diarrea,2013-08-01,1,0,0,0,1,0,1
EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2013-08-01,0,0,2,0,2,0,2
PUERTO VILLARROEL,mortalidad,muerte  menor de 5 anos por diarrea,2013-08-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte  menor de 5 anos por diarrea,2013-08-01,0,1,0,0,0,1,1
YACUIBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-08-01,1,0,0,0,1,0,1
YUNCHARA,mortalidad,muerte  menor de 5 anos por diarrea,2013-08-01,0,0,1,0,1,0,1
COBIJA,mortalidad,muerte  menor de 5 anos por diarrea,2013-09-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-09-01,0,2,0,0,0,2,2
COLQUECHACA,mortalidad,muerte  menor de 5 anos por diarrea,2013-09-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,mortalidad,muerte  menor de 5 anos por diarrea,2013-09-01,0,0,0,1,0,1,1
GUANAY,mortalidad,muerte  menor de 5 anos por diarrea,2013-09-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte  menor de 5 anos por diarrea,2013-09-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad,muerte  menor de 5 anos por diarrea,2013-10-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-10-01,1,0,0,0,1,0,1
EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2013-10-01,0,0,0,1,0,1,1
PUERTO SUAREZ,mortalidad,muerte  menor de 5 anos por diarrea,2013-10-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte  menor de 5 anos por diarrea,2013-10-01,0,1,0,0,0,1,1
SACABA,mortalidad,muerte  menor de 5 anos por diarrea,2013-10-01,0,0,0,1,0,1,1
SUCRE,mortalidad,muerte  menor de 5 anos por diarrea,2013-10-01,0,0,0,1,0,1,1
COBIJA,mortalidad,muerte  menor de 5 anos por diarrea,2013-11-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-11-01,1,0,0,0,1,0,1
COLQUECHACA,mortalidad,muerte  menor de 5 anos por diarrea,2013-11-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte  menor de 5 anos por diarrea,2013-11-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte  menor de 5 anos por diarrea,2013-11-01,0,1,0,0,0,1,1
UNCIA,mortalidad,muerte  menor de 5 anos por diarrea,2013-11-01,0,0,1,0,1,0,1
UYUNI,mortalidad,muerte  menor de 5 anos por diarrea,2013-11-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte  menor de 5 anos por diarrea,2013-12-01,2,0,0,0,2,0,2
LA PAZ,mortalidad,muerte  menor de 5 anos por diarrea,2013-12-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte  menor de 5 anos por diarrea,2013-12-01,0,0,1,0,1,0,1
SACABA,mortalidad,muerte  menor de 5 anos por diarrea,2013-12-01,0,0,1,1,1,1,2
SAN MIGUEL DE VELASCO,mortalidad,muerte  menor de 5 anos por diarrea,2013-12-01,0,0,1,0,1,0,1
