,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,1,0,3,0,0,2,4,2,6
BERMEJO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,1,0,1,0,0,1,2,3,2,1,6,5,11
CHALLAPATA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,1,0,0,0,0,0,1,1,0,1,2,3
CHIMORE,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COBIJA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,1,1,0,5,5,0,0,6,6,12
COCHABAMBA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,1,0,0,1,1,2,2,3,0,1,0,0,4,7,11
COLCAPIRHUA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,11,17,23,24,13,15,3,10,9,0,59,66,125
CONCEPCION,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COROICO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,1,2,2,1,2,3,0,0,5,6,11
EUCALIPTUS,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
GUTIERREZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,1,3,0,3,4,0,0,6,5,11
LA PAZ,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,2,1,0,2,0,4,5,9,1,3,8,19,27
MONTERO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,2,2,3,4,4,2,3,3,2,0,14,11,25
ORURO,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),2012-01-01,0,0,0,0,0,0,2,4,2,4,1,1,5,9,14
