,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
APOLO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARANI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
ASCENCION DE GUARAYOS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
BETANZOS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CAMIRI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,1,6,1,0,0,6,2,8
CAQUIAVIRI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHALLAPATA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,3,1,0,0,1,1,4,5
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COBIJA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
COCHABAMBA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,4,2,1,1,12,8,11,12,1,0,29,23,52
COLCAPIRHUA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COMARAPA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CONCEPCION,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,1,1,3,0,0,1,2,1,0,0,0,3,6,9
COROICO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,2,2,0,0,0,2,2,4
CUATRO CAÑADAS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
DESAGUADERO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, etc.)",2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
