,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
BERMEJO,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,1,1,1,0,2,0,0,0,4,1,5
CAJUATA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CALAMARCA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CAMIRI,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
COBIJA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,1,0,1,0,0,1,0,0,0,1,2,3
COCHABAMBA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,6,3,0,0,10,5,7,3,0,0,23,11,34
EL ALTO,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,8,13,12,19,3,4,0,1,0,0,23,37,60
ENTRE RIOS,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,2,0,0,0,1,0,2,3,0,0,5,3,8
LA PAZ,inmunoprevenibles,hepatitis viral,2008-01-01,0,2,9,13,24,19,8,3,6,5,0,1,47,43,90
LLALLAGUA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
MAGDALENA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
MONTEAGUDO,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,2,3,0,0,0,0,0,0,0,3,2,5
MONTERO,inmunoprevenibles,hepatitis viral,2008-01-01,5,0,2,1,0,0,0,0,0,0,0,0,7,1,8
ORURO,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,2,2,2,0,1,5,2,5,1,1,8,13,21
PAILON,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PAMPA GRANDE,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,2,2,0,0,1,0,2,0,2,2,7,9
PUERTO SUAREZ,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,1,3,0,0,0,1,1,0,0,4,2,6
PUNATA,inmunoprevenibles,hepatitis viral,2008-01-01,1,1,1,2,0,0,0,0,0,0,0,1,2,4,6
SACABA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BUENA VENTURA,inmunoprevenibles,hepatitis viral,2008-01-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
