,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANDAMARCA,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AYO AYO,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BERMEJO,inmunoprevenibles,parotiditis,2008-01-01,0,0,1,0,1,0,2,2,0,0,0,0,4,2,6
BETANZOS,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CABEZAS,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"CAIZA ""D""",inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,2,1,1,1,0,0,3,2,5
CAJUATA,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,2,0,0,0,0,2,0,0,2,2,4
CALAMARCA,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAQUIAVIRI,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARAPARI,inmunoprevenibles,parotiditis,2008-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CARIPUYO,inmunoprevenibles,parotiditis,2008-01-01,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
COCHABAMBA,inmunoprevenibles,parotiditis,2008-01-01,1,0,5,6,1,4,19,11,7,25,0,0,33,46,79
COLCAPIRHUA,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
COLPA BELGICA,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CORIPATA,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
COTAGAITA,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
DESAGUADERO,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,inmunoprevenibles,parotiditis,2008-01-01,0,2,8,12,12,3,5,4,2,5,1,0,28,26,54
EL PUENTE(TJA),inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
ENTRE RIOS,inmunoprevenibles,parotiditis,2008-01-01,0,0,0,0,3,1,11,4,3,6,0,0,17,11,28
