,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
AIQUILE,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
ATOCHA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,1,0,0,1,1,2
AZURDUY,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,1,0,0,1,1,2
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,4,7,0,1,4,8,12
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,5,2,3,1,8,3,11
GUAYARAMERIN,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,14,5,0,1,14,6,20
LLALLAGUA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,5,1,0,0,5,1,6
PAMPA AULLAGAS,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
POJO (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,0,0,0,1,0,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,1,1,1,2,3
PUERTO VILLARROEL,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,0,0,0,1,0,1
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,0,0,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
RAVELO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,2,0,2,0,2
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,0,0,0,1,0,1
RURRENABAQUE,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,0,0,0,1,0,1
SAMAIPATA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
SAN PEDRO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,10,8,0,0,10,8,18
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,3,1,0,0,3,1,4
TAPACARI,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
TARABUCO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,2,0,0,0,2,0,2
TORO TORO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,2,0,0,0,2,0,2
UYUNI,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
VALLEGRANDE,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,1,0,0,0,1,0,1
VILA VILA,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
VILLAZON,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,1,0,0,0,1,1
YACO,mortalidad institucional,muerte rn menor de 7 dias,2008-01-01,0,0,0,1,0,1,1
AIQUILE,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,1,0,0,0,1,1
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,1,1,1,0,2,1,3
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,1,0,1,0,1
CHAYANTA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,1,0,0,0,1,1
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,2,0,0,0,2,0,2
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,9,10,0,0,9,10,19
COTOCA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,1,0,1,0,1
CULPINA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,4,2,1,2,5,4,9
EL TORNO,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,1,0,0,0,1,1
IXIAMAS,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,11,9,0,0,11,9,20
MIZQUE,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,1,0,0,0,1,0,1
MOJOCOYA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,3,0,0,0,3,0,3
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,3,0,0,0,3,0,3
PUERTO SUAREZ,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,1,0,0,0,1,0,1
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,1,0,0,0,1,1
REYES,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,1,1,0,0,1,1,2
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,2,1,0,0,2,1,3
ROBORE,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,4,0,0,0,4,0,4
SANTA ANA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,9,3,0,0,9,3,12
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,3,1,0,0,3,1,4
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,2,3,0,1,2,4,6
TARVITA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,1,0,1,0,1
TIQUIPAYA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,1,0,1,0,1
TORO TORO,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,3,2,0,0,3,2,5
VILA VILA,mortalidad institucional,muerte rn menor de 7 dias,2008-02-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,1,0,0,1,1,1,2
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,2,0,0,0,2,2
CARACOLLO,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,1,0,2,2
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,6,8,0,0,6,8,14
COMARAPA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,0,0,1,1
COTOCA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,7,2,0,0,7,2,9
ENTRE RIOS,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,1,0,0,0,1,0,1
JESUS DE MACHACA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,4,6,0,0,4,6,10
LLALLAGUA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,0,0,1,1
MAIRANA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,1,0,0,0,1,0,1
MONTEAGUDO,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,6,1,0,0,6,1,7
PALOS BLANCOS,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,0,1,0,1,0,1
POCONA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,3,1,0,0,3,1,4
PUNATA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,1,0,0,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,0,1,1,1,1,2
RAVELO,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,0,0,2,0,2,2
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,3,1,0,0,3,1,4
SAN BUENA VENTURA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,0,0,1,1
SAN MATIAS,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,0,0,1,1
SANTA ANA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,4,4,0,0,4,4,8
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,2,4,0,0,2,4,6
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,1,0,0,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,1,0,0,0,1,0,1
YACUIBA,mortalidad institucional,muerte rn menor de 7 dias,2008-03-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,1,0,0,0,1,1
CAIROMA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,0,1,0,1,1
CALACOTO,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,1,1,1,2
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,5,6,0,0,5,6,11
COLQUENCHA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,0,2,0,2,2
CONCEPCION,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,4,5,0,0,4,5,9
GUAYARAMERIN,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,3,1,0,0,3,1,4
LA PAZ,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,13,4,0,0,13,4,17
LAGUNILLAS,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
LLALLAGUA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,1,1,1,2,2,3,5
MAGDALENA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,1,0,0,0,1,0,1
MOJINETE,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,0,1,0,1,1
MONTERO,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,2,1,0,0,2,1,3
PASORAPA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
POCOATA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,0,1,0,1,1
PORCO,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,1,0,0,0,1,1
PUERTO SUAREZ,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,1,0,0,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,2,0,0,0,2,0,2
RURRENABAQUE,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,1,0,0,0,1,0,1
SACACA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,7,6,0,0,7,6,13
SANTA ROSA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,1,0,0,0,1,0,1
SUCRE,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,3,3,0,0,3,3,6
TACOPAYA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,1,1,1,2
TARIJA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,5,0,0,0,5,0,5
TIRAQUE (CBBA),mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,1,0,0,0,1,1
VILLA MONTES,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,2,0,0,0,2,2
VILLA TUNARI,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,1,0,0,0,1,0,1
YACUIBA,mortalidad institucional,muerte rn menor de 7 dias,2008-04-01,0,1,0,0,0,1,1
ANDAMARCA,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,0,0,0,2,0,2,2
ANZALDO,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,0,0,1,0,1,0,1
AYATA,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,0,0,1,1,1,1,2
CAMIRI,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,1,0,0,0,1,0,1
CARACOLLO,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,0,0,1,1,1,1,2
CARIPUYO,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte rn menor de 7 dias,2008-05-01,3,8,0,0,3,8,11
