,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACHACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,1,0,0,0,1,1
AYO AYO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,0,0,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,3,0,0,1,3,4
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,0,0,1,1,1,2
COBIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,0,0,1,1,1,2
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,7,3,8,5,15,8,23
EL CHORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,2,0,2,2
EL PUENTE(STC),mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,1,0,1,0,1
GUTIERREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,2,1,2,1,3
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,23,15,2,3,25,18,43
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,1,0,1,0,1
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,0,2,0,3,0,3
POCONA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,2,0,0,1,2,3
PUERTO ACOSTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,2,0,2,0,2
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,1,0,1,1
SABAYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,1,0,1,0,1
SACACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,4,0,0,0,4,4
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,1,0,0,1,1,2
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,6,5,0,1,6,6,12
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,3,2,1,1,4,3,7
TIRAQUE (CBBA),mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,0,0,0,1,0,1
TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,1,0,0,0,1,1
YACO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-01-01,1,1,0,0,1,1,2
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,2,1,1,0,3,1,4
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,1,1,1,2
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,2,1,0,1,2,3
COPACABANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,5,6,2,3,7,9,16
EL PUENTE(STC),mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,1,1,1,2
FERNANDEZ ALONSO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
IXIAMAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,15,10,1,0,16,10,26
LAGUNILLAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,4,2,0,0,4,2,6
PUERTO PEREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,0,1,0,1,1
QUILLACOLLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,1,1,1,2
SABAYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,5,0,1,0,6,0,6
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,5,1,0,0,5,1,6
SORATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,7,2,0,0,7,2,9
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,1,0,1,0,2,2
TORO TORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,1,0,0,0,1,0,1
YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-02-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,2,1,0,1,2,3
CATACORA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,2,0,0,0,2,0,2
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,11,2,1,3,12,5,17
EL TORNO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,2,1,2,3
GUTIERREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,0,1,0,1
JESUS DE MACHACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,0,2,0,2,2
LA ASUNTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,9,8,1,0,10,8,18
MOCOMOCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,0,1,0,1
MOROCHATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,0,1,0,1
PADILLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,1,0,0,0,1,0,1
PALOS BLANCOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,5,2,0,0,5,2,7
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,1,0,0,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,2,0,0,0,2,0,2
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,1,1,0,0,1,1,2
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,2,7,0,0,2,7,9
TEOPONTE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,1,1,1,2
TIPUANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,1,0,0,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,1,1,0,0,1,1,2
VILLAZON,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-03-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,1,0,0,0,1,1
AZURDUY,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,1,1,1,2
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,2,0,2,0,2
BOYUIBE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
CAIROMA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,1,0,1,1
CALACOTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,2,1,2,3
CHAQUI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,2,0,1,0,3,0,3
COLOMI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,1,0,1,1
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,2,0,2,2
COMANCHE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,2,1,2,1,3
COMARAPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
COPACABANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,1,0,1,1
CULPINA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,6,8,4,2,10,10,20
GENERAL SAAVEDRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,1,0,0,0,1,1
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,17,10,0,2,17,12,29
MONTERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,2,0,2,0,2
OCURI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
PELECHUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
PORCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,1,5,0,0,1,5,6
PUCARANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,2,0,0,0,2,0,2
SANTA ANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,3,4,0,0,3,4,7
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,4,5,0,0,4,5,9
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,6,2,1,1,7,3,10
VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,2,1,0,1,2,3
VILLAZON,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,1,0,1,1
VITICHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-04-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,2,0,2,0,2
ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,1,0,0,0,1,0,1
AYATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,1,0,1,0,1
AYO AYO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,2,1,2,1,3
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,1,0,1,0,1
CHIMORE,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,1,0,1,0,1
COBIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,2,0,1,0,3,0,3
COMARAPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,4,4,4,2,8,6,14
ENTRE RIOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,1,0,2,0,3,3
GENERAL SAAVEDRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,8,10,1,0,9,10,19
MAIRANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,1,0,0,0,1,1
MINEROS,mortalidad institucional,muerte menor de 5 anos por otras causas,2008-05-01,0,0,1,0,1,0,1
