,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACHACACHI,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,1,0,1,1
ANDAMARCA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
AYO AYO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,0,0,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,3,0,0,1,3,4
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,1,0,0,0,1,1
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,1,0,1,1,2,3
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,3,8,1,1,4,9,13
COLOMI,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,7,3,7,5,14,8,22
GUTIERREZ,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
HUANUNI,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2008-01-01,22,16,3,2,25,18,43
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,1,1,1,2
MOROCHATA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,7,7,0,0,7,7,14
PAILON,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,1,0,0,1,1,2
QUILLACOLLO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,0,0,0,1,0,1
RAVELO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
RURRENABAQUE,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,1,0,0,0,1,1
SAN JOAQUIN,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,4,3,0,0,4,3,7
SOPACHUY,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2008-01-01,6,3,0,0,6,3,9
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,2,1,1,0,3,1,4
TORO TORO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
TUPIZA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,1,0,1,0,1
UYUNI,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,2,0,2,2
VILLAZON,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,0,0,0,1,0,1
YACO,mortalidad institucional,muerte menor de 1 ano,2008-01-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,muerte menor de 1 ano,2008-01-01,1,0,0,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,0,1,0,1
CABEZAS,mortalidad institucional,muerte menor de 1 ano,2008-02-01,1,0,0,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 1 ano,2008-02-01,2,1,1,0,3,1,4
CAPINOTA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,1,0,0,0,1,1
COLPA BELGICA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,0,1,0,1
COPACABANA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,0,1,0,1
CULPINA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2008-02-01,4,7,2,3,6,10,16
IXIAMAS,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,1,0,0,0,1,1
LA GUARDIA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,2,0,2,0,2
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2008-02-01,16,9,1,0,17,9,26
LLICA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,0,1,0,1
MIZQUE,mortalidad institucional,muerte menor de 1 ano,2008-02-01,1,0,0,0,1,0,1
MONTERO,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,0,2,0,2,2
ORURO,mortalidad institucional,muerte menor de 1 ano,2008-02-01,6,1,0,0,6,1,7
PAILON,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,2,0,0,0,2,2
POCONA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2008-02-01,4,0,0,0,4,0,4
SAN CARLOS,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2008-02-01,5,1,0,0,5,1,6
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,6,3,0,0,6,3,9
SORATA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2008-02-01,6,1,0,0,6,1,7
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,3,1,3,1,4
TARIJA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,1,2,0,1,1,3,4
TARVITA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,0,0,1,0,1,1
TODOS SANTOS,mortalidad institucional,muerte menor de 1 ano,2008-02-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad institucional,muerte menor de 1 ano,2008-02-01,1,0,0,0,1,0,1
YACUIBA,mortalidad institucional,muerte menor de 1 ano,2008-02-01,1,0,0,0,1,0,1
ACACIO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
ANDAMARCA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,2,1,0,1,2,3
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
CATACORA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,1,2,0,1,1,3,4
CORQUE,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,10,2,1,5,11,7,18
JESUS DE MACHACA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
LA ASUNTA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2008-03-01,8,9,0,0,8,9,17
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,1,1,1,2
MOCOMOCO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
OCURI,mortalidad institucional,muerte menor de 1 ano,2008-03-01,1,1,0,0,1,1,2
ORURO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,9,2,1,1,10,3,13
PADILLA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,1,0,0,0,1,0,1
PALOS BLANCOS,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
PAMPA GRANDE,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
PAZÑA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2008-03-01,3,2,0,0,3,2,5
PRESTO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,2,0,2,2
QUILLACOLLO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2008-03-01,2,0,0,0,2,0,2
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,3,1,1,0,4,1,5
SANTA ROSA DEL SARA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2008-03-01,2,7,0,0,2,7,9
TARVITA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,1,0,0,0,1,0,1
TEOPONTE,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
TIPUANI,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
UYUNI,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,3,1,3,1,4
VALLEGRANDE,mortalidad institucional,muerte menor de 1 ano,2008-03-01,1,0,0,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte menor de 1 ano,2008-03-01,1,1,0,0,1,1,2
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
YACUIBA,mortalidad institucional,muerte menor de 1 ano,2008-03-01,0,0,0,1,0,1,1
AZURDUY,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,2,0,2,0,2
BOYUIBE,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
CAIROMA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
CALACOTO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
CAMARGO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,1,0,0,0,1,1
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,2,1,2,3
CHAQUI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,5,5,1,0,6,5,11
COLQUENCHA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,2,0,2,2
COMANCHE,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,1,1,1,2
COMARAPA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,1,0,0,0,1,0,1
COPACABANA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
CULPINA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
CURAHUARA DE CARANGAS,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,6,7,3,2,9,9,18
GUAYARAMERIN,mortalidad institucional,muerte menor de 1 ano,2008-04-01,1,1,0,0,1,1,2
HUAYLLAMARCA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2008-04-01,17,9,0,2,17,11,28
LLALLAGUA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,4,0,4,0,4
MONTERO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,2,0,0,0,2,2
OCURI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,5,1,0,0,5,1,6
PORCO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,1,3,1,0,2,3,5
PUCARANI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
PUERTO RICO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,2,0,0,0,2,0,2
PUERTO SUAREZ,mortalidad institucional,muerte menor de 1 ano,2008-04-01,1,1,0,0,1,1,2
PUNA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,2,0,2,2
PUNATA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,1,0,0,0,1,0,1
ROBORE,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,1,0,0,0,1,1
RURRENABAQUE,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2008-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,5,3,0,1,5,4,9
SOPACHUY,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte menor de 1 ano,2008-04-01,4,5,0,0,4,5,9
TARIJA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,6,0,1,1,7,1,8
TIRAQUE (CBBA),mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
TUPIZA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
UNCIA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,1,1,1,2
VIACHA,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,2,0,0,0,2,2
VILLA TUNARI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,0,1,0,1
VITICHI,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,0,1,0,1,1
WARNES,mortalidad institucional,muerte menor de 1 ano,2008-04-01,0,0,1,1,1,1,2
ANDAMARCA,mortalidad institucional,muerte menor de 1 ano,2008-05-01,0,0,1,0,1,0,1
AYATA,mortalidad institucional,muerte menor de 1 ano,2008-05-01,0,0,1,0,1,0,1
