municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,otras infecciones,enfermedad  diarreica aguda,2007-01-01,7,17,34,47,7,3,6,5,0,3,54,75,129
ACHACACHI,otras infecciones,enfermedad  diarreica aguda,2007-01-01,15,9,52,36,5,1,21,12,11,2,104,60,164
ACHOCALLA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,2,3,10,5,4,2,1,3,0,0,17,13,30
AIQUILE,otras infecciones,enfermedad  diarreica aguda,2007-01-01,28,24,56,38,9,7,18,18,6,5,117,92,209
ALALAY,otras infecciones,enfermedad  diarreica aguda,2007-01-01,2,0,4,0,0,0,2,0,1,0,9,0,9
ALCALA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,5,8,11,11,2,5,12,15,1,4,31,43,74
ANCORAIMES,otras infecciones,enfermedad  diarreica aguda,2007-01-01,7,5,24,23,4,1,5,3,3,0,43,32,75
ANDAMARCA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,2,3,8,12,4,4,7,8,4,1,25,28,53
ANTEQUERA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,3,3,17,8,6,3,4,2,0,1,30,17,47
ANZALDO,otras infecciones,enfermedad  diarreica aguda,2007-01-01,8,5,16,8,2,1,2,3,3,2,31,19,50
APOLO,otras infecciones,enfermedad  diarreica aguda,2007-01-01,31,28,50,47,6,4,9,9,3,2,99,90,189
ARAMPAMPA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,5,5,23,28,0,2,1,5,1,0,30,40,70
ARANI,otras infecciones,enfermedad  diarreica aguda,2007-01-01,10,8,16,16,3,1,5,1,1,0,35,26,61
ARBIETO,otras infecciones,enfermedad  diarreica aguda,2007-01-01,3,3,19,13,1,5,5,11,3,3,31,35,66
ARQUE,otras infecciones,enfermedad  diarreica aguda,2007-01-01,11,7,28,24,3,3,8,8,3,0,53,42,95
ASCENCION DE GUARAYOS,otras infecciones,enfermedad  diarreica aguda,2007-01-01,58,40,70,68,3,1,18,18,2,4,151,131,282
ATOCHA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,20,10,54,52,32,30,67,63,14,7,187,162,349
AUCAPATA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,13,5,16,13,4,1,3,1,0,0,36,20,56
AYATA,otras infecciones,enfermedad  diarreica aguda,2007-01-01,20,13,24,22,3,3,3,3,1,1,51,42,93
AYO AYO,otras infecciones,enfermedad  diarreica aguda,2007-01-01,6,4,8,3,1,0,5,1,2,0,22,8,30
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,enfermedad  diarreica aguda,2007-01-01,20,13,39,35,4,3,5,9,3,3,71,63,134
AZURDUY,otras infecciones,enfermedad  diarreica aguda,2007-01-01,18,38,51,79,1,4,7,22,2,2,79,145,224
BATALLAS,otras infecciones,enfermedad  diarreica aguda,2007-01-01,7,2,23,1,3,0,2,0,1,0,36,3,39
BAURES,otras infecciones,enfermedad  diarreica aguda,2007-01-01,3,5,7,7,0,1,2,3,0,1,12,17,29
