municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,otras infecciones,ira sin neumonia,2007-01-01,13,15,15,28,8,5,14,19,0,5,50,72,122
ACHACACHI,otras infecciones,ira sin neumonia,2007-01-01,34,11,64,56,21,10,67,53,20,7,206,137,343
ACHOCALLA,otras infecciones,ira sin neumonia,2007-01-01,7,5,17,8,8,6,12,13,0,0,44,32,76
AIQUILE,otras infecciones,ira sin neumonia,2007-01-01,31,35,42,41,12,22,30,33,25,13,140,144,284
ALALAY,otras infecciones,ira sin neumonia,2007-01-01,2,0,8,0,1,0,11,0,2,0,24,0,24
ALCALA,otras infecciones,ira sin neumonia,2007-01-01,7,13,16,22,6,12,22,25,2,7,53,79,132
ANCORAIMES,otras infecciones,ira sin neumonia,2007-01-01,15,14,33,39,5,2,31,35,10,2,94,92,186
ANDAMARCA,otras infecciones,ira sin neumonia,2007-01-01,8,5,9,6,5,6,15,15,8,4,45,36,81
ANTEQUERA,otras infecciones,ira sin neumonia,2007-01-01,4,4,18,5,5,3,6,10,1,1,34,23,57
ANZALDO,otras infecciones,ira sin neumonia,2007-01-01,7,7,19,7,7,5,14,11,5,2,52,32,84
APOLO,otras infecciones,ira sin neumonia,2007-01-01,34,34,59,56,11,8,41,47,7,4,152,149,301
ARAMPAMPA,otras infecciones,ira sin neumonia,2007-01-01,22,25,60,63,8,3,6,23,4,3,100,117,217
ARANI,otras infecciones,ira sin neumonia,2007-01-01,17,8,20,16,2,1,5,4,1,0,45,29,74
ARBIETO,otras infecciones,ira sin neumonia,2007-01-01,9,7,30,24,3,6,20,27,9,9,71,73,144
ARQUE,otras infecciones,ira sin neumonia,2007-01-01,33,18,52,37,7,12,10,80,2,3,104,150,254
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2007-01-01,85,82,101,109,5,4,22,26,7,4,220,225,445
ATOCHA,otras infecciones,ira sin neumonia,2007-01-01,48,49,80,81,84,85,244,247,32,23,488,485,973
AUCAPATA,otras infecciones,ira sin neumonia,2007-01-01,4,7,1,1,0,0,5,3,0,0,10,11,21
AYATA,otras infecciones,ira sin neumonia,2007-01-01,11,12,24,14,8,6,23,16,3,4,69,52,121
AYO AYO,otras infecciones,ira sin neumonia,2007-01-01,13,2,17,11,4,2,16,12,3,1,53,28,81
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2007-01-01,49,37,71,63,11,10,38,40,11,6,180,156,336
AZURDUY,otras infecciones,ira sin neumonia,2007-01-01,38,62,75,108,8,19,66,103,3,22,190,314,504
BATALLAS,otras infecciones,ira sin neumonia,2007-01-01,30,2,39,0,10,0,24,4,6,0,109,6,115
BAURES,otras infecciones,ira sin neumonia,2007-01-01,17,11,28,13,2,2,1,4,3,0,51,30,81
BELEN DE ANDAMARCA,otras infecciones,ira sin neumonia,2007-01-01,5,4,2,4,4,0,2,0,3,0,16,8,24
BELEN DE URMIRI,otras infecciones,ira sin neumonia,2007-01-01,5,1,16,10,5,1,15,11,3,3,44,26,70
BELLA FLOR,otras infecciones,ira sin neumonia,2007-01-01,3,3,6,9,1,2,0,0,0,0,10,14,24
BERMEJO,otras infecciones,ira sin neumonia,2007-01-01,133,115,214,186,151,176,129,139,34,34,661,650,1311
BETANZOS,otras infecciones,ira sin neumonia,2007-01-01,81,64,173,139,37,31,78,145,42,40,411,419,830
BOLIVAR,otras infecciones,ira sin neumonia,2007-01-01,16,0,0,0,0,0,0,0,0,0,16,0,16
BOLPEBRA,otras infecciones,ira sin neumonia,2007-01-01,0,0,4,7,2,5,2,4,3,0,11,16,27
BOYUIBE,otras infecciones,ira sin neumonia,2007-01-01,17,10,32,23,14,10,15,11,8,4,86,58,144
BUENA VISTA,otras infecciones,ira sin neumonia,2007-01-01,63,48,90,73,21,19,36,31,10,13,220,184,404
CABEZAS,otras infecciones,ira sin neumonia,2007-01-01,90,74,134,113,53,46,77,81,9,8,363,322,685
CAIROMA,otras infecciones,ira sin neumonia,2007-01-01,9,16,29,42,17,6,32,25,11,3,98,92,190
"CAIZA ""D""",otras infecciones,ira sin neumonia,2007-01-01,12,17,34,25,12,12,46,45,9,10,113,109,222
CAJUATA,otras infecciones,ira sin neumonia,2007-01-01,44,36,27,19,12,5,22,14,5,2,110,76,186
CALACOTO,otras infecciones,ira sin neumonia,2007-01-01,6,0,10,0,12,0,26,0,12,0,66,0,66
CALAMARCA,otras infecciones,ira sin neumonia,2007-01-01,32,24,44,33,10,4,30,23,4,1,120,85,205
CAMARGO,otras infecciones,ira sin neumonia,2007-01-01,43,32,83,71,22,14,56,66,35,29,239,212,451
CAMATAQUI (C. VILLA ABECIA),otras infecciones,ira sin neumonia,2007-01-01,24,16,25,20,10,10,17,38,3,1,79,85,164
CAMIRI,otras infecciones,ira sin neumonia,2007-01-01,102,99,177,167,67,75,101,111,76,64,523,516,1039
CAPINOTA,otras infecciones,ira sin neumonia,2007-01-01,36,0,21,0,10,0,11,0,2,0,80,0,80
CAQUIAVIRI,otras infecciones,ira sin neumonia,2007-01-01,13,0,20,0,11,0,34,0,14,0,92,0,92
CARACOLLO,otras infecciones,ira sin neumonia,2007-01-01,13,20,18,23,7,8,25,20,15,13,78,84,162
CARANAVI,otras infecciones,ira sin neumonia,2007-01-01,100,106,175,171,47,45,98,99,45,45,465,466,931
CARANGAS,otras infecciones,ira sin neumonia,2007-01-01,0,0,0,0,3,1,0,0,1,1,4,2,6
CARAPARI,otras infecciones,ira sin neumonia,2007-01-01,31,21,42,51,65,56,38,80,8,5,184,213,397
CARIPUYO,otras infecciones,ira sin neumonia,2007-01-01,19,16,36,34,1,6,2,29,0,2,58,87,145
CARMEN RIVERO TORREZ,otras infecciones,ira sin neumonia,2007-01-01,7,6,17,11,1,1,1,0,0,0,26,18,44
CATACORA,otras infecciones,ira sin neumonia,2007-01-01,3,0,5,0,5,0,12,0,1,0,26,0,26
CHACARILLA,otras infecciones,ira sin neumonia,2007-01-01,4,0,3,0,1,2,0,0,0,0,8,2,10
CHALLAPATA,otras infecciones,ira sin neumonia,2007-01-01,78,56,90,72,10,20,24,46,12,14,214,208,422
CHAQUI,otras infecciones,ira sin neumonia,2007-01-01,14,9,24,41,7,4,16,40,7,8,68,102,170
CHARAGUA,otras infecciones,ira sin neumonia,2007-01-01,70,44,121,95,44,29,65,43,9,3,309,214,523
CHARAÑA,otras infecciones,ira sin neumonia,2007-01-01,12,0,17,0,10,0,25,0,4,0,68,0,68
CHAYANTA,otras infecciones,ira sin neumonia,2007-01-01,38,45,66,56,15,16,28,54,5,6,152,177,329
CHIMORE,otras infecciones,ira sin neumonia,2007-01-01,105,95,241,207,48,46,54,48,9,1,457,397,854
CHIPAYA,otras infecciones,ira sin neumonia,2007-01-01,2,3,5,12,0,0,4,6,2,1,13,22,35
CHOQUE COTA,otras infecciones,ira sin neumonia,2007-01-01,3,2,5,3,4,9,7,4,1,2,20,20,40
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,ira sin neumonia,2007-01-01,24,14,45,27,17,10,44,35,5,0,135,86,221
CHUMA,otras infecciones,ira sin neumonia,2007-01-01,18,18,33,33,7,14,40,42,11,5,109,112,221
CLIZA,otras infecciones,ira sin neumonia,2007-01-01,47,53,53,51,15,17,22,27,7,12,144,160,304
COBIJA,otras infecciones,ira sin neumonia,2007-01-01,156,146,205,197,71,50,82,48,8,3,522,444,966
COCHABAMBA,otras infecciones,ira sin neumonia,2007-01-01,1195,1193,1795,1745,1021,1066,1513,1671,285,331,5809,6006,11815
COIPASA,otras infecciones,ira sin neumonia,2007-01-01,1,1,0,1,1,1,4,9,4,0,10,12,22
COLCAPIRHUA,otras infecciones,ira sin neumonia,2007-01-01,49,46,60,67,9,16,10,11,0,1,128,141,269
"COLCHA ""K""",otras infecciones,ira sin neumonia,2007-01-01,21,23,35,35,16,16,52,69,13,14,137,157,294
COLLANA,otras infecciones,ira sin neumonia,2007-01-01,1,1,5,3,2,0,5,1,3,2,16,7,23
COLOMI,otras infecciones,ira sin neumonia,2007-01-01,55,31,65,74,17,13,48,25,4,3,189,146,335
COLPA BELGICA,otras infecciones,ira sin neumonia,2007-01-01,47,45,53,79,31,23,29,28,25,21,185,196,381
COLQUECHACA,otras infecciones,ira sin neumonia,2007-01-01,89,94,177,182,23,35,60,117,16,12,365,440,805
COLQUENCHA,otras infecciones,ira sin neumonia,2007-01-01,11,5,25,14,10,2,24,11,13,5,83,37,120
COLQUIRI,otras infecciones,ira sin neumonia,2007-01-01,39,31,69,66,12,9,74,67,10,7,204,180,384
COMANCHE,otras infecciones,ira sin neumonia,2007-01-01,5,0,8,0,2,0,17,0,7,0,39,0,39
COMARAPA,otras infecciones,ira sin neumonia,2007-01-01,27,28,47,46,18,17,24,24,9,10,125,125,250
COMBAYA,otras infecciones,ira sin neumonia,2007-01-01,2,2,3,2,2,0,1,2,2,1,10,7,17
CONCEPCION,otras infecciones,ira sin neumonia,2007-01-01,21,20,40,37,7,7,5,5,4,5,77,74,151
COPACABANA,otras infecciones,ira sin neumonia,2007-01-01,8,11,27,32,13,11,32,37,4,2,84,93,177
CORIPATA,otras infecciones,ira sin neumonia,2007-01-01,23,13,49,42,13,5,39,31,3,0,127,91,218
CORO CORO,otras infecciones,ira sin neumonia,2007-01-01,18,0,24,0,9,0,35,0,7,0,93,0,93
COROICO,otras infecciones,ira sin neumonia,2007-01-01,18,11,54,31,26,22,48,30,13,5,159,99,258
CORQUE,otras infecciones,ira sin neumonia,2007-01-01,10,12,36,31,12,13,33,46,15,8,106,110,216
COTAGAITA,otras infecciones,ira sin neumonia,2007-01-01,106,76,183,151,103,85,252,261,71,54,715,627,1342
COTOCA,otras infecciones,ira sin neumonia,2007-01-01,49,108,99,65,43,43,5,1,0,0,196,217,413
CUATRO CAÑADAS,otras infecciones,ira sin neumonia,2007-01-01,45,46,92,91,30,26,38,38,6,3,211,204,415
CUCHUMUELA (V. G. VILLARROEL),otras infecciones,ira sin neumonia,2007-01-01,5,0,7,7,2,0,13,13,1,0,28,20,48
CUEVO,otras infecciones,ira sin neumonia,2007-01-01,15,14,27,17,17,9,31,27,8,10,98,77,175
CULPINA,otras infecciones,ira sin neumonia,2007-01-01,61,65,120,126,11,7,48,52,8,5,248,255,503
CURAHUARA DE CARANGAS,otras infecciones,ira sin neumonia,2007-01-01,10,9,17,17,8,8,23,30,5,8,63,72,135
CURVA,otras infecciones,ira sin neumonia,2007-01-01,2,2,4,3,1,0,5,5,1,1,13,11,24
DESAGUADERO,otras infecciones,ira sin neumonia,2007-01-01,6,6,9,4,7,5,9,9,6,2,37,26,63
EL ALTO,otras infecciones,ira sin neumonia,2007-01-01,1095,962,1356,1272,1066,1009,954,931,164,150,4635,4324,8959
EL CHORO,otras infecciones,ira sin neumonia,2007-01-01,7,7,14,10,10,15,26,30,12,9,69,71,140
EL PUENTE(STC),otras infecciones,ira sin neumonia,2007-01-01,53,46,79,79,15,13,18,14,1,2,166,154,320
EL PUENTE(TJA),otras infecciones,ira sin neumonia,2007-01-01,40,21,56,38,36,38,45,56,8,8,185,161,346
EL TORNO,otras infecciones,ira sin neumonia,2007-01-01,68,80,89,78,39,37,38,20,11,3,245,218,463
EL VILLAR,otras infecciones,ira sin neumonia,2007-01-01,8,11,12,19,7,12,14,22,1,3,42,67,109
ENTRE RIOS,otras infecciones,ira sin neumonia,2007-01-01,41,55,95,99,59,87,76,125,10,23,281,389,670
ENTRE RIOS,otras infecciones,ira sin neumonia,2007-01-01,129,119,217,158,54,46,83,84,10,2,493,409,902
ESCARA,otras infecciones,ira sin neumonia,2007-01-01,0,0,1,1,0,0,0,2,1,1,2,4,6
ESMERALDA,otras infecciones,ira sin neumonia,2007-01-01,1,1,1,2,1,1,5,7,1,1,9,12,21
EUCALIPTUS,otras infecciones,ira sin neumonia,2007-01-01,9,7,23,20,6,6,20,17,7,5,65,55,120
EUREKA (SANTOS MERCADO),otras infecciones,ira sin neumonia,2007-01-01,3,1,6,6,6,2,17,15,3,0,35,24,59
EXALTACION,otras infecciones,ira sin neumonia,2007-01-01,4,7,15,18,3,0,9,9,0,0,31,34,65
FERNANDEZ ALONSO,otras infecciones,ira sin neumonia,2007-01-01,78,81,100,104,19,20,42,44,5,3,244,252,496
FILADELFIA,otras infecciones,ira sin neumonia,2007-01-01,18,6,51,26,17,9,23,9,1,0,110,50,160
GENERAL SAAVEDRA,otras infecciones,ira sin neumonia,2007-01-01,47,46,73,83,7,4,7,5,3,0,137,138,275
GRAL. J.J. PEREZ (CHARAZANI),otras infecciones,ira sin neumonia,2007-01-01,10,6,22,16,5,2,19,14,4,3,60,41,101
GUANAY,otras infecciones,ira sin neumonia,2007-01-01,58,61,87,89,18,21,26,23,7,7,196,201,397
GUAQUI,otras infecciones,ira sin neumonia,2007-01-01,10,5,12,17,3,1,12,11,4,4,41,38,79
GUAYARAMERIN,otras infecciones,ira sin neumonia,2007-01-01,245,226,367,336,81,38,92,55,47,29,832,684,1516
GUTIERREZ,otras infecciones,ira sin neumonia,2007-01-01,67,73,116,128,30,40,58,64,8,10,279,315,594
HUACARETA,otras infecciones,ira sin neumonia,2007-01-01,16,23,38,36,25,15,37,31,6,11,122,116,238
