municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
BELLA FLOR,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,1,0,2,0,0,0,3,0,3
BERMEJO,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
BUENA VISTA,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CARANAVI,otras infecciones,leishmaniasis,2007-01-01,0,0,1,2,3,4,7,7,1,0,12,13,25
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis,2007-01-01,1,0,1,0,1,1,6,5,1,0,10,6,16
COBIJA,otras infecciones,leishmaniasis,2007-01-01,0,0,1,0,1,1,3,1,1,0,6,2,8
COCHABAMBA,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,1,2,0,0,1,2,3
COLOMI,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CORIPATA,otras infecciones,leishmaniasis,2007-01-01,0,0,1,0,0,0,0,0,0,0,1,0,1
COROICO,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,2,1,0,0,2,1,3
EL ALTO,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
GUANAY,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,2,0,0,0,2,0,2
GUAYARAMERIN,otras infecciones,leishmaniasis,2007-01-01,2,0,0,0,0,0,1,0,1,0,4,0,4
INGAVI (HUMAITA),otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
IXIAMAS,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,0,4,0,0,0,4,4
LA ASUNTA,otras infecciones,leishmaniasis,2007-01-01,0,0,5,2,1,0,8,6,1,0,15,8,23
LA PAZ,otras infecciones,leishmaniasis,2007-01-01,0,0,0,6,2,3,9,7,3,0,14,16,30
PALOS BLANCOS,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,2,1,0,0,2,1,3
REYES,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,0,0,1,0,1,0,1
RIBERALTA,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,2,0,6,0,0,0,8,0,8
RURRENABAQUE,otras infecciones,leishmaniasis,2007-01-01,0,0,0,1,2,0,6,1,0,0,8,2,10
SAN BORJA,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BUENA VENTURA,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,2,3,2,1,4,4,8
SAN IGNACIO,otras infecciones,leishmaniasis,2007-01-01,0,0,1,0,2,2,8,4,0,0,11,6,17
SAN JUAN DE YAPACANI,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TEOPONTE,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,2,2,1,1,0,0,3,3,6
TRINIDAD,otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,1,0,0,0,0,1,1,1,2
VILLA NUEVA (LOMA ALTA),otras infecciones,leishmaniasis,2007-01-01,0,0,0,0,1,1,1,1,0,0,2,2,4
VILLA TUNARI,otras infecciones,leishmaniasis,2007-01-01,0,0,1,2,5,3,14,1,0,0,20,6,26
YANACACHI,otras infecciones,leishmaniasis,2007-01-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CARANAVI,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,1,1,1,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,3,1,3,1,0,0,6,2,8
COBIJA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,1,0,0,0,1,0,2,0,2
ENTRE RIOS,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
FILADELFIA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,1,0,2,0,0,0,3,0,3
GUANAY,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
GUAYARAMERIN,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,2,0,0,0,1,0,3,0,3
INGAVI (HUMAITA),otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
IXIAMAS,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,2,1,4,1,1,0,7,2,9
LA ASUNTA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,3,3,3,4,0,6,6,13,19
LA PAZ,otras infecciones,leishmaniasis,2007-02-01,0,0,1,1,2,1,4,4,0,1,7,7,14
PALOS BLANCOS,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,1,0,0,1,0,0,1,1,2
PUERTO SUAREZ,otras infecciones,leishmaniasis,2007-02-01,0,0,1,0,0,0,0,0,0,0,1,0,1
REYES,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,0,0,0,1,0,1,1
RIBERALTA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
RURRENABAQUE,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,3,2,0,0,3,2,5
SAN BORJA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN BUENA VENTURA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,1,2,0,0,0,2,1,3
SANTA ROSA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TOLATA,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TRINIDAD,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,2,0,0,0,0,0,2,2
VILLA TUNARI,otras infecciones,leishmaniasis,2007-02-01,0,0,0,1,5,2,12,7,1,1,18,11,29
YAPACANI,otras infecciones,leishmaniasis,2007-02-01,0,0,0,0,0,0,0,1,0,0,0,1,1
APOLO,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
BELLA FLOR,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,2,0,0,0,0,0,2,0,2
BERMEJO,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
CAJUATA,otras infecciones,leishmaniasis,2007-03-01,0,1,0,0,0,0,0,0,0,0,0,1,1
CARANAVI,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,1,2,3,3,1,0,5,5,10
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis,2007-03-01,1,2,3,1,1,5,1,6,2,0,8,14,22
COBIJA,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,1,0,3,0,0,0,4,0,4
COCHABAMBA,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,2,4,0,0,2,4,6
CORIPATA,otras infecciones,leishmaniasis,2007-03-01,0,0,2,0,0,0,0,0,0,0,2,0,2
COROICO,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,4,0,0,0,4,0,4
ENTRE RIOS,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
FILADELFIA,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,0,1,0,0,0,1,1
GUANAY,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
GUAYARAMERIN,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,1,2,1,0,0,0,2,2,4
IXIAMAS,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,2,0,0,0,2,0,2
LA ASUNTA,otras infecciones,leishmaniasis,2007-03-01,1,0,3,0,4,0,7,6,0,0,15,6,21
LA PAZ,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,1,0,10,2,0,0,11,2,13
MAPIRI,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PALOS BLANCOS,otras infecciones,leishmaniasis,2007-03-01,0,0,1,0,2,2,6,2,0,0,9,4,13
PORVENIR,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,3,2,0,0,3,2,5
PUERTO GONZALO MORENO,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,1,0,2,1,1,0,4,1,5
PUERTO VILLARROEL,otras infecciones,leishmaniasis,2007-03-01,0,0,1,0,0,0,2,0,0,0,3,0,3
RIBERALTA,otras infecciones,leishmaniasis,2007-03-01,1,0,0,0,1,0,7,1,1,1,10,2,12
RURRENABAQUE,otras infecciones,leishmaniasis,2007-03-01,0,0,2,0,1,0,4,6,0,1,7,7,14
SAN BORJA,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,3,0,0,0,3,0,3
SAN BUENA VENTURA,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,2,0,0,0,2,0,2
SAN IGNACIO,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,1,0,3,2,0,0,4,2,6
SAN LORENZO(PND),otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras infecciones,leishmaniasis,2007-03-01,1,0,3,1,0,0,1,0,0,0,5,1,6
SANTA ROSA,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SUCRE,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,0,2,0,0,0,2,2
TEOPONTE,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,1,2,0,0,0,2,1,3
TRINIDAD,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA TUNARI,otras infecciones,leishmaniasis,2007-03-01,0,0,1,0,1,4,5,3,1,0,8,7,15
YACUIBA,otras infecciones,leishmaniasis,2007-03-01,0,0,0,0,0,0,3,0,0,1,3,1,4
BERMEJO,otras infecciones,leishmaniasis,2007-04-01,0,0,0,0,0,0,2,0,1,0,3,0,3
BOLPEBRA,otras infecciones,leishmaniasis,2007-04-01,0,0,0,0,0,0,0,1,0,0,0,1,1
