,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,4,3,7
COLCAPIRHUA,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,4,5
GUAYARAMERIN,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HUACARETA,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA GUARDIA,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3
ORURO,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RURRENABAQUE,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN IGNACIO,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,1,0,2,0,1,1,0,1,5,5,1,2,2,0,1,0,13,9,22
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,1,4
TARIJA,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TRINIDAD,inmunoprevenibles,hepatitis viral b o c*,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CLIZA,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,1,3,0,0,0,0,0,2,1,1,1,0,0,0,0,6,3,9
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,4
MIZQUE,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MONTERO,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ORURO,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PADILLA,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
POTOSI,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN IGNACIO,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,1,1,0,3,3,10,6,16
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TARIJA,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,4,0,4
TRINIDAD,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA TUNARI,inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),inmunoprevenibles,hepatitis viral b o c*,2023-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,0,0,0,0,1,7,1,8
EL ALTO,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
FERNANDEZ ALONSO,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACARETA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTERO,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,3,0,0,1,8,3,11
PADILLA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,1,5,1,27,2,4,2,5,1,2,7,43,50
PUNATA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,174,22,202,86,9,11,4,5,4,0,393,124,517
RURRENABAQUE,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN RAFAEL,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA ANA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,1,1,0,0,0,0,0,0,4,7,1,2,1,6,11,1,18,17,35
SUCRE,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
WARNES,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,4,1,5
YUNCHARA,inmunoprevenibles,hepatitis viral b o c*,2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0,1,2,2,5,7,12
CORQUE,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL TORNO,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
GUAYARAMERIN,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MIZQUE,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MONTEAGUDO,inmunoprevenibles,hepatitis viral b o c*,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,2,4
