,group,variable,month,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL
municipality,,,,,,
CAJUATA,mortalidad materna,muerte materna notificada,2024-01-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2024-01-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2024-01-01,1,0,1
OCURI,mortalidad materna,muerte materna notificada,2024-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2024-01-01,2,0,2
CHARAGUA,mortalidad materna,muerte materna notificada,2024-02-01,0,1,1
CKOCHAS,mortalidad materna,muerte materna notificada,2024-02-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2024-02-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2024-02-01,1,1,2
POTOSI,mortalidad materna,muerte materna notificada,2024-02-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2024-02-01,2,0,2
TRINIDAD,mortalidad materna,muerte materna notificada,2024-02-01,1,0,1
EL ALTO,mortalidad materna,muerte materna notificada,2024-03-01,2,0,2
LA PAZ,mortalidad materna,muerte materna notificada,2024-03-01,1,0,1
SACABA,mortalidad materna,muerte materna notificada,2024-03-01,1,0,1
TEOPONTE,mortalidad materna,muerte materna notificada,2024-03-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2024-03-01,0,1,1
MAPIRI,mortalidad materna,muerte materna notificada,2024-04-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2024-04-01,1,0,1
SUCRE,mortalidad materna,muerte materna notificada,2024-04-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2024-05-01,1,0,1
COTOCA,mortalidad materna,muerte materna notificada,2024-05-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2024-05-01,1,1,2
LA PAZ,mortalidad materna,muerte materna notificada,2024-05-01,1,0,1
TAPACARI,mortalidad materna,muerte materna notificada,2024-05-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2024-05-01,1,0,1
LA PAZ,mortalidad materna,muerte materna notificada,2024-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2024-06-01,1,0,1
BATALLAS,mortalidad materna,muerte materna notificada,2024-07-01,0,1,1
BERMEJO,mortalidad materna,muerte materna notificada,2024-07-01,1,0,1
CHAYANTA,mortalidad materna,muerte materna notificada,2024-07-01,0,1,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2024-07-01,1,0,1
GUANAY,mortalidad materna,muerte materna notificada,2024-07-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2024-07-01,2,0,2
MAIRANA,mortalidad materna,muerte materna notificada,2024-07-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2024-07-01,1,0,1
SAN LUCAS,mortalidad materna,muerte materna notificada,2024-07-01,0,1,1
SAN MIGUEL DE VELASCO,mortalidad materna,muerte materna notificada,2024-07-01,1,0,1
SANTA ANA,mortalidad materna,muerte materna notificada,2024-07-01,1,0,1
LA GUARDIA,mortalidad materna,muerte materna notificada,2024-08-01,2,0,2
APOLO,mortalidad materna,muerte materna notificada,2024-09-01,1,0,1
CAIROMA,mortalidad materna,muerte materna notificada,2024-09-01,1,0,1
COCHABAMBA,mortalidad materna,muerte materna notificada,2024-09-01,2,0,2
LA GUARDIA,mortalidad materna,muerte materna notificada,2024-09-01,1,0,1
MONTEAGUDO,mortalidad materna,muerte materna notificada,2024-09-01,1,0,1
PAILON,mortalidad materna,muerte materna notificada,2024-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2024-09-01,1,0,1
UNCIA,mortalidad materna,muerte materna notificada,2024-09-01,0,1,1
HUARINA,mortalidad materna,muerte materna notificada,2024-10-01,0,1,1
LA ASUNTA,mortalidad materna,muerte materna notificada,2024-10-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2024-10-01,1,0,1
POTOSI,mortalidad materna,muerte materna notificada,2024-10-01,1,0,1
SAN BORJA,mortalidad materna,muerte materna notificada,2024-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2024-10-01,0,1,1
TRINIDAD,mortalidad materna,muerte materna notificada,2024-10-01,1,0,1
CARIPUYO,mortalidad materna,muerte materna notificada,2024-11-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2024-11-01,1,0,1
GUAQUI,mortalidad materna,muerte materna notificada,2024-11-01,0,1,1
LA PAZ,mortalidad materna,muerte materna notificada,2024-11-01,1,0,1
MONTERO,mortalidad materna,muerte materna notificada,2024-11-01,0,1,1
SAN IGNACIO,mortalidad materna,muerte materna notificada,2024-11-01,0,1,1
SAN IGNACIO DE VELASCO,mortalidad materna,muerte materna notificada,2024-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad materna,muerte materna notificada,2024-11-01,4,0,4
TARIJA,mortalidad materna,muerte materna notificada,2024-11-01,1,0,1
TRINIDAD,mortalidad materna,muerte materna notificada,2024-11-01,1,0,1
VIACHA,mortalidad materna,muerte materna notificada,2024-11-01,0,1,1
EL ALTO,mortalidad materna,muerte materna notificada,2024-12-01,2,0,2
LA PAZ,mortalidad materna,muerte materna notificada,2024-12-01,1,0,1
PALOS BLANCOS,mortalidad materna,muerte materna notificada,2024-12-01,0,1,1
POTOSI,mortalidad materna,muerte materna notificada,2024-12-01,1,0,1
TARIJA,mortalidad materna,muerte materna notificada,2024-12-01,1,0,1
