,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
BAURES,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
BELLA FLOR,otras infecciones,malaria confirmados,2013-01-01,0,0,1,0,0,0,4,2,4,1,0,0,9,3,12
BERMEJO,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
CABEZAS,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CAMIRI,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COBIJA,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,1,0,5,1,0,0,6,1,7
COCHABAMBA,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,otras infecciones,malaria confirmados,2013-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EUREKA (SANTOS MERCADO),otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
GUAYARAMERIN,otras infecciones,malaria confirmados,2013-01-01,2,3,14,12,24,18,102,54,111,101,8,6,261,194,455
INGAVI (HUMAITA),otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
IXIAMAS,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,2,0,8,3,11,5,0,0,21,8,29
LA GUARDIA,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MAGDALENA,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
MOJOCOYA,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTEAGUDO,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),otras infecciones,malaria confirmados,2013-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras infecciones,malaria confirmados,2013-01-01,0,0,1,1,0,1,10,3,11,3,0,1,22,9,31
PADILLA,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
POROMA,otras infecciones,malaria confirmados,2013-01-01,0,0,0,2,3,1,0,1,2,2,1,1,6,7,13
PORVENIR,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras infecciones,malaria confirmados,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO RICO,otras infecciones,malaria confirmados,2013-01-01,0,0,0,1,0,1,2,0,1,5,1,2,4,9,13
