,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,1,1,1,0,2,0,4,1,5
ACHOCALLA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,1,0,1,0,0,1,0,0,2,1,3
AIQUILE,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
ANCORAIMES,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
ANZALDO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
APOLO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARANI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,1,0,3,0,0,1,0,0,1,1,5,2,7
ARBIETO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,1,3,1,1,2,1,0,1,4,6,10
ATOCHA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
AYATA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AYO AYO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BATALLAS,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,1,0,0,1,0,1,0,2,1,3
BERMEJO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,1,0,3,3,8,5,5,3,0,2,17,13,30
BETANZOS,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,1,0,0,0,0,2,0,0,0,2,1,3
BUENA VISTA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,1,0,1,0,0,2,2,1,2,0,6,3,9
CALACOTO,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CAMIRI,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,1,2,3,3,1,3,0,3,3,0,8,11,19
CAPINOTA,otras infecciones,"no de personas expuestas al virus rabico(mordida,",2013-01-01,0,0,1,2,1,0,3,0,5,1,0,0,10,3,13
