,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,ira sin neumonia,2013-01-01,8,10,19,21,0,1,4,5,5,13,2,5,38,55,93
ACHACACHI,otras infecciones,ira sin neumonia,2013-01-01,34,29,59,34,3,7,12,9,21,33,40,28,169,140,309
ACHOCALLA,otras infecciones,ira sin neumonia,2013-01-01,27,22,51,44,4,4,6,6,10,30,4,6,102,112,214
AIQUILE,otras infecciones,ira sin neumonia,2013-01-01,49,46,95,71,5,3,6,7,11,35,3,3,169,165,334
ALALAY,otras infecciones,ira sin neumonia,2013-01-01,8,4,9,7,2,1,0,5,9,10,2,1,30,28,58
ALCALA,otras infecciones,ira sin neumonia,2013-01-01,21,11,48,40,5,5,11,12,16,32,8,13,109,113,222
ALTO BENI,otras infecciones,ira sin neumonia,2013-01-01,37,32,76,72,6,4,8,8,28,30,8,10,163,156,319
ANCORAIMES,otras infecciones,ira sin neumonia,2013-01-01,14,5,21,10,5,2,3,2,5,16,17,14,65,49,114
ANDAMARCA,otras infecciones,ira sin neumonia,2013-01-01,17,19,30,24,3,2,12,7,18,25,14,8,94,85,179
ANTEQUERA,otras infecciones,ira sin neumonia,2013-01-01,6,1,8,3,5,6,5,2,5,6,1,3,30,21,51
ANZALDO,otras infecciones,ira sin neumonia,2013-01-01,10,4,24,15,1,0,3,1,4,11,9,7,51,38,89
APOLO,otras infecciones,ira sin neumonia,2013-01-01,48,38,83,68,5,7,11,11,18,27,6,13,171,164,335
ARAMPAMPA,otras infecciones,ira sin neumonia,2013-01-01,14,12,20,15,0,1,0,2,5,14,0,5,39,49,88
ARANI,otras infecciones,ira sin neumonia,2013-01-01,16,15,50,43,8,10,9,4,4,17,6,9,93,98,191
ARBIETO,otras infecciones,ira sin neumonia,2013-01-01,22,27,63,56,1,3,4,11,9,21,6,11,105,129,234
ARQUE,otras infecciones,ira sin neumonia,2013-01-01,47,45,60,68,4,0,10,7,69,38,6,9,196,167,363
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2013-01-01,37,43,79,75,4,5,2,1,0,3,0,0,122,127,249
ATOCHA,otras infecciones,ira sin neumonia,2013-01-01,52,51,102,101,31,48,55,66,200,189,36,34,476,489,965
AUCAPATA,otras infecciones,ira sin neumonia,2013-01-01,9,8,5,16,2,1,2,8,28,9,7,3,53,45,98
AYATA,otras infecciones,ira sin neumonia,2013-01-01,11,6,34,18,0,2,5,3,10,31,12,22,72,82,154
AYO AYO,otras infecciones,ira sin neumonia,2013-01-01,14,18,35,30,3,1,10,9,31,24,29,19,122,101,223
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2013-01-01,95,106,199,165,22,14,26,35,106,96,29,20,477,436,913
AZURDUY,otras infecciones,ira sin neumonia,2013-01-01,64,42,133,139,6,6,17,32,48,74,13,30,281,323,604
