,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AZURDUY,otras infecciones,chagas agudo,2013-01-01,1,1,0,3,0,0,3,6,0,1,2,1,6,12,18
CHIMORE,otras infecciones,chagas agudo,2013-01-01,0,0,1,0,0,0,1,1,1,0,0,0,3,1,4
COCHABAMBA,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,2,3,5,14,1,2,8,19,27
ICLA,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LA PAZ,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,1,0,1,1,2,1,4,5
MONTERO,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,0,1,4,1,0,2,4,6
SAN RAFAEL,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras infecciones,chagas agudo,2013-01-01,1,0,0,0,1,0,0,2,74,96,57,50,133,148,281
SANTA ROSA DEL SARA,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,0,3,7,0,0,3,7,10
SUCRE,otras infecciones,chagas agudo,2013-01-01,1,1,0,1,0,0,1,1,14,10,1,2,17,15,32
TARIJA,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,2,3,10,27,0,0,12,30,42
VILLA TUNARI,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WARNES,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,4,0,25,0,0,0,29,29
YACUIBA,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,1,0,1,1,3,2,1,2,6,5,11
YAPACANI,otras infecciones,chagas agudo,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,otras infecciones,chagas agudo,2013-02-01,0,0,0,0,0,0,4,3,6,12,2,0,12,15,27
COROICO,otras infecciones,chagas agudo,2013-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ICLA,otras infecciones,chagas agudo,2013-02-01,0,0,0,0,0,0,0,0,1,1,1,4,2,5,7
LA GUARDIA,otras infecciones,chagas agudo,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,otras infecciones,chagas agudo,2013-02-01,0,0,1,0,0,0,0,0,1,1,0,0,2,1,3
SAN BENITO,otras infecciones,chagas agudo,2013-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAFAEL,otras infecciones,chagas agudo,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras infecciones,chagas agudo,2013-02-01,0,0,0,0,0,1,0,5,47,30,16,7,63,43,106
