municipality,group,variable,month,Cantidad,TOTAL
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
ACHOCALLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,55,55
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
AZURDUY,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
CAJUATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,5,5
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,5,5
CAQUIAVIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
CARMEN RIVERO TORREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,7,7
CHARAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,20,20
CHIMORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,5,5
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
COLPA BELGICA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
COMANCHE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
COMARAPA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
COPACABANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,3,3
CORO CORO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
CORQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,5,5
CUATRO CAÑADAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,5,5
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,74,74
EL CHORO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,2,2
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
ICHOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,5,5
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,83,83
MACHARETI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,2,2
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,6,6
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,30,30
PUCARANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
PUERTO QUIJARRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,9,9
PUERTO SUAREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,8,8
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,15,15
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,17,17
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
SAN CARLOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,3,3
SAN IGNACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,3,3
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,8,8
SAN JAVIER(STC),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,58,58
SAN JUAN DE YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,14,14
SAN LORENZO(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,18,18
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,217,217
SANTA ROSA DEL SARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
SAPAHAQUI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
SORACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,19,19
TACACOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
TARATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,6,6
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,39,39
TARVITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,2,2
TIPUANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,6,6
TOLATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,2,2
TOMINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,3,3
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,24,24
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,2,2
URUBICHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
VIACHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,4,4
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,11,11
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,16,16
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,1,1
YOTALA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,2,2
YUNCHARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-01-01,2,2
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
ALTO BENI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
ARANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,10,10
ATOCHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
BETANZOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
CABEZAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,7,7
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
CARMEN RIVERO TORREZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,10,10
COBIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,5,5
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
COLOMI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
COPACABANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
CORQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
COTAGAITA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,29,29
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
FERNANDEZ ALONSO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,8,8
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,3,3
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,77,77
LAGUNILLAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,3,3
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,3,3
MECAPACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,3,3
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,3,3
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,27,27
PALOS BLANCOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,1,1
POCOATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
PORTACHUELO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,2,2
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,21,21
PUERTO QUIJARRO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (<22,2010-02-01,5,5
