municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACHACACHI,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
ASCENCION DE GUARAYOS,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,5,,0,0.0,5,,
BELEN DE URMIRI,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CAIROMA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CALAMARCA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CARANAVI,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
CHALLAPATA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,9,,0,0.0,9,,
CHULUMANI (V. DE LA LIBERTAD),infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CLIZA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
COCHABAMBA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,23,0.0,6,0.0,29,,
COLCAPIRHUA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CURVA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,1,0.0,1,0.0,0,0.0,2,,
EL ALTO,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,1,0.0,53,0.0,1,0.0,55,,
EL TORNO,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,1,0.0,4,0.0,0,0.0,5,,
HUANUNI,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
INCAHUASI,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
LA ASUNTA,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,5,,0,0.0,5,,
LA PAZ,infec de transmision sexual,mujer con ulcera genital,2006-01-01,0,0,0,0,0,0.0,31,,0,0.0,31,,
