municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ACHACACHI,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,0,0.0,1,,1,,
ANCORAIMES,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
ASCENCION DE GUARAYOS,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
CAMARGO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CARACOLLO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CARIPUYO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
CHALLAPATA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,3,,0,0.0,3,,
COCHABAMBA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,15,,0,0.0,15,,
CURVA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,5,0.0,2,0.0,7,,
EL ALTO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,21,,0,0.0,21,,
ICLA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
IRUPANA (VILLA DE LANZA),infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
LA PAZ,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,30,,0,0.0,30,,
LLICA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
MOCOMOCO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
ORURO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,8,,0,0.0,8,,
POROMA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
POTOSI,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,1,0.0,3,0.0,0,0.0,4,,
PUERTO QUIJARRO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
PUERTO VILLARROEL,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
QUILLACOLLO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,1,0.0,1,0.0,0,0.0,2,,
RIBERALTA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,4,,0,0.0,4,,
SACABA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,3,0.0,5,0.0,0,0.0,8,,
SAN BUENA VENTURA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SAN CARLOS,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SAN IGNACIO DE VELASCO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SAN JOAQUIN,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,1,0.0,2,0.0,2,0.0,5,,
SAN LUCAS,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SANTA CRUZ DE LA SIERRA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,6,,0,0.0,6,,
SIPE SIPE,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
SUCRE,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,3,,0,0.0,3,,
TACACHI,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,5,0.0,2,0.0,7,,
TARABUCO,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
TARIJA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,3,,0,0.0,3,,
TINGUIPAYA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
TIRAQUE (CBBA),infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
TRINIDAD,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,7,,0,0.0,7,,
VACAS,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
VILLA MONTES,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
VILLA TUNARI,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,2,0.0,4,0.0,6,,
VILLAZON,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
WARNES,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
YACUIBA,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
YAPACANI,infec de transmision sexual,hombre con ulcera genital,2006-01-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
ASCENCION DE GUARAYOS,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
BATALLAS,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,3,0.0,1,0.0,4,,
CAJUATA,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,3,,0,0.0,3,,
CAMARGO,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,3,,0,0.0,3,,
CARACOLLO,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,0,0.0,1,,1,,
CARANAVI,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
CHALLAPATA,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,2,0.0,1,0.0,3,,
CHUMA,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,1,0.0,1,0.0,0,0.0,2,,
COBIJA,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
COCHABAMBA,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,17,,0,0.0,17,,
EL ALTO,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,29,,0,0.0,29,,
ENTRE RIOS,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,2,,0,0.0,2,,
FERNANDEZ ALONSO,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
IRUPANA (VILLA DE LANZA),infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
LA PAZ,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,13,0.0,1,0.0,14,,
MAGDALENA,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
MAPIRI,infec de transmision sexual,hombre con ulcera genital,2006-02-01,0,0,0,0,0,0.0,1,,0,0.0,1,,
