,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CABEZAS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,2,4,4,2,0,0,6,6,12
CHALLAPATA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,1,0,0,0,0,2,0,2,2,0,3,4,7
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CLIZA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4
COBIJA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,1,1,1,2,0,0,2,3,5
COCHABAMBA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,4,4,4,4,10,12,23,24,0,0,41,44,85
COLLANA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COPACABANA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CORIPATA,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,1,0,0,3,0,1,1,0,0,4,2,6
COROICO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,2,3,1,0,0,2,16,11,0,0,19,16,35
ENTRE RIOS,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
GUAQUI,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
