,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
ANCORAIMES,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BETANZOS,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,1,0,1,1,0,0,0,1,2,3
CALAMARCA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CLIZA,intoxicaciones,plaguicidas,2008-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,intoxicaciones,plaguicidas,2008-01-01,0,0,1,1,1,1,2,2,9,10,0,0,13,14,27
COLQUENCHA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CORIPATA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COROICO,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
EL ALTO,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,6,3,0,0,6,3,9
IRUPANA (VILLA DE LANZA),intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LA ASUNTA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,2,0,0,2,0,0,2,2,4
LA PAZ,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,2,1,4,5,1,0,7,6,13
LURIBAY,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MAIRANA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MECAPACA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MONTERO,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
ORURO,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
PADILLA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNATA,intoxicaciones,plaguicidas,2008-01-01,0,0,1,1,0,0,0,0,0,1,0,0,1,2,3
SACABA,intoxicaciones,plaguicidas,2008-01-01,0,0,0,0,0,0,0,2,5,2,0,0,5,4,9
