,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
APOLO,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
CARANAVI,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,1,0,0,0,0,2,1,0,1,2,3,5
CHIMORE,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,1,1,3,3,2,4,3,0,0,8,9,17
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
COBIJA,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COROICO,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
EL TORNO,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,1,0,0,0,2,3,0,0,1,3,4,7
EUREKA (SANTOS MERCADO),otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GUAYARAMERIN,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
LA ASUNTA,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,1,0,0,2,2,2,1,0,0,4,4,8
PALOS BLANCOS,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PORVENIR,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
SACABA,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEOPONTE,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
VILLA TUNARI,otras infecciones,leishmaniasis confirmados,2012-01-01,0,0,1,0,0,1,0,1,3,0,0,0,4,2,6
AYATA,otras infecciones,leishmaniasis confirmados,2012-02-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
BERMEJO,otras infecciones,leishmaniasis confirmados,2012-02-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
CAJUATA,otras infecciones,leishmaniasis confirmados,2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
