,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
BAURES,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
BUENA VISTA,otras infecciones,malaria confirmados,2012-01-01,0,0,1,1,0,0,1,0,0,0,0,0,2,1,3
CABEZAS,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,1,0,0,3,0,0,1,3,4
CARAPARI,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COBIJA,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
COCHABAMBA,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,1,0,1,1,0,2,0,0,2,3,5
COMARAPA,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,otras infecciones,malaria confirmados,2012-01-01,0,0,0,1,0,2,0,0,4,0,0,0,4,3,7
EUREKA (SANTOS MERCADO),otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6
FILADELFIA,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
GUAYARAMERIN,otras infecciones,malaria confirmados,2012-01-01,1,0,2,6,7,7,37,15,40,32,4,0,91,60,151
IXIAMAS,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,1,6,4,12,2,0,0,18,7,25
MONTEAGUDO,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,6,0,2,1,1,1,9,2,11
POROMA,otras infecciones,malaria confirmados,2012-01-01,0,0,1,0,0,0,1,0,0,1,0,0,2,1,3
PUERTO GONZALO MORENO,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO RICO,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
QUIRUSILLAS,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,otras infecciones,malaria confirmados,2012-01-01,0,0,2,1,3,3,10,11,33,7,2,1,50,23,73
SACABA,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAIPINA,otras infecciones,malaria confirmados,2012-01-01,0,0,2,1,0,0,0,2,1,5,0,0,3,8,11
SAN CARLOS,otras infecciones,malaria confirmados,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
