,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
AIQUILE,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,0,1,1,0,2,0,1,0,4,1,5
APOLO,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,0,1,1,2,3,1,0,0,4,4,8
AZURDUY,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,2,0,0,1,0,2,1,0,0,3,3,6
BERMEJO,otras infecciones,malaria sospechosos,2012-01-01,0,0,1,0,0,1,7,3,14,13,1,0,23,17,40
BUENA VISTA,otras infecciones,malaria sospechosos,2012-01-01,1,0,0,0,0,1,1,0,0,0,0,0,2,1,3
CARANAVI,otras infecciones,malaria sospechosos,2012-01-01,0,1,0,0,0,0,4,4,4,3,1,2,9,10,19
CARAPARI,otras infecciones,malaria sospechosos,2012-01-01,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
COBIJA,otras infecciones,malaria sospechosos,2012-01-01,0,0,1,1,1,3,6,8,11,11,1,0,20,23,43
COCHABAMBA,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,1,0,1,0,6,2,2,0,10,2,12
CULPINA,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL TORNO,otras infecciones,malaria sospechosos,2012-01-01,2,2,5,8,7,3,12,8,18,18,6,2,50,41,91
ENTRE RIOS TRJ,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,1,0,2,4,2,3,0,0,5,7,12
EUREKA (SANTOS MERCADO),otras infecciones,malaria sospechosos,2012-01-01,4,3,11,14,11,19,19,29,39,40,7,3,91,108,199
FILADELFIA,otras infecciones,malaria sospechosos,2012-01-01,0,1,4,4,11,10,11,16,8,15,1,0,35,46,81
GENERAL SAAVEDRA,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
GUANAY,otras infecciones,malaria sospechosos,2012-01-01,1,0,0,0,2,1,2,2,10,11,0,0,15,14,29
GUAYARAMERIN,otras infecciones,malaria sospechosos,2012-01-01,8,5,62,53,100,76,239,206,164,211,27,19,600,570,1170
HUACARETA,otras infecciones,malaria sospechosos,2012-01-01,0,0,1,0,0,0,2,2,0,0,0,0,3,2,5
INGAVI (HUMAITA),otras infecciones,malaria sospechosos,2012-01-01,0,0,1,0,1,4,4,6,8,4,1,1,15,15,30
IXIAMAS,otras infecciones,malaria sospechosos,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA ASUNTA,otras infecciones,malaria sospechosos,2012-01-01,0,0,1,2,1,0,4,9,8,8,0,0,14,19,33
LA GUARDIA,otras infecciones,malaria sospechosos,2012-01-01,1,1,2,2,1,0,0,0,1,2,1,1,6,6,12
