,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,ira sin neumonia,2012-01-01,12,10,19,14,2,1,2,3,9,21,2,0,46,49,95
ACHACACHI,otras infecciones,ira sin neumonia,2012-01-01,34,17,47,56,6,8,11,16,32,56,28,25,158,178,336
ACHOCALLA,otras infecciones,ira sin neumonia,2012-01-01,25,31,29,29,2,5,2,7,6,11,9,3,73,86,159
AIQUILE,otras infecciones,ira sin neumonia,2012-01-01,17,19,47,31,10,4,5,1,9,15,0,1,88,71,159
ALALAY,otras infecciones,ira sin neumonia,2012-01-01,0,1,11,10,2,1,1,1,4,5,3,0,21,18,39
ALCALA,otras infecciones,ira sin neumonia,2012-01-01,17,10,38,31,3,7,9,11,12,27,7,8,86,94,180
ALTO BENI,otras infecciones,ira sin neumonia,2012-01-01,39,30,68,59,12,4,16,19,25,29,13,3,173,144,317
ANCORAIMES,otras infecciones,ira sin neumonia,2012-01-01,6,5,12,9,1,2,6,6,13,18,13,11,51,51,102
ANDAMARCA,otras infecciones,ira sin neumonia,2012-01-01,13,4,28,28,8,7,11,13,23,42,11,11,94,105,199
ANTEQUERA,otras infecciones,ira sin neumonia,2012-01-01,2,2,6,1,3,4,4,3,28,8,4,3,47,21,68
ANZALDO,otras infecciones,ira sin neumonia,2012-01-01,7,9,11,19,0,0,1,2,2,4,0,2,21,36,57
APOLO,otras infecciones,ira sin neumonia,2012-01-01,44,42,102,106,3,10,5,13,18,31,13,13,185,215,400
ARAMPAMPA,otras infecciones,ira sin neumonia,2012-01-01,2,11,20,7,0,0,2,1,3,11,4,3,31,33,64
ARANI,otras infecciones,ira sin neumonia,2012-01-01,24,36,32,32,6,0,1,5,16,10,5,6,84,89,173
ARBIETO,otras infecciones,ira sin neumonia,2012-01-01,21,13,26,23,5,6,4,3,6,20,6,6,68,71,139
ARQUE,otras infecciones,ira sin neumonia,2012-01-01,34,33,40,34,6,4,1,10,10,20,4,3,95,104,199
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2012-01-01,56,47,83,83,6,3,1,2,1,4,0,0,147,139,286
ATOCHA,otras infecciones,ira sin neumonia,2012-01-01,57,55,101,80,33,36,36,69,194,191,25,39,446,470,916
AUCAPATA,otras infecciones,ira sin neumonia,2012-01-01,5,10,7,3,1,0,3,2,2,6,2,2,20,23,43
AYATA,otras infecciones,ira sin neumonia,2012-01-01,9,9,20,16,2,4,2,5,7,17,12,6,52,57,109
AYO AYO,otras infecciones,ira sin neumonia,2012-01-01,14,13,22,28,0,0,7,6,29,17,13,7,85,71,156
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2012-01-01,79,65,112,96,12,7,9,21,57,65,17,17,286,271,557
AZURDUY,otras infecciones,ira sin neumonia,2012-01-01,35,40,97,102,8,3,7,14,25,67,10,16,182,242,424
