,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,enfermedad diarreica aguda,2012-01-01,13,9,17,21,0,0,0,0,0,2,1,0,31,32,63
ACHACACHI,otras infecciones,enfermedad diarreica aguda,2012-01-01,14,5,25,26,2,5,1,0,5,7,6,4,53,47,100
ACHOCALLA,otras infecciones,enfermedad diarreica aguda,2012-01-01,8,7,22,11,0,0,2,0,1,1,2,0,35,19,54
AIQUILE,otras infecciones,enfermedad diarreica aguda,2012-01-01,9,14,21,28,0,5,4,2,3,2,1,0,38,51,89
ALALAY,otras infecciones,enfermedad diarreica aguda,2012-01-01,1,1,3,3,0,1,1,0,1,0,0,0,6,5,11
ALCALA,otras infecciones,enfermedad diarreica aguda,2012-01-01,6,6,14,14,0,0,2,2,1,4,2,2,25,28,53
ALTO BENI,otras infecciones,enfermedad diarreica aguda,2012-01-01,8,6,22,14,1,1,1,3,1,3,1,1,34,28,62
ANCORAIMES,otras infecciones,enfermedad diarreica aguda,2012-01-01,1,1,4,10,1,0,0,1,1,4,2,4,9,20,29
ANDAMARCA,otras infecciones,enfermedad diarreica aguda,2012-01-01,2,3,8,16,0,1,1,0,4,8,1,0,16,28,44
ANTEQUERA,otras infecciones,enfermedad diarreica aguda,2012-01-01,0,0,6,2,0,2,0,1,0,1,0,1,6,7,13
ANZALDO,otras infecciones,enfermedad diarreica aguda,2012-01-01,4,6,13,11,0,0,0,0,0,0,0,1,17,18,35
APOLO,otras infecciones,enfermedad diarreica aguda,2012-01-01,47,30,63,52,1,2,1,2,4,0,2,1,118,87,205
ARAMPAMPA,otras infecciones,enfermedad diarreica aguda,2012-01-01,0,5,6,12,0,0,0,0,3,3,0,0,9,20,29
ARANI,otras infecciones,enfermedad diarreica aguda,2012-01-01,7,5,9,17,1,1,0,0,1,6,0,0,18,29,47
ARBIETO,otras infecciones,enfermedad diarreica aguda,2012-01-01,9,8,9,17,0,0,1,0,4,3,3,1,26,29,55
ARQUE,otras infecciones,enfermedad diarreica aguda,2012-01-01,33,29,34,28,0,0,2,1,2,4,0,0,71,62,133
ASCENCION DE GUARAYOS,otras infecciones,enfermedad diarreica aguda,2012-01-01,31,32,56,39,2,3,0,0,0,0,2,2,91,76,167
ATOCHA,otras infecciones,enfermedad diarreica aguda,2012-01-01,16,20,46,44,8,13,10,12,49,28,7,5,136,122,258
AUCAPATA,otras infecciones,enfermedad diarreica aguda,2012-01-01,1,4,7,10,0,1,0,0,1,2,2,0,11,17,28
AYATA,otras infecciones,enfermedad diarreica aguda,2012-01-01,12,5,17,11,1,0,0,0,2,1,1,1,33,18,51
AYO AYO,otras infecciones,enfermedad diarreica aguda,2012-01-01,4,2,7,9,0,0,1,1,4,0,1,5,17,17,34
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,enfermedad diarreica aguda,2012-01-01,22,28,47,28,0,1,2,0,2,2,1,0,74,59,133
