,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
AYATA,mortalidad institucional,muerte materna,2009-01-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad institucional,muerte materna,2009-01-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-01-01,0,2,0,0,0,2,2
EL ALTO,mortalidad institucional,muerte materna,2009-01-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),mortalidad institucional,muerte materna,2009-01-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2009-01-01,0,2,0,0,0,2,2
ORURO,mortalidad institucional,muerte materna,2009-01-01,0,2,0,0,0,2,2
POTOSI,mortalidad institucional,muerte materna,2009-01-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte materna,2009-01-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-01-01,0,4,0,0,0,4,4
VILLA MONTES,mortalidad institucional,muerte materna,2009-01-01,0,1,0,0,0,1,1
AZURDUY,mortalidad institucional,muerte materna,2009-02-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-02-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2009-02-01,0,1,0,1,0,2,2
LA PAZ,mortalidad institucional,muerte materna,2009-02-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte materna,2009-02-01,0,1,0,0,0,1,1
POROMA,mortalidad institucional,muerte materna,2009-02-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte materna,2009-02-01,0,2,0,0,0,2,2
PUNA,mortalidad institucional,muerte materna,2009-02-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte materna,2009-02-01,0,2,0,0,0,2,2
CAMARGO,mortalidad institucional,muerte materna,2009-03-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-03-01,0,1,0,1,0,2,2
EL ALTO,mortalidad institucional,muerte materna,2009-03-01,0,1,0,1,0,2,2
LA PAZ,mortalidad institucional,muerte materna,2009-03-01,0,1,0,0,0,1,1
POCONA,mortalidad institucional,muerte materna,2009-03-01,0,0,0,1,0,1,1
PUNA,mortalidad institucional,muerte materna,2009-03-01,0,0,0,1,0,1,1
REYES,mortalidad institucional,muerte materna,2009-03-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte materna,2009-03-01,0,0,0,1,0,1,1
SAN PEDRO(PND),mortalidad institucional,muerte materna,2009-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-03-01,0,4,0,0,0,4,4
SANTA ROSA DEL SARA,mortalidad institucional,muerte materna,2009-03-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad institucional,muerte materna,2009-03-01,0,0,0,1,0,1,1
TUPIZA,mortalidad institucional,muerte materna,2009-03-01,0,0,0,1,0,1,1
AZURDUY,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
CARACOLLO,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
COROICO,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
CULPINA,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2009-04-01,0,1,0,1,0,2,2
ICLA,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
JESUS DE MACHACA,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
MIZQUE,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte materna,2009-04-01,0,2,0,0,0,2,2
POTOSI,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-04-01,0,4,0,0,0,4,4
SAPAHAQUI,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte materna,2009-04-01,0,1,0,0,0,1,1
TARIJA,mortalidad institucional,muerte materna,2009-04-01,0,2,0,0,0,2,2
TIQUIPAYA,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
TOLEDO,mortalidad institucional,muerte materna,2009-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-05-01,0,4,0,0,0,4,4
COLQUIRI,mortalidad institucional,muerte materna,2009-05-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2009-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2009-05-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte materna,2009-05-01,0,1,0,0,0,1,1
PADILLA,mortalidad institucional,muerte materna,2009-05-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte materna,2009-05-01,0,2,0,0,0,2,2
PUCARANI,mortalidad institucional,muerte materna,2009-05-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte materna,2009-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-05-01,0,1,0,0,0,1,1
TAPACARI,mortalidad institucional,muerte materna,2009-05-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte materna,2009-05-01,0,1,0,0,0,1,1
YACUIBA,mortalidad institucional,muerte materna,2009-05-01,0,1,0,0,0,1,1
YAMPARAEZ,mortalidad institucional,muerte materna,2009-05-01,0,0,0,1,0,1,1
BOLIVAR,mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-06-01,0,1,0,0,0,1,1
COROICO,mortalidad institucional,muerte materna,2009-06-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2009-06-01,0,3,0,0,0,3,3
HUANUNI,mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2009-06-01,0,2,0,0,0,2,2
ORURO,mortalidad institucional,muerte materna,2009-06-01,0,1,0,0,0,1,1
POROMA,mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte materna,2009-06-01,0,0,0,2,0,2,2
SAN LORENZO(TJA),mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-06-01,0,1,0,0,0,1,1
SORATA,mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte materna,2009-06-01,0,2,0,0,0,2,2
TARIJA,mortalidad institucional,muerte materna,2009-06-01,0,2,0,0,0,2,2
UYUNI,mortalidad institucional,muerte materna,2009-06-01,0,1,0,0,0,1,1
VILLAZON,mortalidad institucional,muerte materna,2009-06-01,0,0,0,1,0,1,1
CALACOTO,mortalidad institucional,muerte materna,2009-07-01,0,0,0,1,0,1,1
CAMIRI,mortalidad institucional,muerte materna,2009-07-01,0,2,0,0,0,2,2
CARANAVI,mortalidad institucional,muerte materna,2009-07-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,mortalidad institucional,muerte materna,2009-07-01,0,1,0,0,0,1,1
LA GUARDIA,mortalidad institucional,muerte materna,2009-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2009-07-01,0,2,0,0,0,2,2
MECAPACA,mortalidad institucional,muerte materna,2009-07-01,0,0,0,1,0,1,1
QUILLACOLLO,mortalidad institucional,muerte materna,2009-07-01,0,0,0,1,0,1,1
REYES,mortalidad institucional,muerte materna,2009-07-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-07-01,0,3,0,0,0,3,3
SUCRE,mortalidad institucional,muerte materna,2009-07-01,0,5,0,0,0,5,5
TARIJA,mortalidad institucional,muerte materna,2009-07-01,0,2,0,0,0,2,2
ANCORAIMES,mortalidad institucional,muerte materna,2009-08-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-08-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2009-08-01,0,2,0,0,0,2,2
EL TORNO,mortalidad institucional,muerte materna,2009-08-01,0,2,0,0,0,2,2
GUANAY,mortalidad institucional,muerte materna,2009-08-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2009-08-01,0,4,0,0,0,4,4
PORONGO,mortalidad institucional,muerte materna,2009-08-01,0,0,0,1,0,1,1
PUERTO SUAREZ,mortalidad institucional,muerte materna,2009-08-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte materna,2009-08-01,0,0,0,1,0,1,1
SORACACHI,mortalidad institucional,muerte materna,2009-08-01,0,0,0,1,0,1,1
SUCRE,mortalidad institucional,muerte materna,2009-08-01,0,1,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte materna,2009-08-01,0,1,0,0,0,1,1
COBIJA,mortalidad institucional,muerte materna,2009-09-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-09-01,0,4,0,0,0,4,4
CULPINA,mortalidad institucional,muerte materna,2009-09-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2009-09-01,0,0,0,1,0,1,1
GUANAY,mortalidad institucional,muerte materna,2009-09-01,0,0,0,1,0,1,1
MOCOMOCO,mortalidad institucional,muerte materna,2009-09-01,0,0,0,2,0,2,2
TARIJA,mortalidad institucional,muerte materna,2009-09-01,0,0,0,1,0,1,1
VINTO,mortalidad institucional,muerte materna,2009-09-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte materna,2009-10-01,0,0,0,1,0,1,1
CAJUATA,mortalidad institucional,muerte materna,2009-10-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-10-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2009-10-01,0,1,0,0,0,1,1
LA ASUNTA,mortalidad institucional,muerte materna,2009-10-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte materna,2009-10-01,0,1,0,0,0,1,1
PUNATA,mortalidad institucional,muerte materna,2009-10-01,0,1,0,0,0,1,1
RAVELO,mortalidad institucional,muerte materna,2009-10-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-10-01,0,3,0,0,0,3,3
TARABUCO,mortalidad institucional,muerte materna,2009-10-01,0,0,0,1,0,1,1
ANTEQUERA,mortalidad institucional,muerte materna,2009-11-01,0,0,0,1,0,1,1
BATALLAS,mortalidad institucional,muerte materna,2009-11-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte materna,2009-11-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2009-11-01,0,2,0,0,0,2,2
EL ALTO,mortalidad institucional,muerte materna,2009-11-01,0,0,0,1,0,1,1
EL TORNO,mortalidad institucional,muerte materna,2009-11-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2009-11-01,0,2,0,0,0,2,2
PADILLA,mortalidad institucional,muerte materna,2009-11-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,muerte materna,2009-11-01,0,1,0,0,0,1,1
SAN JULIAN,mortalidad institucional,muerte materna,2009-11-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-11-01,0,5,0,1,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),mortalidad institucional,muerte materna,2009-12-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte materna,2009-12-01,0,0,0,1,0,1,1
COROICO,mortalidad institucional,muerte materna,2009-12-01,0,1,0,0,0,1,1
COTAGAITA,mortalidad institucional,muerte materna,2009-12-01,0,0,0,1,0,1,1
LAS CARRERAS,mortalidad institucional,muerte materna,2009-12-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2009-12-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2009-12-01,0,1,0,0,0,1,1
SUCRE,mortalidad institucional,muerte materna,2009-12-01,0,2,0,0,0,2,2
TACOPAYA,mortalidad institucional,muerte materna,2009-12-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte materna,2009-12-01,0,1,0,0,0,1,1
TARVITA,mortalidad institucional,muerte materna,2009-12-01,0,0,0,1,0,1,1
