,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
APOLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,1,0,0,0,1,1
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,1,0,0,0,1,0,1
COLOMI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,0,0,1,0,1,1
JESUS DE MACHACA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,1,0,0,0,1,1
OMEREQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,0,1,0,1,0,1
PAILON,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,1,0,0,0,1,1
PORONGO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,1,1,0,1,1,2
VIACHA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,0,0,1,0,1,0,1
VILLAZON,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-01-01,1,0,0,0,1,0,1
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-02-01,0,0,1,1,1,1,2
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-02-01,1,0,0,0,1,0,1
GUANAY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-02-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-02-01,3,1,0,0,3,1,4
PRESTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-02-01,0,0,0,1,0,1,1
SANTA ANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-02-01,1,0,0,0,1,0,1
VIACHA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-02-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,1,0,0,0,1,0,1
CORQUE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,1,1,1,1,2
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,1,1,0,0,1,1,2
HUACARETA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,1,0,1,0,1
MOJOCOYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,1,0,1,0,1
SACACA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,1,0,1,0,1
TARIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,0,0,1,0,1,0,1
VILLAZON,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-03-01,1,0,0,1,1,1,2
CALAMARCA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,0,0,1,0,1,0,1
MOCOMOCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,0,1,0,0,0,1,1
PALOS BLANCOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,0,3,1,0,1,3,4
SACABA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,0,0,0,0,0,0,0
SUCRE,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-04-01,2,0,0,0,2,0,2
HUANUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-05-01,1,0,0,0,1,0,1
PATACAMAYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-05-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-05-01,2,1,0,0,2,1,3
CAIROMA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,1,0,0,0,1,0,1
CHALLAPATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,0,1,0,1,0,1
HUANUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,0,1,1,1,1,2
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,3,0,0,0,3,3
LICOMA PAMPA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,0,1,0,1,0,1
PAZÑA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,2,0,0,0,2,2
TIPUANI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-06-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,1,1,0,0,1,1,2
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,1,0,0,0,1,0,1
PALOS BLANCOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,0,0,1,0,1,0,1
PORONGO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,0,0,0,1,0,1,1
QUIME,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,0,0,0,0,0,0,0
YANACACHI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-07-01,0,0,1,0,1,0,1
APOLO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,0,0,1,1,1,1,2
COBIJA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,1,0,0,0,1,0,1
MAIRANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,0,1,0,0,0,1,1
RAVELO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,0,7,0,0,0,7,7
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,1,0,0,0,1,0,1
YACUIBA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-08-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-09-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-09-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-09-01,2,0,0,0,2,0,2
TINGUIPAYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-09-01,0,0,0,1,0,1,1
CARMEN RIVERO TORREZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,0,1,0,0,0,1,1
GUANAY,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,1,0,0,0,1,0,1
MOROCHATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,0,0,0,1,0,1,1
RAVELO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,28,0,0,0,28,0,28
TINGUIPAYA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,1,0,0,0,1,0,1
WARNES,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-10-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-11-01,0,1,0,0,0,1,1
OCURI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-11-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-11-01,0,1,0,0,0,1,1
PALOS BLANCOS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-11-01,1,0,0,0,1,0,1
SANTA ANA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-11-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-11-01,0,0,0,0,0,0,0
YOTALA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-11-01,0,0,0,1,0,1,1
CARANAVI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-12-01,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-12-01,0,0,1,0,1,0,1
HUANUNI,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-12-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-12-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-12-01,1,2,0,0,1,2,3
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-12-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad institucional,muerte  menor de 5 anos por diarrea,2009-12-01,0,1,0,0,0,1,1
