,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACHOCALLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
ANCORAIMES,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,1,0,0,0,1,1
ARAMPAMPA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
BAURES,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,0,2,0,2,2
CARACOLLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,1,0,0,0,1,0,1
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,1,1,1,2
CHARAGUA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,1,0,0,0,1,1
COLLANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,0,1,0,1,1
COPACABANA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,5,8,1,1,6,9,15
EUREKA (SANTOS MERCADO),mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
ICLA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,0,1,0,1,1
JESUS DE MACHACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,2,0,2,0,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,16,14,0,0,16,14,30
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,5,0,0,0,5,0,5
QUILLACOLLO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,2,1,2,3
REYES,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,4,0,0,0,4,0,4
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,6,6,1,0,7,6,13
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,4,3,0,0,4,3,7
TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,1,0,1,0,2,0,2
VILLA TUNARI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,1,0,1,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,1,0,1,0,1
WALDO BALLIVIAN,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,0,0,0,1,0,1,1
YANACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-01-01,1,0,0,0,1,0,1
ALCALA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
AYATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
AYO AYO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,1,1,1,0,2,1,3
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,1,1,1,1,2,3
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,5,0,0,0,5,0,5
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,9,5,3,2,12,7,19
GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,17,16,1,2,18,18,36
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
PALCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,2,6,0,0,2,6,8
PUCARANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,1,1,1,2
PUERTO CARABUCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,1,0,0,0,1,1
PUERTO SUAREZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
PUNA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
REYES,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
SAN CARLOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,2,1,1,2,3,3,6
SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,1,3,0,0,1,3,4
SORACACHI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,1,0,1,0,1
SORATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,1,0,0,1,1,1,2
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,3,4,1,2,4,6,10
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,3,3,1,0,4,3,7
TRINIDAD,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,1,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,muerte menor de 5 anos por otras causas,2009-02-01,0,0,0,1,0,1,1
AYO AYO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,1,0,2,0,3,0,3
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,1,0,0,0,1,0,1
CHARAÑA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,1,0,0,0,1,0,1
COBIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,3,0,0,0,3,0,3
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,0,1,0,1,1
COROICO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,6,7,6,2,12,9,21
ENTRE RIOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
GUANAY,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,1,0,0,0,1,0,1
HUACARETA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,2,0,2,0,2
JESUS DE MACHACA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,18,16,0,1,18,17,35
MACHARETI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,1,0,0,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,1,3,0,0,1,3,4
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,7,0,0,0,7,0,7
PUCARA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
PUCARANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,1,1,1,2
PUERTO ACOSTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
PUERTO GONZALO MORENO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
PUERTO QUIJARRO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,2,0,0,0,2,2
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,5,6,0,0,5,6,11
TORO TORO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,4,0,4,0,4
UNCIA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,1,0,0,0,1,0,1
YACUIBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,1,0,0,0,1,1
YAPACANI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-03-01,0,0,1,0,1,0,1
ANCORAIMES,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
ARQUE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
AYATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
BETANZOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,0,1,0,2,0,2
CARANAVI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,1,0,0,0,1,1
CHAQUI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
CHARAÑA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,0,0,0,1,0,1
CHIMORE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,3,0,0,1,3,4
COLOMI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,2,0,2,0,2
COTAGAITA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
COTOCA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
DESAGUADERO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,6,5,2,2,8,7,15
EUCALIPTUS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,1,1,1,2,2,4
HUANUNI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
IXIAMAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,21,16,2,1,23,17,40
LAGUNILLAS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
MOJINETE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,0,0,1,1,1,2
OCURI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,11,7,0,1,11,8,19
POTOSI,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,4,0,0,0,4,4
PUERTO ACOSTA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,0,0,0,1,0,1
PUERTO RICO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
RURRENABAQUE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,2,1,0,0,2,1,3
SAMAIPATA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
SAN CARLOS,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,2,2,0,0,2,2,4
SAN RAFAEL,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,1,0,0,1,1,2
SUCRE,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,4,9,0,1,4,10,14
TARIJA,mortalidad institucional,muerte menor de 5 anos por otras causas,2009-04-01,1,1,0,0,1,1,2
