,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
APOLO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,0,1,0,1,0,1
COMARAPA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,0,2,0,2,0,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,1,0,0,0,1,1
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,0,0,1,0,1,1
PUCARANI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,0,1,0,1,0,1
TINGUIPAYA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,0,1,0,1,0,1
VIACHA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-01-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-02-01,0,1,0,0,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-02-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-02-01,0,3,0,0,0,3,3
PUERTO VILLARROEL,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-02-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-02-01,1,0,0,0,1,0,1
VILLA MONTES,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-02-01,1,0,0,0,1,0,1
MOROCHATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-03-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-03-01,1,0,0,0,1,0,1
TURCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-03-01,0,0,0,1,0,1,1
COBIJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-04-01,2,1,0,0,2,1,3
COPACABANA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-04-01,0,0,1,3,1,3,4
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-04-01,0,1,0,0,0,1,1
PUERTO SUAREZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-04-01,0,1,0,0,0,1,1
SACABA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-04-01,0,0,0,0,0,0,0
CARANAVI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-05-01,0,1,0,0,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-05-01,0,1,0,1,0,2,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-05-01,1,0,0,1,1,1,2
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-05-01,0,0,1,1,1,1,2
PUERTO SUAREZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-05-01,0,1,0,0,0,1,1
ACHACACHI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,1,0,0,0,1,1
COLOMI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,1,0,1,0,2,2
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,0,1,0,1,0,1
LAS CARRERAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,0,1,0,0,0,1,1
INCAHUASI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,2,1,0,0,2,1,3
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,0,1,0,0,0,1,1
OMEREQUE,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,0,0,1,0,1,0,1
PUERTO SUAREZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-07-01,2,1,0,0,2,1,3
AIQUILE,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-08-01,1,0,0,0,1,0,1
CULPINA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-08-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-08-01,1,0,0,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-08-01,0,1,0,0,0,1,1
SAN CARLOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-08-01,2,0,0,0,2,0,2
CARANAVI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,1,1,0,0,1,1,2
COBIJA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,1,1,0,0,1,1,2
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,2,2,0,1,2,3,5
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,2,0,0,0,2,0,2
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,0,0,2,0,2,0,2
SAN LUCAS,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,0,1,0,0,0,1,1
TOLEDO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-09-01,0,0,1,0,1,0,1
COTOCA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-10-01,0,1,0,0,0,1,1
PATACAMAYA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-10-01,0,1,0,1,0,2,2
RIBERALTA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-10-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-10-01,45,0,0,0,45,0,45
UYUNI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-10-01,0,0,1,0,1,0,1
VIACHA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-10-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,0,2,1,3,1,4
LA PAZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,0,0,0,1,0,1
ORURO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,0,0,0,1,0,1
RAVELO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,0,0,1,0,1,0,1
ROBORE,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,1,0,0,1,1,2
SACABA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,0,0,1,1,1,1,2
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,0,0,0,1,0,1
TIPUANI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-11-01,1,0,0,0,1,0,1
EL ALTO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-12-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-12-01,1,0,0,0,1,0,1
POCOATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-12-01,0,0,0,1,0,1,1
POTOSI,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-12-01,0,1,0,0,0,1,1
PUNATA,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-12-01,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-12-01,0,0,0,1,0,1,1
YAMPARAEZ,mortalidad institucional,muerte menor de 5 anos por neumonia,2009-12-01,1,0,0,0,1,0,1
