,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACHACACHI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,1,2,1,3
AIQUILE,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,0,0,1,0,1
ALCALA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
ANCORAIMES,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,3,0,3,0,3
ASCENCION DE GUARAYOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,2,0,0,0,2,2
AYO AYO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,6,1,6,1,7
BOYUIBE,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
BUENA VISTA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,1,1,1,2
CABEZAS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,2,0,2,2
CAIROMA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
CALACOTO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,1,2,1,3
CAMARGO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,2,0,1,1,3,4
CARACOLLO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
CARANAVI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,2,0,2,0,4,0,4
CARIPUYO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
CATACORA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,7,2,7,9
CHARAGUA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,1,0,2,0,2
CHARAÑA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,3,0,11,4,14,4,18
CHUMA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
COBIJA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,3,2,0,0,3,2,5
COCHABAMBA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,37,33,7,3,44,36,80
"COLCHA ""K""",mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
COLLANA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,1,1,1,2
COLOMI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,4,1,4,1,5
COLPA BELGICA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
COMARAPA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,1,0,2,0,2
COMBAYA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
CONCEPCION,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,0,0,0,1,1
CORIPATA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,2,1,2,3
COROICO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,2,2,2,3,5
CORQUE,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,1,1,1,2
COTAGAITA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
COTOCA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,1,2,1,3
CUEVO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,1,1,1,2
CULPINA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,3,2,3,5
CURAHUARA DE CARANGAS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
EL ALTO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,9,7,12,20,21,27,48
EL PUENTE(STC),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,0,2,0,2
EL PUENTE(TJA),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,2,0,2,2
EL TORNO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,2,2,3,2,5
ENTRE RIOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,2,4,3,4,7
EUCALIPTUS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,1,2,1,3
FERNANDEZ ALONSO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,2,0,3,0,3
GUANAY,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,1,2,1,3
GUAYARAMERIN,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,1,7,1,8,2,10
GUTIERREZ,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,2,2,2,3,5
HUACARETA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,1,1,1,2
HUANUNI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,1,4,1,5,6
HUAYLLAMARCA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,2,0,2,2
ICLA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,1,1,1,2
JESUS DE MACHACA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,0,2,1,2,3
LA ASUNTA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,5,2,5,2,7
LA GUARDIA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,2,0,2,2
LA PAZ,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,109,69,4,16,113,85,198
LAGUNILLAS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
LAJA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,3,0,3,0,3
LICOMA PAMPA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
LLALLAGUA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,0,2,0,3,3
LURIBAY,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,0,2,0,2
MACHARETI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,5,0,5,5
MAGDALENA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,0,0,1,0,1
MAPIRI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
MINEROS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
MOCOMOCO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,3,0,3,3
MONTEAGUDO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,3,2,3,3,6
MONTERO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,8,6,8,6,14
MOROCHATA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
OMEREQUE,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,11,9,1,0,12,9,21
PADCAYA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
PADILLA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,3,2,3,2,5
PALOS BLANCOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
PATACAMAYA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,3,5,3,5,8
POCONA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,0,0,1,0,1
PORTACHUELO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,0,0,1,0,1
POTOSI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,18,20,0,0,18,20,38
PRESTO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
PUCARANI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,4,4,4,4,8
PUERTO ACOSTA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,0,0,1,0,1
PUERTO CARABUCO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
PUERTO QUIJARRO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
PUERTO SUAREZ,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,3,0,4,0,4
PUNA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,3,0,3,3
PUNATA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,2,2,2,4
QUILLACOLLO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,9,10,9,10,19
QUIME,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,2,1,2,3
RIBERALTA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,3,5,3,4,6,9,15
RURRENABAQUE,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,1,1,2,1,3
SACABA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,8,5,8,5,13
SACACA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
SAMAIPATA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
SAN ANDRES DE MACHACA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
SAN CARLOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,6,1,6,2,8
SAN IGNACIO DE VELASCO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,2,0,3,3,5,3,8
SAN JOSE DE CHIQUITOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,2,1,2,2,4
SAN LUCAS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,9,10,9,10,19
SAN MIGUEL DE VELASCO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,2,1,0,0,2,1,3
SAN PEDRO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,28,29,5,2,33,31,64
SANTA ROSA DEL SARA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,1,0,2,0,2
SANTIAGO DE CALLAPA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
SAPAHAQUI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
SICA SICA (VILLA AROMA),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
SORATA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,0,0,1,0,1
SUCRE,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,10,11,1,2,11,13,24
TARIJA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,19,13,8,4,27,17,44
TARVITA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
TIPUANI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,0,2,0,2
TOLEDO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,2,0,2,2
TRINIDAD,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,8,4,3,5,11,9,20
TUPIZA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,1,2,1,3,4
VALLEGRANDE,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,1,0,0,0,1,1
VIACHA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,1,1,1,2
VILLA MONTES,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,2,0,0,0,2,0,2
VILLA SERRANO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,2,1,2,3
VILLA TUNARI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,2,5,3,1,5,6,11
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,2,0,2,0,2
VILLAZON,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,1,0,4,2,5,2,7
YACUIBA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,3,2,9,11,12,13,25
YAMPARAEZ,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,2,0,2,2
YANACACHI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,1,0,1,0,1
YAPACANI,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
YOTALA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-01-01,0,0,0,1,0,1,1
ACHOCALLA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,0,0,1,0,1,1
ALALAY,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,0,1,0,1,0,1
ANDAMARCA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,0,4,1,4,1,5
ASCENCION DE GUARAYOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,1,0,0,0,1,0,1
ATOCHA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,1,0,0,0,1,1
AYO AYO,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,0,0,2,0,2,2
AZURDUY,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,0,0,1,0,1,1
BETANZOS,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,0,1,2,1,2,3
BOLPEBRA,mortalidad institucional,otras muertes en mayores de 5 anos,2009-02-01,0,0,1,1,1,1,2
