,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ASCENCION DE GUARAYOS,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,1,1,0,1,0,0,1,0,0,1,4,2,1,4,0,1,0,10,7,17
BERMEJO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAMARGO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
CARAPARI,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5
CHARAGUA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHIMORE,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3
COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2018-01-01,1,0,0,1,11,5,10,16,5,4,1,2,2,2,2,0,1,2,2,1,35,33,68
COLCAPIRHUA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
CUATRO CAÑADAS,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CULPINA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,2,5,8,5,0,5,1,2,0,2,0,0,0,0,0,0,11,19,30
EL TORNO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GUANAY,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,1,1,5,5,3,2,1,0,0,0,0,0,0,0,0,0,0,8,10,18
LA GUARDIA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
LA PAZ,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,5,9,14,14,8,0,3,5,1,4,0,0,2,2,3,0,36,34,70
MAGDALENA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAIRANA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MAPIRI,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MONTEAGUDO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,1,0,0,9,1,10
ORURO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,6,5,6,15,9,11,5,3,1,3,1,6,3,1,0,1,1,1,3,46,35,81
POJO (CBBA),inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUNATA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAMAIPATA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BORJA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4
SAN LUCAS,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN PEDRO,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN RAFAEL,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA ANA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,14,19,19,19,17,10,3,12,7,8,0,0,0,0,0,2,60,70,130
SANTA ROSA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SHINAOTA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,5
SIPE SIPE,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SUCRE,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,2,1,1,1,1,4,0,1,0,0,0,0,0,0,0,0,4,7,11
TAPACARI,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TARATA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,3,1,3,0,0,2,0,0,0,0,0,0,0,0,0,3,6,9
TEOPONTE,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TIQUIPAYA,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,inmunoprevenibles,hepatitis viral a*,2018-01-01,1,0,1,0,12,8,34,37,11,16,11,1,9,17,5,2,0,1,0,2,84,84,168
URIONDO (A. CONCEPCION),inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VALLEGRANDE,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
VILLA TUNARI,inmunoprevenibles,hepatitis viral a*,2018-01-01,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
ANCORAIMES,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMARGO,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,5
CARAPARI,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
CHARAGUA,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHIMORE,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COBIJA,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,3
COCHABAMBA,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,5,7,17,7,2,4,0,3,4,0,0,0,1,0,0,0,29,21,50
COLCAPIRHUA,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COLOMI,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTOCA,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CULPINA,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
EL ALTO,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,1,1,5,5,2,0,0,0,0,0,0,0,0,0,1,6,9,15
EL TORNO,inmunoprevenibles,hepatitis viral a*,2018-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
