,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHACACHI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,1,0,0,0,8,0,8
ANDAMARCA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
APOLO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AYO AYO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
BATALLAS,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALACOTO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CALAMARCA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2,4
CAQUIAVIRI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARACOLLO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,3,0,5,1,1,2,0,1,0,1,0,0,9,6,15
CARANAVI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5
CHALLAPATA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,4,5
CHAQUI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CHARAÑA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CHUA COCANI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,2,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,7,1,8
COBIJA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
COCHABAMBA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,1,1,2,0,0,0,0,0,12,2,0,0,1,0,0,1,16,4,20
COLCAPIRHUA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,5,1,6
COLQUENCHA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3
CORIPATA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
CORQUE,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTAGAITA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CUEVO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,3
DESAGUADERO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
EL ALTO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,1,2,4,5,14,3,19,11,11,16,0,1,0,1,0,0,49,39,88
EL PUENTE(TJA),inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL TORNO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
GUANAY,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GUAYARAMERIN,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
HUANUNI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,5,1,6
HUARINA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICHOCA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
IRUPANA (VILLA DE LANZA),inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,3,4
LA ASUNTA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,4,5
LA PAZ,inmunoprevenibles,parotiditis,2018-01-01,0,0,1,1,4,7,2,3,14,5,26,25,36,31,11,3,2,4,1,1,97,80,177
LAJA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,2,3,5
MACHACAMARCA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3
MAGDALENA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,2,2,0,1,2,2,1,0,0,0,0,0,0,0,0,1,5,6,11
MAPIRI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MECAPACA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,3
MONTERO,inmunoprevenibles,parotiditis,2018-01-01,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,4
MOROCHATA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
OMEREQUE,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,2,4,2,7,14,22,36,24,51,31,5,2,2,7,1,2,113,99,212
PADCAYA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PALCA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PALOS BLANCOS,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
PATACAMAYA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,6,1,1,2,0,0,0,0,0,1,7,4,11
PAZÑA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PELECHUCO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POCONA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POJO (CBBA),inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POOPO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
POTOSI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUCARANI,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,3,5
PUERTO RICO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUIABAYA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QUIME,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
RIBERALTA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RURRENABAQUE,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SABAYA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SACABA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SACABAMBA,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE QUEMES,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN RAFAEL,inmunoprevenibles,parotiditis,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
