,group,variable,month,a. < de 6 meses,a. < de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,DENTRO,FUERA,TOTAL
municipality,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHOCALLA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
AIQUILE,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ALCALA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3
ANCORAIMES,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANDAMARCA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANTEQUERA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANZALDO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARBIETO,inmunoprevenibles,varicela,2018-01-01,0,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ASCENCION DE GUARAYOS,inmunoprevenibles,varicela,2018-01-01,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BATALLAS,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BAURES,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BELLA FLOR,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
BERMEJO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BETANZOS,inmunoprevenibles,varicela,2018-01-01,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,6
BOYUIBE,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BUENA VISTA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CABEZAS,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAIROMA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
CAMARGO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,5
CAMIRI,inmunoprevenibles,varicela,2018-01-01,1,0,1,1,2,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,7,5,12
CAPINOTA,inmunoprevenibles,varicela,2018-01-01,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CARACOLLO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CARANAVI,inmunoprevenibles,varicela,2018-01-01,1,0,0,0,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,7,12
CARAPARI,inmunoprevenibles,varicela,2018-01-01,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CARMEN RIVERO TORREZ,inmunoprevenibles,varicela,2018-01-01,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHARAÑA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHIMORE,inmunoprevenibles,varicela,2018-01-01,0,0,2,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,4,6,10
CHULUMANI (V. DE LA LIBERTAD),inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CKOCHAS,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
CLIZA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,inmunoprevenibles,varicela,2018-01-01,0,0,4,0,6,7,1,3,0,0,0,0,1,2,0,0,0,0,0,0,12,12,24
COCHABAMBA,inmunoprevenibles,varicela,2018-01-01,4,1,2,3,23,26,9,6,7,7,6,5,7,6,0,0,0,1,0,0,58,55,113
COLCAPIRHUA,inmunoprevenibles,varicela,2018-01-01,0,2,0,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,7,9
COLOMI,inmunoprevenibles,varicela,2018-01-01,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5
COLPA BELGICA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUECHACA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
COMARAPA,inmunoprevenibles,varicela,2018-01-01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CONCEPCION,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COPACABANA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
CORIPATA,inmunoprevenibles,varicela,2018-01-01,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,6
COROICO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CORQUE,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTAGAITA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COTOCA,inmunoprevenibles,varicela,2018-01-01,0,3,1,0,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30
CUATRO CAÑADAS,inmunoprevenibles,varicela,2018-01-01,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CURAHUARA DE CARANGAS,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
CURVA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
DESAGUADERO,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
EL ALTO,inmunoprevenibles,varicela,2018-01-01,1,0,2,1,8,6,6,7,4,1,6,4,4,4,0,0,0,0,1,1,32,24,56
EL PUENTE(STC),inmunoprevenibles,varicela,2018-01-01,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
EL PUENTE(TJA),inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
EL TORNO,inmunoprevenibles,varicela,2018-01-01,0,1,3,3,6,7,1,2,2,0,0,0,0,1,0,0,0,0,0,0,12,14,26
ENTRE RIOS TRJ,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,inmunoprevenibles,varicela,2018-01-01,0,0,2,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,6,14
FERNANDEZ ALONSO,inmunoprevenibles,varicela,2018-01-01,0,0,3,3,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
GENERAL SAAVEDRA,inmunoprevenibles,varicela,2018-01-01,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,7
GUANAY,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
GUAYARAMERIN,inmunoprevenibles,varicela,2018-01-01,2,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
HUACARETA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUACAYA (VILLA DE HUACAYA),inmunoprevenibles,varicela,2018-01-01,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
HUANUNI,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
HUATAJATA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ICLA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
INGAVI (HUMAITA),inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),inmunoprevenibles,varicela,2018-01-01,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,6
LA ASUNTA,inmunoprevenibles,varicela,2018-01-01,1,0,0,1,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,6,11
LA GUARDIA,inmunoprevenibles,varicela,2018-01-01,2,1,3,2,8,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
LA PAZ,inmunoprevenibles,varicela,2018-01-01,0,1,1,4,6,9,15,4,8,3,11,3,12,12,2,4,0,0,3,0,58,40,98
LAJA,inmunoprevenibles,varicela,2018-01-01,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
LAS CARRERAS,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
LLALLAGUA,inmunoprevenibles,varicela,2018-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
