,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACACIO,otras infecciones,ira sin neumonia,2009-01-01,11,13,14,11,1,0,1,3,4,12,1,2,32,41,73
ACHACACHI,otras infecciones,ira sin neumonia,2009-01-01,33,47,60,40,14,8,5,21,29,61,19,14,160,191,351
ACHOCALLA,otras infecciones,ira sin neumonia,2009-01-01,11,9,16,10,4,5,5,4,7,10,2,1,45,39,84
AIQUILE,otras infecciones,ira sin neumonia,2009-01-01,42,39,50,65,5,8,9,12,19,24,14,7,139,155,294
ALALAY,otras infecciones,ira sin neumonia,2009-01-01,2,1,10,2,0,0,1,3,3,11,0,0,16,17,33
ALCALA,otras infecciones,ira sin neumonia,2009-01-01,9,10,47,47,5,7,11,14,10,72,3,5,85,155,240
ANCORAIMES,otras infecciones,ira sin neumonia,2009-01-01,13,14,19,8,5,2,5,4,8,27,9,12,59,67,126
ANDAMARCA,otras infecciones,ira sin neumonia,2009-01-01,7,9,11,11,3,3,3,7,8,13,4,7,36,50,86
ANTEQUERA,otras infecciones,ira sin neumonia,2009-01-01,9,4,7,8,6,4,3,4,10,10,1,4,36,34,70
ANZALDO,otras infecciones,ira sin neumonia,2009-01-01,8,8,11,9,2,3,2,3,5,12,2,6,30,41,71
APOLO,otras infecciones,ira sin neumonia,2009-01-01,41,44,50,74,3,6,2,9,13,27,7,4,116,164,280
ARAMPAMPA,otras infecciones,ira sin neumonia,2009-01-01,4,7,16,29,1,1,2,3,4,10,1,0,28,50,78
ARANI,otras infecciones,ira sin neumonia,2009-01-01,17,14,21,16,4,3,1,4,0,6,1,3,44,46,90
ARBIETO,otras infecciones,ira sin neumonia,2009-01-01,8,6,18,22,2,2,1,4,1,12,2,6,32,52,84
ARQUE,otras infecciones,ira sin neumonia,2009-01-01,16,17,31,20,1,2,1,2,8,26,0,2,57,69,126
ASCENCION DE GUARAYOS,otras infecciones,ira sin neumonia,2009-01-01,92,67,111,105,16,15,12,11,22,26,15,13,268,237,505
ATOCHA,otras infecciones,ira sin neumonia,2009-01-01,34,17,41,46,9,7,6,8,19,53,2,3,111,134,245
AUCAPATA,otras infecciones,ira sin neumonia,2009-01-01,4,3,6,8,4,3,0,1,9,11,3,2,26,28,54
AYATA,otras infecciones,ira sin neumonia,2009-01-01,15,13,15,18,3,4,2,1,5,17,4,4,44,57,101
AYO AYO,otras infecciones,ira sin neumonia,2009-01-01,16,7,16,9,5,3,3,8,9,19,5,4,54,50,104
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,ira sin neumonia,2009-01-01,92,65,100,104,19,11,14,40,44,64,13,15,282,299,581
AZURDUY,otras infecciones,ira sin neumonia,2009-01-01,22,28,70,92,2,5,11,13,16,67,6,6,127,211,338
BATALLAS,otras infecciones,ira sin neumonia,2009-01-01,18,6,22,13,9,5,2,4,10,20,18,5,79,53,132
