,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
APOLO,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BOLPEBRA,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAJUATA,otras infecciones,leishmaniasis,2009-01-01,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
CARANAVI,otras infecciones,leishmaniasis,2009-01-01,0,0,1,0,0,1,1,0,0,1,0,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,0,6,2,1,0,7,2,9
COBIJA,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
EL ALTO,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUANAY,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,0,2,0,1,0,3,0,3
GUAYARAMERIN,otras infecciones,leishmaniasis,2009-01-01,1,1,0,0,0,0,2,0,0,0,0,0,3,1,4
IRUPANA (VILLA DE LANZA),otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,1,0,2,0,1,0,1,0,5,0,5
IXIAMAS,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
LA ASUNTA,otras infecciones,leishmaniasis,2009-01-01,0,0,1,0,2,0,3,0,5,2,0,0,11,2,13
LA PAZ,otras infecciones,leishmaniasis,2009-01-01,0,0,1,1,1,1,2,0,7,2,2,0,13,4,17
PALOS BLANCOS,otras infecciones,leishmaniasis,2009-01-01,0,0,1,0,0,1,3,0,5,3,0,0,9,4,13
PUERTO GONZALO MORENO,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO VILLARROEL,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
REYES,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,2,0,3,1,0,0,5,1,6
RIBERALTA,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
RURRENABAQUE,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,2,2,4,2,0,0,6,4,10
SAN BORJA,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SAN BUENA VENTURA,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,1,0,2,0,4,2,0,0,7,2,9
SAN IGNACIO,otras infecciones,leishmaniasis,2009-01-01,0,0,0,0,0,0,0,1,4,1,0,0,4,2,6
