,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
ACHACACHI,otras infecciones,neumonia,2009-01-01,13,10,11,5,0,2,0,0,0,0,3,2,27,19,46
ACHOCALLA,otras infecciones,neumonia,2009-01-01,3,1,0,4,0,0,0,0,0,0,0,0,3,5,8
AIQUILE,otras infecciones,neumonia,2009-01-01,21,10,22,16,0,0,0,0,0,2,1,0,44,28,72
ALALAY,otras infecciones,neumonia,2009-01-01,2,0,1,0,0,0,0,0,0,0,0,0,3,0,3
ALCALA,otras infecciones,neumonia,2009-01-01,0,0,0,0,0,1,1,0,0,0,1,0,2,1,3
ANCORAIMES,otras infecciones,neumonia,2009-01-01,3,1,1,1,3,0,0,0,0,0,0,0,7,2,9
ANTEQUERA,otras infecciones,neumonia,2009-01-01,2,5,0,1,1,0,1,1,1,2,1,1,6,10,16
ARAMPAMPA,otras infecciones,neumonia,2009-01-01,4,0,0,1,0,0,0,1,0,0,0,1,4,3,7
ARANI,otras infecciones,neumonia,2009-01-01,4,1,1,4,0,0,0,0,0,2,0,0,5,7,12
ARBIETO,otras infecciones,neumonia,2009-01-01,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
ARQUE,otras infecciones,neumonia,2009-01-01,1,3,0,0,0,0,0,0,0,1,0,0,1,4,5
ASCENCION DE GUARAYOS,otras infecciones,neumonia,2009-01-01,33,32,27,28,1,0,2,1,8,6,5,4,76,71,147
ATOCHA,otras infecciones,neumonia,2009-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AUCAPATA,otras infecciones,neumonia,2009-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,otras infecciones,neumonia,2009-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AYO AYO,otras infecciones,neumonia,2009-01-01,1,1,1,1,0,0,0,0,0,0,0,0,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),otras infecciones,neumonia,2009-01-01,0,0,1,2,0,0,0,0,0,1,2,0,3,3,6
AZURDUY,otras infecciones,neumonia,2009-01-01,9,9,5,3,0,0,0,0,0,0,0,0,14,12,26
BATALLAS,otras infecciones,neumonia,2009-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BAURES,otras infecciones,neumonia,2009-01-01,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
BELEN DE ANDAMARCA,otras infecciones,neumonia,2009-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,otras infecciones,neumonia,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
BERMEJO,otras infecciones,neumonia,2009-01-01,2,5,5,1,0,0,0,0,4,3,1,0,12,9,21
BETANZOS,otras infecciones,neumonia,2009-01-01,24,12,4,8,1,0,0,1,2,4,3,1,34,26,60
BOLIVAR,otras infecciones,neumonia,2009-01-01,8,1,12,8,0,0,0,0,1,1,0,1,21,11,32
