municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
LA PAZ,sospecha diagnostica,sarampion / rubeola,2007-01-01,1.0,0.0,0.0,0.0,0.0,1.0
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2007-01-01,0.0,0.0,1.0,0.0,0.0,1.0
PAILON,sospecha diagnostica,sarampion / rubeola,2007-01-01,0.0,0.0,1.0,0.0,0.0,1.0
TRINIDAD,sospecha diagnostica,sarampion / rubeola,2007-01-01,0.0,0.0,1.0,2.0,0.0,3.0
LA PAZ,sospecha diagnostica,sarampion / rubeola,2007-02-01,1.0,0.0,0.0,0.0,0.0,1.0
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
ORURO,sospecha diagnostica,sarampion / rubeola,2007-02-01,0.0,0.0,1.0,0.0,0.0,1.0
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2007-02-01,1.0,0.0,0.0,0.0,0.0,1.0
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2007-03-01,1.0,0.0,0.0,0.0,0.0,1.0
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2007-03-01,0.0,0.0,1.0,0.0,0.0,1.0
EL ALTO,sospecha diagnostica,sarampion / rubeola,2007-04-01,0.0,1.0,0.0,1.0,0.0,2.0
EL ALTO,sospecha diagnostica,sarampion / rubeola,2007-05-01,0.0,0.0,0.0,1.0,0.0,1.0
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2007-05-01,0.0,2.0,1.0,0.0,0.0,3.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2007-05-01,0.0,0.0,0.0,1.0,0.0,1.0
TARIJA,sospecha diagnostica,sarampion / rubeola,2007-05-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA SERRANO,sospecha diagnostica,sarampion / rubeola,2007-05-01,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2007-07-01,0.0,0.0,1.0,0.0,0.0,1.0
ORURO,sospecha diagnostica,sarampion / rubeola,2007-07-01,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2007-08-01,5.0,2.0,1.0,0.0,0.0,8.0
EL ALTO,sospecha diagnostica,sarampion / rubeola,2007-08-01,0.0,0.0,3.0,0.0,0.0,3.0
MONTEAGUDO,sospecha diagnostica,sarampion / rubeola,2007-08-01,0.0,0.0,1.0,0.0,0.0,1.0
TARIJA,sospecha diagnostica,sarampion / rubeola,2007-08-01,0.0,1.0,0.0,0.0,0.0,1.0
CARMEN RIVERO TORREZ,sospecha diagnostica,sarampion / rubeola,2007-09-01,0.0,0.0,1.0,0.0,0.0,1.0
COLCAPIRHUA,sospecha diagnostica,sarampion / rubeola,2007-09-01,1.0,0.0,0.0,0.0,0.0,1.0
EL ALTO,sospecha diagnostica,sarampion / rubeola,2007-09-01,1.0,0.0,0.0,0.0,0.0,1.0
PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2007-09-01,0.0,0.0,0.0,1.0,0.0,1.0
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2007-09-01,0.0,1.0,1.0,0.0,0.0,2.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2007-09-01,2.0,0.0,0.0,0.0,0.0,2.0
CLIZA,sospecha diagnostica,sarampion / rubeola,2007-10-01,1.0,1.0,0.0,0.0,0.0,2.0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2007-10-01,1.0,1.0,1.0,0.0,0.0,3.0
COTOCA,sospecha diagnostica,sarampion / rubeola,2007-10-01,0.0,0.0,1.0,0.0,0.0,1.0
EL ALTO,sospecha diagnostica,sarampion / rubeola,2007-10-01,0.0,0.0,2.0,0.0,0.0,2.0
EL TORNO,sospecha diagnostica,sarampion / rubeola,2007-10-01,0.0,0.0,1.0,0.0,0.0,1.0
LA PAZ,sospecha diagnostica,sarampion / rubeola,2007-10-01,0.0,1.0,1.0,0.0,0.0,2.0
SUCRE,sospecha diagnostica,sarampion / rubeola,2007-10-01,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2007-11-01,0.0,1.0,2.0,0.0,0.0,3.0
EL ALTO,sospecha diagnostica,sarampion / rubeola,2007-11-01,0.0,0.0,2.0,0.0,0.0,2.0
HUACHACALLA,sospecha diagnostica,sarampion / rubeola,2007-11-01,0.0,0.0,1.0,0.0,0.0,1.0
LA PAZ,sospecha diagnostica,sarampion / rubeola,2007-11-01,0.0,1.0,4.0,0.0,0.0,5.0
LLALLAGUA,sospecha diagnostica,sarampion / rubeola,2007-11-01,0.0,1.0,0.0,0.0,0.0,1.0
SAN IGNACIO,sospecha diagnostica,sarampion / rubeola,2007-11-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,sarampion / rubeola,2007-11-01,0.0,0.0,1.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,sarampion / rubeola,2007-12-01,0.0,1.0,0.0,0.0,0.0,1.0
EL ALTO,sospecha diagnostica,sarampion / rubeola,2007-12-01,0.0,1.0,1.0,0.0,0.0,2.0
PORTACHUELO,sospecha diagnostica,sarampion / rubeola,2007-12-01,0.0,0.0,1.0,1.0,0.0,2.0
QUILLACOLLO,sospecha diagnostica,sarampion / rubeola,2007-12-01,2.0,0.0,0.0,0.0,0.0,2.0
