municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
SAN PEDRO,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA ANA,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,rabia humana,2007-01-01,0.0,1.0,0.0,0.0,0.0,1.0
TARIJA,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
VILLAZON,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,1.0,0.0,0.0,1.0
YACUIBA,sospecha diagnostica,rabia humana,2007-01-01,0.0,0.0,0.0,0.0,4.0,4.0
EL VILLAR,sospecha diagnostica,rabia humana,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
SAN PEDRO,sospecha diagnostica,rabia humana,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
SUCRE,sospecha diagnostica,rabia humana,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
CAMIRI,sospecha diagnostica,rabia humana,2007-03-01,0.0,0.0,1.0,1.0,1.0,3.0
SACACA,sospecha diagnostica,rabia humana,2007-03-01,0.0,0.0,0.0,0.0,1.0,1.0
SUCRE,sospecha diagnostica,rabia humana,2007-03-01,0.0,0.0,0.0,2.0,0.0,2.0
SACACA,sospecha diagnostica,rabia humana,2007-04-01,0.0,0.0,1.0,1.0,0.0,2.0
SACACA,sospecha diagnostica,rabia humana,2007-06-01,0.0,0.0,0.0,1.0,1.0,2.0
COCHABAMBA,sospecha diagnostica,rabia humana,2007-07-01,0.0,0.0,0.0,1.0,0.0,1.0
SACACA,sospecha diagnostica,rabia humana,2007-08-01,1.0,0.0,0.0,2.0,0.0,3.0
GUANAY,sospecha diagnostica,rabia humana,2007-09-01,0.0,1.0,0.0,0.0,0.0,1.0
SACACA,sospecha diagnostica,rabia humana,2007-09-01,0.0,0.0,0.0,2.0,0.0,2.0
ASCENCION DE GUARAYOS,sospecha diagnostica,rabia humana,2007-10-01,0.0,0.0,0.0,0.0,1.0,1.0
GUANAY,sospecha diagnostica,rabia humana,2007-10-01,0.0,0.0,1.0,0.0,0.0,1.0
LA GUARDIA,sospecha diagnostica,rabia humana,2007-12-01,0.0,0.0,0.0,1.0,0.0,1.0
