municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
LA ASUNTA,sospecha diagnostica,fiebre amarilla,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
LA GUARDIA,sospecha diagnostica,fiebre amarilla,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
SACABA,sospecha diagnostica,fiebre amarilla,2007-01-01,0.0,0.0,0.0,1.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2007-01-01,0.0,0.0,3.0,5.0,0.0,8.0
YAPACANI,sospecha diagnostica,fiebre amarilla,2007-01-01,0.0,0.0,0.0,2.0,0.0,2.0
CARANAVI,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,0.0,3.0,0.0,3.0
COCHABAMBA,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,0.0,2.0,0.0,2.0
LA ASUNTA,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,2.0,5.0,0.0,7.0
SACABA,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
TARIJA,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,0.0,2.0,0.0,2.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,3.0,2.0,2.0,7.0
YAPACANI,sospecha diagnostica,fiebre amarilla,2007-02-01,0.0,0.0,3.0,0.0,0.0,3.0
PADILLA,sospecha diagnostica,fiebre amarilla,2007-03-01,0.0,0.0,0.0,3.0,0.0,3.0
PALOS BLANCOS,sospecha diagnostica,fiebre amarilla,2007-03-01,0.0,0.0,0.0,1.0,0.0,1.0
SAN CARLOS,sospecha diagnostica,fiebre amarilla,2007-03-01,0.0,1.0,0.0,0.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2007-03-01,0.0,0.0,0.0,2.0,0.0,2.0
YAPACANI,sospecha diagnostica,fiebre amarilla,2007-03-01,0.0,0.0,1.0,0.0,0.0,1.0
CARANAVI,sospecha diagnostica,fiebre amarilla,2007-04-01,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,fiebre amarilla,2007-04-01,0.0,0.0,0.0,1.0,0.0,1.0
EL TORNO,sospecha diagnostica,fiebre amarilla,2007-04-01,0.0,0.0,0.0,1.0,0.0,1.0
LA ASUNTA,sospecha diagnostica,fiebre amarilla,2007-04-01,0.0,0.0,0.0,2.0,0.0,2.0
TIPUANI,sospecha diagnostica,fiebre amarilla,2007-04-01,0.0,0.0,0.0,1.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2007-04-01,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,fiebre amarilla,2007-05-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,fiebre amarilla,2007-05-01,0.0,0.0,0.0,1.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2007-05-01,0.0,0.0,0.0,2.0,0.0,2.0
ZUDAÑEZ,sospecha diagnostica,fiebre amarilla,2007-05-01,0.0,0.0,0.0,1.0,0.0,1.0
SAN IGNACIO DE VELASCO,sospecha diagnostica,fiebre amarilla,2007-09-01,0.0,0.0,0.0,1.0,0.0,1.0
TIRAQUE (CBBA),sospecha diagnostica,fiebre amarilla,2007-10-01,0.0,0.0,1.0,0.0,0.0,1.0
VILLA TUNARI,sospecha diagnostica,fiebre amarilla,2007-10-01,0.0,0.0,0.0,1.0,0.0,1.0
PALOS BLANCOS,sospecha diagnostica,fiebre amarilla,2007-12-01,0.0,0.0,0.0,1.0,0.0,1.0
