municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2007-01-01,0.0,0.0,3.0,2.0,0.0,5.0
CAMIRI,sospecha diagnostica,dengue hemorragico,2007-02-01,0.0,1.0,0.0,0.0,0.0,1.0
SAN JULIAN,sospecha diagnostica,dengue hemorragico,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2007-02-01,0.0,0.0,5.0,12.0,0.0,17.0
MAIRANA,sospecha diagnostica,dengue hemorragico,2007-03-01,0.0,0.0,0.0,2.0,0.0,2.0
SAN JULIAN,sospecha diagnostica,dengue hemorragico,2007-03-01,0.0,0.0,0.0,6.0,0.0,6.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2007-03-01,0.0,2.0,2.0,26.0,0.0,30.0
CAMIRI,sospecha diagnostica,dengue hemorragico,2007-04-01,0.0,0.0,1.0,0.0,0.0,1.0
SAN JULIAN,sospecha diagnostica,dengue hemorragico,2007-04-01,0.0,0.0,0.0,2.0,0.0,2.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2007-04-01,0.0,0.0,2.0,22.0,0.0,24.0
CABEZAS,sospecha diagnostica,dengue hemorragico,2007-05-01,0.0,0.0,1.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2007-05-01,0.0,0.0,2.0,14.0,0.0,16.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,dengue hemorragico,2007-07-01,0.0,0.0,1.0,1.0,0.0,2.0
REYES,sospecha diagnostica,dengue hemorragico,2007-09-01,0.0,0.0,0.0,1.0,0.0,1.0
