municipality,group,variable,month,< de 1 año,1 a 4 años,5 a 14 años,15 a 59 años,60 y más,TOTAL
TIQUIPAYA,sospecha diagnostica,paralisis flacida aguda,2007-01-01,0.0,1.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-02-01,0.0,1.0,0.0,0.0,0.0,1.0
HUACARETA,sospecha diagnostica,paralisis flacida aguda,2007-02-01,0.0,0.0,0.0,1.0,0.0,1.0
QUILLACOLLO,sospecha diagnostica,paralisis flacida aguda,2007-02-01,0.0,1.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-03-01,0.0,1.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2007-03-01,0.0,1.0,0.0,0.0,0.0,1.0
MONTEAGUDO,sospecha diagnostica,paralisis flacida aguda,2007-04-01,0.0,1.0,0.0,0.0,0.0,1.0
SAN JULIAN,sospecha diagnostica,paralisis flacida aguda,2007-04-01,0.0,0.0,1.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2007-04-01,0.0,0.0,1.0,0.0,0.0,1.0
SACACA,sospecha diagnostica,paralisis flacida aguda,2007-06-01,1.0,0.0,0.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-07-01,1.0,0.0,0.0,0.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,paralisis flacida aguda,2007-07-01,0.0,0.0,1.0,0.0,0.0,1.0
SANTIVAÑES,sospecha diagnostica,paralisis flacida aguda,2007-09-01,0.0,1.0,0.0,0.0,0.0,1.0
PADILLA,sospecha diagnostica,paralisis flacida aguda,2007-11-01,0.0,0.0,1.0,0.0,0.0,1.0
COCHABAMBA,sospecha diagnostica,paralisis flacida aguda,2007-12-01,0.0,1.0,0.0,0.0,0.0,1.0
