municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,2,0,2,2
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,1,0,1,0,2,2
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,2,3,0,0,2,3,5
COPACABANA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
COTAGAITA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
CULPINA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,5,2,1,3,6,5,11
LA GUARDIA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,0,1,0,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2006-01-01,22,12,0,2,22,14,36
MONTEAGUDO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,1,0,0,0,1,1
MONTERO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,1,0,0,0,1,1
OCURI,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
OMEREQUE,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad institucional,muerte menor de 1 ano,2006-01-01,1,0,0,0,1,0,1
PATACAMAYA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,0,1,0,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2006-01-01,3,2,0,0,3,2,5
PUERTO CARABUCO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,0,1,0,1
RAVELO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,0,1,0,1
SACABA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,1,1,0,1,1,2
SAN CARLOS,mortalidad institucional,muerte menor de 1 ano,2006-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,1,1,1,2
SAN PEDRO DE TIQUINA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,1,2,0,0,1,2,3
SUCRE,mortalidad institucional,muerte menor de 1 ano,2006-01-01,5,0,0,0,5,0,5
TARABUCO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,1,1,2,1,3,4
TORO TORO,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,1,0,1,0,1
VACAS,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
VILLA TUNARI,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
VILLAZON,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
YAMPARAEZ,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
YUNCHARA,mortalidad institucional,muerte menor de 1 ano,2006-01-01,0,0,0,1,0,1,1
ZUDAÑEZ,mortalidad institucional,muerte menor de 1 ano,2006-01-01,1,0,0,0,1,0,1
ACHACACHI,mortalidad institucional,muerte menor de 1 ano,2006-02-01,1,0,1,0,2,0,2
BETANZOS,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,4,0,4,0,4
CAIROMA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,0,1,0,1
CAMIRI,mortalidad institucional,muerte menor de 1 ano,2006-02-01,2,0,0,0,2,0,2
CARANAVI,mortalidad institucional,muerte menor de 1 ano,2006-02-01,1,0,2,0,3,0,3
CHALLAPATA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,4,4,0,0,4,4,8
COLQUECHACA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,0,1,0,1
COTAGAITA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,2,0,2,0,2
CULPINA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,2,0,2,2
EL ALTO,mortalidad institucional,muerte menor de 1 ano,2006-02-01,4,2,3,1,7,3,10
FERNANDEZ ALONSO,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,1,0,0,0,1,1
ICLA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,1,0,1,1
INCAHUASI,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte menor de 1 ano,2006-02-01,20,15,0,0,20,15,35
MIZQUE,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,0,1,0,1
MOJOCOYA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,1,1,1,2
MONTERO,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,0,1,0,1
PADILLA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,1,0,0,0,1,1
POTOSI,mortalidad institucional,muerte menor de 1 ano,2006-02-01,6,1,0,0,6,1,7
PRESTO,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,2,0,2,2
PUNA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,1,1,1,2
RAVELO,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,1,0,0,0,1,0,1
SACACA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,1,1,1,2
SALINAS DE GARCI MENDOZA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte menor de 1 ano,2006-02-01,1,1,1,0,2,1,3
SAN LUCAS,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,1,1,1,2
SAN PEDRO DE TIQUINA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,3,1,0,1,3,2,5
SUCRE,mortalidad institucional,muerte menor de 1 ano,2006-02-01,2,7,0,0,2,7,9
TARIJA,mortalidad institucional,muerte menor de 1 ano,2006-02-01,3,1,0,0,3,1,4
TOMAVE,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,0,1,0,1,1
TORO TORO,mortalidad institucional,muerte menor de 1 ano,2006-02-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad institucional,muerte menor de 1 ano,2006-02-01,1,0,0,0,1,0,1
