municipality,group,variable,month,Dentro-H,Dentro-M,Fuera-H,Fuera-M,TOTAL-H,TOTAL-M,TOTAL
AIQUILE,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
AZURDUY,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad institucional,muerte materna,2006-01-01,0,1,0,0,0,1,1
EXALTACION,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
INGAVI (HUMAITA),mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2006-01-01,0,5,0,0,0,5,5
LLALLAGUA,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
MOJOCOYA,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte materna,2006-01-01,0,2,0,0,0,2,2
PALOS BLANCOS,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
PAPEL PAMPA,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
POROMA,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
PUCARANI,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
PUERTO SUAREZ,mortalidad institucional,muerte materna,2006-01-01,0,1,0,0,0,1,1
SAN PEDRO,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
SANTUARIO DE QUILLACAS,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
TARIJA,mortalidad institucional,muerte materna,2006-01-01,0,0,0,1,0,1,1
UNCIA,mortalidad institucional,muerte materna,2006-01-01,0,1,0,0,0,1,1
YACUIBA,mortalidad institucional,muerte materna,2006-01-01,0,1,0,0,0,1,1
CHALLAPATA,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
CHAYANTA,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2006-02-01,0,1,0,0,0,1,1
JESUS DE MACHACA,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
MIZQUE,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
ORURO,mortalidad institucional,muerte materna,2006-02-01,0,1,0,0,0,1,1
PORCO,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad institucional,muerte materna,2006-02-01,0,1,0,0,0,1,1
SACACA,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
SAIPINA,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
SAN JULIAN,mortalidad institucional,muerte materna,2006-02-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad institucional,muerte materna,2006-02-01,0,1,0,1,0,2,2
SAN PEDRO DE BUENA VISTA,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
TACOBAMBA,mortalidad institucional,muerte materna,2006-02-01,0,0,0,1,0,1,1
UNCIA,mortalidad institucional,muerte materna,2006-02-01,0,2,0,0,0,2,2
VILLA MONTES,mortalidad institucional,muerte materna,2006-02-01,0,1,0,0,0,1,1
AYATA,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
BATALLAS,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
BOLIVAR,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2006-03-01,0,1,0,0,0,1,1
COMARAPA,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
EL VILLAR,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2006-03-01,0,4,0,0,0,4,4
ORURO,mortalidad institucional,muerte materna,2006-03-01,0,1,0,0,0,1,1
PUERTO CARABUCO,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
SACABA,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad institucional,muerte materna,2006-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad institucional,muerte materna,2006-03-01,0,2,0,0,0,2,2
TARABUCO,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad institucional,muerte materna,2006-03-01,0,1,0,0,0,1,1
WALDO BALLIVIAN,mortalidad institucional,muerte materna,2006-03-01,0,0,0,1,0,1,1
ACACIO,mortalidad institucional,muerte materna,2006-04-01,0,1,0,0,0,1,1
ENTRE RIOS,mortalidad institucional,muerte materna,2006-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad institucional,muerte materna,2006-04-01,0,2,0,0,0,2,2
SAN JULIAN,mortalidad institucional,muerte materna,2006-04-01,0,1,0,0,0,1,1
TOLEDO,mortalidad institucional,muerte materna,2006-04-01,0,0,0,1,0,1,1
TUPIZA,mortalidad institucional,muerte materna,2006-04-01,0,0,0,1,0,1,1
VIACHA,mortalidad institucional,muerte materna,2006-04-01,0,1,0,0,0,1,1
ACHACACHI,mortalidad institucional,muerte materna,2006-05-01,0,0,0,1,0,1,1
APOLO,mortalidad institucional,muerte materna,2006-05-01,0,1,0,0,0,1,1
BETANZOS,mortalidad institucional,muerte materna,2006-05-01,0,0,0,1,0,1,1
CARAPARI,mortalidad institucional,muerte materna,2006-05-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad institucional,muerte materna,2006-05-01,0,2,0,0,0,2,2
LA PAZ,mortalidad institucional,muerte materna,2006-05-01,0,1,0,0,0,1,1
