,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACACIO,estado nutricional,desnutricion grave (g),2011-01-01,1,1,0,0,0,0,0,0,1,1,2
ACHACACHI,estado nutricional,desnutricion grave (g),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
AIQUILE,estado nutricional,desnutricion grave (g),2011-01-01,2,2,1,0,0,0,0,0,3,2,5
ANCORAIMES,estado nutricional,desnutricion grave (g),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
ANTEQUERA,estado nutricional,desnutricion grave (g),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
ARQUE,estado nutricional,desnutricion grave (g),2011-01-01,1,0,1,3,0,0,0,0,2,3,5
AYATA,estado nutricional,desnutricion grave (g),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,desnutricion grave (g),2011-01-01,2,0,0,0,0,0,0,0,2,0,2
AZURDUY,estado nutricional,desnutricion grave (g),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
BELEN DE URMIRI,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
BELLA FLOR,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
BETANZOS,estado nutricional,desnutricion grave (g),2011-01-01,1,1,0,0,0,0,0,0,1,1,2
CAMARGO,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
CAPINOTA,estado nutricional,desnutricion grave (g),2011-01-01,1,1,0,1,0,0,0,0,1,2,3
CAQUIAVIRI,estado nutricional,desnutricion grave (g),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
CARANAVI,estado nutricional,desnutricion grave (g),2011-01-01,1,1,3,1,1,0,0,0,5,2,7
CHALLAPATA,estado nutricional,desnutricion grave (g),2011-01-01,1,0,1,0,0,0,0,0,2,0,2
CHAQUI,estado nutricional,desnutricion grave (g),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
CHARAGUA,estado nutricional,desnutricion grave (g),2011-01-01,0,0,2,0,0,0,0,0,2,0,2
CHAYANTA,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,1,0,1,0,0,0,2,2
CHUMA,estado nutricional,desnutricion grave (g),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,desnutricion grave (g),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
COBIJA,estado nutricional,desnutricion grave (g),2011-01-01,2,1,0,2,0,0,0,0,2,3,5
COCAPATA,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,estado nutricional,desnutricion grave (g),2011-01-01,1,6,1,9,5,10,0,0,7,25,32
COLCAPIRHUA,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,1,1,0,0,0,1,1,2
"COLCHA ""K""",estado nutricional,desnutricion grave (g),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
COLOMI,estado nutricional,desnutricion grave (g),2011-01-01,0,1,0,0,0,0,0,0,0,1,1
CONCEPCION,estado nutricional,desnutricion grave (g),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
CORQUE,estado nutricional,desnutricion grave (g),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
CUEVO,estado nutricional,desnutricion grave (g),2011-01-01,1,1,0,0,0,0,0,0,1,1,2
CULPINA,estado nutricional,desnutricion grave (g),2011-01-01,2,1,0,0,0,1,0,0,2,2,4
EL ALTO,estado nutricional,desnutricion grave (g),2011-01-01,4,5,4,3,1,1,0,0,9,9,18
EL TORNO,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,0,0,1,0,0,0,1,1
EL VILLAR,estado nutricional,desnutricion grave (g),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,desnutricion grave (g),2011-01-01,0,0,1,0,0,0,0,0,1,0,1
GUAYARAMERIN,estado nutricional,desnutricion grave (g),2011-01-01,0,0,1,1,2,1,0,0,3,2,5
HUANUNI,estado nutricional,desnutricion grave (g),2011-01-01,0,2,1,0,0,0,0,0,1,2,3
ICLA,estado nutricional,desnutricion grave (g),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,estado nutricional,desnutricion grave (g),2011-01-01,8,11,2,1,2,3,0,0,12,15,27
LAGUNILLAS,estado nutricional,desnutricion grave (g),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
