,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,3,0,3,0,3
AIQUILE,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,5,0,5,0,5
ALTO BENI,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
ANTEQUERA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
ANZALDO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,4,0,4,0,4
APOLO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
ARQUE,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,3,0,3,0,3
ATOCHA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,5,0,5,0,5
AUCAPATA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
AYATA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,4,0,4,0,4
BATALLAS,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
BERMEJO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,8,0,8,0,8
BETANZOS,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
CAJUATA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
CAMARGO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,19,0,19,0,19
CAMIRI,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
CAPINOTA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,30,0,30,0,30
CARACOLLO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
CARMEN RIVERO TORREZ,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
CHALLAPATA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,11,0,11,0,11
CHAQUI,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,3,0,3,0,3
CHIMORE,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,11,0,11,0,11
CHUMA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
CLIZA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,7,0,7,0,7
COBIJA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,3,0,3,0,3
COCHABAMBA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,38,0,38,0,38
COLQUECHACA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
COLQUIRI,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
COMARAPA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
CONCEPCION,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,5,0,5,0,5
CORO CORO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,3,0,3,0,3
COROICO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
CORQUE,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,2,0,2,0,2
COTOCA,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
EL ALTO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,89,0,89,0,89
EL CHORO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,1,0,1,0,1
EL PUENTE(STC),estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,5,0,5,0,5
EL TORNO,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,13,0,13,0,13
ENTRE RIOS TRJ,estado nutricional,embarazada desnutrida,2011-01-01,0,0,0,0,0,0,4,0,4,0,4
