,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,IMC,IMC,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MUJER EMBARAZADA,____,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,
ACHACACHI,estado nutricional,sobrepeso (s),2011-01-01,6,11,2,10,2,3,5,0,15,24,39
ACHOCALLA,estado nutricional,sobrepeso (s),2011-01-01,1,2,0,0,1,1,4,0,6,3,9
AIQUILE,estado nutricional,sobrepeso (s),2011-01-01,38,24,12,20,16,21,55,0,121,65,186
ALALAY,estado nutricional,sobrepeso (s),2011-01-01,6,0,3,4,1,6,2,0,12,10,22
ALCALA,estado nutricional,sobrepeso (s),2011-01-01,5,3,4,3,9,11,0,0,18,17,35
ALTO BENI,estado nutricional,sobrepeso (s),2011-01-01,4,3,2,0,3,1,0,0,9,4,13
ANCORAIMES,estado nutricional,sobrepeso (s),2011-01-01,6,9,9,3,8,10,0,0,23,22,45
ANTEQUERA,estado nutricional,sobrepeso (s),2011-01-01,0,0,0,0,0,0,4,0,4,0,4
ANZALDO,estado nutricional,sobrepeso (s),2011-01-01,0,0,0,0,2,0,2,0,4,0,4
APOLO,estado nutricional,sobrepeso (s),2011-01-01,14,9,8,6,8,5,10,0,40,20,60
ARAMPAMPA,estado nutricional,sobrepeso (s),2011-01-01,2,4,1,1,1,3,0,0,4,8,12
ARANI,estado nutricional,sobrepeso (s),2011-01-01,1,1,1,0,0,0,0,0,2,1,3
ARBIETO,estado nutricional,sobrepeso (s),2011-01-01,0,0,1,1,1,3,0,0,2,4,6
ARQUE,estado nutricional,sobrepeso (s),2011-01-01,4,3,1,1,4,2,26,0,35,6,41
ASCENCION DE GUARAYOS,estado nutricional,sobrepeso (s),2011-01-01,0,1,0,1,0,0,0,0,0,2,2
ATOCHA,estado nutricional,sobrepeso (s),2011-01-01,8,5,2,0,1,1,19,0,30,6,36
AYATA,estado nutricional,sobrepeso (s),2011-01-01,4,1,2,2,0,0,0,0,6,3,9
AYO AYO,estado nutricional,sobrepeso (s),2011-01-01,3,2,3,5,2,0,7,0,15,7,22
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,sobrepeso (s),2011-01-01,7,3,1,4,7,4,20,0,35,11,46
AZURDUY,estado nutricional,sobrepeso (s),2011-01-01,3,2,1,1,12,5,0,0,16,8,24
BATALLAS,estado nutricional,sobrepeso (s),2011-01-01,1,0,0,0,1,1,11,0,13,1,14
BAURES,estado nutricional,sobrepeso (s),2011-01-01,7,5,1,2,5,6,0,0,13,13,26
BELEN DE URMIRI,estado nutricional,sobrepeso (s),2011-01-01,0,0,0,0,1,0,0,0,1,0,1
BERMEJO,estado nutricional,sobrepeso (s),2011-01-01,12,18,19,17,4,7,15,0,50,42,92
BETANZOS,estado nutricional,sobrepeso (s),2011-01-01,2,1,1,0,1,1,5,0,9,2,11
BOLIVAR,estado nutricional,sobrepeso (s),2011-01-01,2,0,0,0,4,1,0,0,6,1,7
BOYUIBE,estado nutricional,sobrepeso (s),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
BUENA VISTA,estado nutricional,sobrepeso (s),2011-01-01,0,2,0,0,0,0,0,0,0,2,2
CABEZAS,estado nutricional,sobrepeso (s),2011-01-01,2,2,1,1,3,2,0,0,6,5,11
CAIROMA,estado nutricional,sobrepeso (s),2011-01-01,2,2,0,1,2,1,0,0,4,4,8
"CAIZA ""D""",estado nutricional,sobrepeso (s),2011-01-01,2,2,0,0,0,1,0,0,2,3,5
CAJUATA,estado nutricional,sobrepeso (s),2011-01-01,0,0,0,0,0,0,14,0,14,0,14
CALACOTO,estado nutricional,sobrepeso (s),2011-01-01,1,0,0,0,0,0,0,0,1,0,1
CALAMARCA,estado nutricional,sobrepeso (s),2011-01-01,3,4,0,1,0,1,3,0,6,6,12
CAMARGO,estado nutricional,sobrepeso (s),2011-01-01,17,24,24,10,29,28,19,0,89,62,151
CAMATAQUI (C. VILLA ABECIA),estado nutricional,sobrepeso (s),2011-01-01,7,6,2,1,5,2,0,0,14,9,23
CAMIRI,estado nutricional,sobrepeso (s),2011-01-01,5,4,0,0,6,3,9,0,20,7,27
CAPINOTA,estado nutricional,sobrepeso (s),2011-01-01,4,4,3,2,0,1,16,0,23,7,30
CAQUIAVIRI,estado nutricional,sobrepeso (s),2011-01-01,2,0,0,1,0,2,3,0,5,3,8
CARACOLLO,estado nutricional,sobrepeso (s),2011-01-01,2,1,0,0,0,0,2,0,4,1,5
CARANAVI,estado nutricional,sobrepeso (s),2011-01-01,33,31,25,22,37,34,1,0,96,87,183
CARAPARI,estado nutricional,sobrepeso (s),2011-01-01,24,24,13,13,13,4,1,0,51,41,92
