,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
CHIMORE,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
COMARAPA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
ICLA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,4,0,1,0,0,0,5,5
ORURO,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,20,0,1,0,21,21
POROMA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNATA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN LORENZO(TJA),infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,2,0,4,0,0,0,6,6
SOPACHUY,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
TOCO,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
VIACHA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
VILA VILA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YACUIBA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CAMARGO,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHIMORE,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
COCHABAMBA,infecc. de transmision sexual,sifilis en la mujer embarazada,2011-02-01,0,0,0,0,0,0,0,2,0,7,0,0,0,9,9
