,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
COBIJA,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,infecc. de transmision sexual,vih poblacion en general,2011-01-01,1,0,1,1,0,0,0,1,6,11,1,0,9,13,22
EL ALTO,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,2,7,0,0,0,7,2,9
MACHACAMARCA,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTERO,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,0,3,0,1,0,4,0,4
PUERTO QUIJARRO,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
PUERTO SUAREZ,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,2,2,0,0,5,3,17,6,0,0,24,11,35
SUCRE,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TARIJA,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
WARNES,infecc. de transmision sexual,vih poblacion en general,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COBIJA,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,0,0,0,0,0,1,1,7,4,1,0,9,5,14
EL ALTO,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,0,0,0,0,0,0,0,5,1,1,0,6,1,7
FERNANDEZ ALONSO,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
JESUS DE MACHACA,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,0,0,0,0,0,0,0,6,4,0,0,6,4,10
MONTERO,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,vih poblacion en general,2011-02-01,0,0,1,1,0,0,1,0,16,5,0,0,18,6,24
