,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,,,,,,,,,
LA PAZ,infecc. de transmision sexual,sida *,2011-01-01,0,0,0,0,0,0,0,0,5,0,2,0,7,0,7
ORURO,infecc. de transmision sexual,sida *,2011-01-01,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3
QUILLACOLLO,infecc. de transmision sexual,sida *,2011-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SAN JULIAN,infecc. de transmision sexual,sida *,2011-01-01,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sida *,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA MONTES,infecc. de transmision sexual,sida *,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
YACUIBA,infecc. de transmision sexual,sida *,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,infecc. de transmision sexual,sida *,2011-02-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
EL PUENTE(TJA),infecc. de transmision sexual,sida *,2011-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
LA PAZ,infecc. de transmision sexual,sida *,2011-02-01,0,0,1,0,0,0,0,0,4,1,4,1,9,2,11
ORURO,infecc. de transmision sexual,sida *,2011-02-01,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
POTOSI,infecc. de transmision sexual,sida *,2011-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sida *,2011-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
VILLA MONTES,infecc. de transmision sexual,sida *,2011-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
COCHABAMBA,infecc. de transmision sexual,sida *,2011-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,infecc. de transmision sexual,sida *,2011-03-01,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
ORURO,infecc. de transmision sexual,sida *,2011-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,infecc. de transmision sexual,sida *,2011-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TARIJA,infecc. de transmision sexual,sida *,2011-03-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
EL ALTO,infecc. de transmision sexual,sida *,2011-04-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
LA PAZ,infecc. de transmision sexual,sida *,2011-04-01,0,0,0,0,0,0,0,0,7,7,0,0,7,7,14
ORURO,infecc. de transmision sexual,sida *,2011-04-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
QUILLACOLLO,infecc. de transmision sexual,sida *,2011-04-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
